order_id,order_type,trial_alias,order_status,fing_batch,ly_number,fing_material,pcn,bom_item_category,bom_item_p,bom_item_b,bom_item_l,unit,order_quantity,single_panel_qty,booklet_panel_qty,package_form,qty_planned,qty_delivered,mrp_controller,purchase_document_number,mrp_group_desc,order_start_confirm,order_start_planned,planned_end_date,planned_enddate_qa_disposition_date,order_start_days_off,order_complete_days_off,order_delivery_day_off,start_delivery_date,booklet_label,plant,planned_or_process,plant_desc,operation_number,qa_disposition_date,date_of_last_change,recipe_id,supply_type,vendor_id,vendor_name,ud_change_date,ud_code,ud_code_use_date,teco_flag,shop_order,start_day_off,first_goods_receipt_date,delivery_type,deliver_date,actual_goods_issue_date,shared_across
88D93C9A-BB6,ZPP2,CT-6109-EDZ,In Progress,LOT-31019227,LY4475311,MAT-86168,PCN-35973,Ten,Reality,Alone,Eight,EA,142,90,461,PK-684641,141,140,MRP-119,2859402280,G1 Clinical,Edge,2025-06-21,2025-08-12,2026-10-22,13,29,2025-04-24,2025-07-18,Suggest,AP03,Consider,AP03 Manufacturing,OP44,2024-12-21,2024-05-03,RC8742,Primary,V560574,Wilson-Smith Pharma,2025-09-10,vT-7826,2024-04-23,Yes,SO-619020,2025-11-27,2025-07-08,Standard,2025-08-04,2025-07-11,Study Only
81962565-3BA,ZPP2,CT-8015-GMQ,Completed,LOT-23670572,LY6920524,MAT-91309,PCN-67478,Impact,Campaign,Nation,Student,EA,169,161,266,PK-164521,175,165,MRP-118,8291255213,G2 Commercial,If,2025-07-04,2025-08-21,2025-07-14,13,4,2024-11-08,2026-02-09,Entire,LAT04,Author,LAT04 Manufacturing,OP43,2024-06-02,2025-10-21,RC1979,Primary,V917944,Patel Inc Pharma,2026-02-07,fA-3617,2026-07-08,Yes,SO-163112,2024-06-29,2025-07-23,Standard,2025-08-03,2025-07-19,Study Only
84171620-97D,ZPP1,CT-3472-PNG,Created,LOT-14377768,LY2319316,MAT-45907,PCN-23040,Value,Speak,These,Soldier,EA,25,30,96,PK-172542,26,24,MRP-115,1159587047,G2 Commercial,Step,2025-01-02,2025-02-13,2025-02-02,7,10,2025-12-19,2025-09-28,Trouble,LAT04,Specific,LAT04 Manufacturing,OP20,2025-01-15,2024-12-18,RC3593,Primary,V252303,Gonzalez-Long Pharma,2023-11-25,xU-9201,2026-09-14,Yes,SO-196717,2026-11-04,2025-01-17,Express,2025-02-03,2025-01-16,Global
276063F6-554,ZPP2,CT-4229-AWU,Released,LOT-12068529,LY8767494,MAT-47986,PCN-23542,Senior,Should,Already,Tv,EA,15,435,39,PK-514394,23,14,MRP-130,1774188870,G1 Clinical,Research,2025-03-01,2025-04-21,2024-10-22,18,5,2026-10-06,2025-04-05,Possible,AP03,Campaign,AP03 Manufacturing,OP29,2024-10-07,2024-10-01,RC1167,Backup,V133113,Clark Ltd Pharma,2024-05-27,ur-5752,2026-05-08,No,SO-411368,2025-08-03,2025-03-17,Standard,2025-04-10,2025-03-22,Global
4D00FA38-F44,ZDOM,CT-1816-RCG,Created,LOT-60968631,LY7936516,MAT-37872,PCN-98088,Shoulder,Argue,Security,Role,EA,281,247,394,PK-853229,281,278,MRP-110,5790163080,G1 Clinical,Energy,2025-01-03,2025-02-09,2024-03-01,5,11,2024-05-22,2025-08-21,Perform,AP03,Letter,AP03 Manufacturing,OP44,2026-08-31,2025-12-07,RC7123,Backup,V881797,Wood-Simmons Pharma,2026-02-05,Mm-1468,2025-03-08,Yes,SO-959647,2025-08-26,2025-01-17,Standard,2025-01-22,2025-01-21,Study Only
B9D604CE-B27,ZPP1,CT-3228-ZKT,Closed,LOT-73483649,LY8808620,MAT-58266,PCN-27772,Prevent,Present,Few,History,EA,259,317,434,PK-426008,260,258,MRP-114,2051930687,G1 Clinical,Political,2024-11-20,2025-01-08,2024-02-23,2,10,2024-09-22,2024-12-28,Door,EU02,Bar,EU02 Manufacturing,OP64,2026-04-07,2024-10-18,RC4013,Backup,V877146,"Anderson, Lee and Kane Pharma",2025-02-22,Is-7353,2024-09-01,Yes,SO-555228,2025-03-06,2024-12-11,Express,2025-01-01,2024-12-10,Study Only
88381E6F-DB8,ZPP1,CT-3636-AVP,In Progress,LOT-47865891,LY1017307,MAT-46171,PCN-85501,Civil,Our,Five,Appear,EA,55,435,193,PK-145358,57,55,MRP-136,1315992776,G3 Pilot,Eat,2024-12-04,2025-01-13,2024-09-20,22,23,2026-07-19,2026-03-12,Condition,AP03,Shoulder,AP03 Manufacturing,OP59,2023-12-02,2025-06-08,RC6593,Backup,V686805,"Bradshaw, Allen and Johnson Pharma",2025-03-28,yE-7426,2026-10-26,Yes,SO-950154,2024-08-11,2024-12-24,Express,2024-12-29,2024-12-20,Regional
F82FA87C-017,ZPP1,CT-1696-SCY,Released,LOT-65372587,LY1419924,MAT-14115,PCN-73545,Prepare,Worry,Though,Throw,EA,189,431,388,PK-577707,184,187,MRP-135,3666133363,G3 Pilot,Democratic,2025-09-28,2025-11-01,2026-11-04,29,13,2025-01-18,2025-12-23,Time,EU02,Least,EU02 Manufacturing,OP40,2025-12-27,2023-11-20,RC5440,Backup,V478397,Nunez-Hodge Pharma,2026-08-02,Zm-4219,2025-11-23,No,SO-851955,2026-03-26,2025-10-06,Standard,2025-10-21,2025-10-08,Global
0B269C0B-68B,ZDOM,CT-9781-BYC,Closed,LOT-91403277,LY7066982,MAT-31615,PCN-40197,Safe,Create,Part,Always,EA,226,75,242,PK-466972,230,224,MRP-122,1839315059,G1 Clinical,Past,2024-11-19,2025-01-05,2026-05-26,11,19,2024-04-16,2025-07-14,Candidate,EU02,Lose,EU02 Manufacturing,OP33,2025-03-01,2025-03-05,RC4655,Backup,V368106,"James, Stafford and Zhang Pharma",2025-05-26,wT-8640,2025-03-09,No,SO-638308,2024-03-01,2024-12-03,Express,2024-12-16,2024-12-05,Study Only
53E512B4-F07,ZDOM,CT-7487-KNX,Created,LOT-31152831,LY6437001,MAT-59372,PCN-92717,Enough,Beat,Often,Road,EA,52,235,364,PK-519209,55,48,MRP-126,9729965398,G1 Clinical,Down,2025-02-05,2025-03-21,2024-02-02,20,3,2026-03-19,2026-04-23,Agree,US01,Quickly,US01 Manufacturing,OP59,2024-06-28,2023-12-04,RC9087,Backup,V239641,"Trujillo, Anderson and Contreras Pharma",2026-01-02,bQ-5908,2026-02-14,Yes,SO-485901,2025-01-01,2025-02-19,Express,2025-03-03,2025-02-18,Global
21ED0BE4-ED0,ZDOM,CT-3230-HFO,Completed,LOT-46366370,LY4596590,MAT-68176,PCN-15123,Would,Report,Allow,Mr,EA,154,106,191,PK-542622,162,153,MRP-137,2054437154,G2 Commercial,Dark,2025-05-29,2025-07-09,2025-08-17,13,14,2024-07-06,2026-10-11,Gas,EU02,I,EU02 Manufacturing,OP23,2026-02-12,2024-11-22,RC5292,Backup,V131440,"Cruz, Murray and Conrad Pharma",2024-05-23,QQ-1371,2025-03-05,Yes,SO-557154,2026-05-24,2025-06-15,Standard,2025-07-03,2025-06-08,Study Only
C9553C30-3C9,ZDOM,CT-7047-GQC,Released,LOT-73100049,LY8119063,MAT-58634,PCN-76784,Number,Star,Sign,North,EA,64,162,325,PK-140191,62,61,MRP-109,4862776273,G3 Pilot,Commercial,2025-07-14,2025-08-13,2025-11-28,22,7,2025-06-11,2025-11-29,Career,EU02,Almost,EU02 Manufacturing,OP87,2026-04-18,2024-03-06,RC3357,Primary,V585339,"Baldwin, Perkins and Khan Pharma",2024-01-02,RD-8253,2025-11-04,Yes,SO-697548,2026-06-29,2025-08-02,Express,2025-08-08,2025-07-29,Study Only
C93ED8AD-5FB,ZDOM,CT-3472-PNG,Closed,LOT-36766763,LY2709921,MAT-22152,PCN-57117,Left,Tell,Seem,Not,EA,154,71,144,PK-151711,149,151,MRP-129,9147045238,G3 Pilot,Parent,2025-01-05,2025-02-12,2026-10-14,29,12,2024-05-09,2024-01-07,Provide,US01,Decision,US01 Manufacturing,OP17,2026-01-03,2024-11-15,RC6494,Backup,V916602,Wyatt LLC Pharma,2023-12-02,ci-4783,2024-03-03,No,SO-280878,2024-02-10,2025-01-23,Express,2025-02-01,2025-01-25,Regional
56F016D1-42A,ZPP1,CT-9831-IEW,Created,LOT-70273170,LY3284623,MAT-49651,PCN-12504,Toward,Food,Entire,Someone,EA,220,396,85,PK-545602,230,215,MRP-112,4520590771,G1 Clinical,Mouth,2025-04-27,2025-06-10,2024-11-17,25,18,2026-11-09,2024-05-01,Simply,AP03,Could,AP03 Manufacturing,OP32,2025-12-01,2025-04-15,RC8210,Primary,V792475,King-Cameron Pharma,2024-08-23,Dj-2026,2026-08-16,No,SO-602705,2026-01-22,2025-05-17,Standard,2025-05-22,2025-05-12,Regional
DC6732A6-B32,ZDOM,CT-3395-UCM,Created,LOT-52789053,LY4693293,MAT-82814,PCN-63595,Company,Social,Until,Show,EA,250,481,310,PK-957005,255,250,MRP-110,5605668560,G2 Commercial,Sure,2025-04-05,2025-05-06,2026-10-24,9,25,2025-07-01,2024-02-02,Increase,LAT04,Natural,LAT04 Manufacturing,OP16,2024-05-21,2025-10-25,RC8777,Backup,V118605,Rogers and Sons Pharma,2025-11-27,vv-4663,2026-11-10,Yes,SO-297946,2025-04-19,2025-04-27,Express,2025-04-30,2025-04-25,Global
1C290466-294,ZPP1,CT-1816-RCG,Released,LOT-19895402,LY4849628,MAT-55297,PCN-32325,Collection,Someone,Course,Difference,EA,247,23,265,PK-228408,251,245,MRP-134,4529638860,G3 Pilot,Loss,2025-05-28,2025-07-14,2024-05-18,13,5,2025-03-16,2024-06-27,Well,EU02,Same,EU02 Manufacturing,OP42,2024-04-12,2024-04-07,RC7225,Backup,V701267,"Brown, West and Butler Pharma",2025-10-07,jG-5554,2026-05-29,Yes,SO-234481,2025-08-07,2025-06-17,Standard,2025-07-06,2025-06-16,Global
302EBFD8-75D,ZDOM,CT-1816-RCG,Created,LOT-60968631,LY7679936,MAT-37872,PCN-81271,Wife,Image,Defense,Sign,EA,23,87,57,PK-940017,21,21,MRP-110,7136451067,G2 Commercial,Nature,2025-07-13,2025-08-28,2026-06-25,30,15,2026-05-05,2024-07-12,Best,AP03,Enjoy,AP03 Manufacturing,OP54,2026-04-04,2025-11-08,RC7557,Primary,V328205,Burns Group Pharma,2023-12-31,JZ-4287,2024-11-02,Yes,SO-527500,2026-05-12,2025-07-30,Standard,2025-08-14,2025-07-27,Regional
137379DF-53E,ZDOM,CT-7484-BIH,In Progress,LOT-26012891,LY4494972,MAT-66257,PCN-50804,Total,Back,During,Even,EA,206,88,334,PK-682934,215,204,MRP-133,2195580566,G3 Pilot,Soldier,2024-11-15,2025-01-11,2026-03-12,24,2,2025-09-07,2025-04-26,Morning,LAT04,Work,LAT04 Manufacturing,OP83,2026-04-15,2025-08-15,RC1573,Primary,V640246,"Le, Todd and Walls Pharma",2024-09-06,HU-9806,2025-01-12,Yes,SO-648308,2024-11-21,2024-12-08,Standard,2024-12-23,2024-11-30,Regional
E70B0CD9-41B,ZDOM,CT-1696-SCY,Completed,LOT-44491067,LY6881797,MAT-78401,PCN-37774,Story,Enter,Movie,Or,EA,241,1,360,PK-138574,240,240,MRP-103,6568690861,G2 Commercial,Question,2025-06-03,2025-08-04,2024-12-07,2,8,2026-05-25,2023-12-29,See,US01,Account,US01 Manufacturing,OP99,2025-04-20,2024-12-31,RC2374,Primary,V928263,Thornton-Kelly Pharma,2024-02-05,pZ-8085,2024-03-24,Yes,SO-511191,2025-09-30,2025-06-23,Express,2025-07-15,2025-06-18,Study Only
C3C4CA8C-DA3,ZDOM,CT-7484-BIH,Released,LOT-16159838,LY7011786,MAT-66257,PCN-25574,Special,Character,Continue,Word,EA,270,461,285,PK-593223,277,270,MRP-133,5154324934,G1 Clinical,Among,2025-05-31,2025-06-27,2024-12-09,14,13,2024-12-27,2024-04-17,Reveal,LAT04,War,LAT04 Manufacturing,OP13,2024-08-23,2026-02-03,RC9923,Backup,V830379,Clark-Cochran Pharma,2025-08-22,of-9573,2025-02-16,Yes,SO-656475,2025-06-11,2025-06-08,Standard,2025-06-14,2025-06-09,Regional
7D85A9BB-51A,ZPP1,CT-9771-CZL,Created,LOT-16473868,LY9607917,MAT-22610,PCN-17294,Most,Show,Tree,Return,EA,173,445,37,PK-583546,182,172,MRP-108,9284328956,G3 Pilot,If,2025-03-31,2025-05-01,2024-06-20,26,29,2026-06-13,2026-07-18,Not,LAT04,True,LAT04 Manufacturing,OP90,2026-04-25,2025-11-08,RC6271,Primary,V215164,Turner-Camacho Pharma,2025-10-17,Qk-7637,2026-07-31,No,SO-557466,2025-07-27,2025-04-17,Express,2025-04-18,2025-04-12,Regional
9F746DC7-45B,ZPP1,CT-8015-GMQ,Closed,LOT-21570201,LY9120952,MAT-74459,PCN-51326,Detail,World,Season,Food,EA,161,454,157,PK-791704,158,159,MRP-114,7937264997,G3 Pilot,Conference,2025-01-30,2025-03-04,2025-06-18,12,30,2025-07-10,2026-10-10,For,US01,Soldier,US01 Manufacturing,OP91,2025-06-17,2024-12-05,RC2288,Primary,V986217,"Phillips, Johnson and Adams Pharma",2024-07-28,eY-0205,2025-10-03,No,SO-735118,2024-03-17,2025-02-10,Standard,2025-02-23,2025-02-10,Study Only
F07DEB5E-390,ZPP1,CT-5014-EEP,Closed,LOT-29384973,LY1748950,MAT-53554,PCN-75083,Heavy,Beat,Doctor,Among,EA,51,415,338,PK-843066,57,46,MRP-103,2515831240,G2 Commercial,Project,2025-01-24,2025-03-28,2025-10-26,13,6,2026-07-28,2023-12-28,Energy,LAT04,Rock,LAT04 Manufacturing,OP90,2024-03-20,2025-03-23,RC4229,Backup,V556075,"Flores, Flores and Bennett Pharma",2025-06-02,py-4781,2026-02-05,Yes,SO-418657,2025-05-05,2025-02-10,Standard,2025-03-08,2025-02-09,Regional
DA07F536-CAB,ZPP2,CT-1696-SCY,Created,LOT-48273549,LY2553398,MAT-14115,PCN-42912,Including,Base,House,Picture,EA,77,448,23,PK-337953,78,76,MRP-135,9749531351,G1 Clinical,Toward,2025-07-26,2025-09-13,2023-11-19,29,8,2024-02-16,2025-09-18,Lose,EU02,Hospital,EU02 Manufacturing,OP43,2024-07-09,2026-08-16,RC2451,Backup,V843380,Hanson-Fowler Pharma,2024-05-30,jw-4463,2024-02-01,No,SO-959371,2026-01-25,2025-08-12,Standard,2025-08-26,2025-08-13,Regional
2F2C7D94-2CE,ZDOM,CT-3230-HFO,Closed,LOT-28229614,LY7307240,MAT-68176,PCN-86644,Road,Federal,Magazine,Few,EA,15,176,498,PK-890611,18,10,MRP-137,3247386149,G1 Clinical,Thought,2025-09-14,2025-11-08,2024-04-14,5,17,2024-02-24,2025-09-18,Dinner,EU02,Defense,EU02 Manufacturing,OP29,2025-10-26,2025-12-02,RC9423,Backup,V302680,"Taylor, Bowers and Smith Pharma",2026-01-28,CB-1660,2024-11-01,Yes,SO-803796,2026-08-20,2025-10-03,Express,2025-10-24,2025-10-02,Study Only
46866D25-F7F,ZPP2,CT-2004-PSX,Completed,LOT-39555641,LY6360569,MAT-32011,PCN-38837,Security,Member,Field,Back,EA,275,36,295,PK-150169,285,274,MRP-134,6369218047,G2 Commercial,Window,2025-05-04,2025-06-11,2024-11-28,25,7,2025-09-18,2024-07-15,Professional,EU02,Series,EU02 Manufacturing,OP85,2026-03-28,2026-09-15,RC5769,Backup,V653026,Love PLC Pharma,2026-09-06,mG-5485,2025-06-16,No,SO-473565,2026-06-15,2025-05-21,Express,2025-05-28,2025-05-17,Study Only
657B8A24-549,ZPP2,CT-5014-EEP,Created,LOT-29384973,LY6525013,MAT-53554,PCN-48578,Rest,Pass,Personal,Actually,EA,229,331,413,PK-569144,230,228,MRP-103,9381283853,G1 Clinical,Single,2025-04-30,2025-06-26,2026-05-28,1,11,2026-06-04,2025-07-17,End,LAT04,Would,LAT04 Manufacturing,OP89,2025-03-31,2025-01-16,RC3712,Primary,V366855,"Cunningham, Farmer and Cooper Pharma",2023-12-30,wk-2368,2025-08-17,No,SO-632535,2025-10-07,2025-05-19,Express,2025-06-10,2025-05-19,Global
721F5CBB-8FF,ZDOM,CT-8970-PLO,Released,LOT-74101873,LY6287627,MAT-82398,PCN-36544,Tell,Beyond,Far,Us,EA,55,137,347,PK-485793,55,51,MRP-137,3395522880,G3 Pilot,Me,2025-03-13,2025-04-21,2025-05-04,13,3,2025-06-24,2026-02-08,Party,EU02,Within,EU02 Manufacturing,OP47,2025-04-11,2025-08-24,RC7497,Backup,V603124,Bullock and Sons Pharma,2023-12-25,ia-1755,2026-04-28,No,SO-813359,2026-01-19,2025-03-31,Standard,2025-04-08,2025-03-24,Study Only
3C28F46E-D2C,ZPP2,CT-4229-AWU,In Progress,LOT-81143076,LY5569335,MAT-30745,PCN-27525,Truth,For,Good,Trouble,EA,299,427,58,PK-111264,294,299,MRP-133,7824058910,G1 Clinical,Through,2025-06-07,2025-07-29,2025-01-27,19,10,2026-04-29,2026-03-15,Foot,US01,Full,US01 Manufacturing,OP50,2024-08-11,2024-05-23,RC4745,Backup,V406009,"Lewis, Ross and Edwards Pharma",2026-09-11,iW-0239,2024-07-16,No,SO-304097,2024-10-26,2025-06-22,Standard,2025-07-19,2025-06-24,Global
B4AACE38-46A,ZPP2,CT-5014-EEP,Created,LOT-27607761,LY5647977,MAT-39627,PCN-95931,One,Take,Writer,Find,EA,170,358,482,PK-735277,177,165,MRP-123,9620931039,G1 Clinical,Minute,2025-02-09,2025-03-25,2025-05-19,13,28,2025-01-31,2026-01-10,Market,LAT04,Voice,LAT04 Manufacturing,OP12,2026-03-01,2025-12-15,RC3022,Primary,V504720,Brandt-Andrews Pharma,2024-10-06,rM-5219,2025-08-30,No,SO-987027,2025-03-01,2025-03-02,Express,2025-03-15,2025-02-28,Regional
40399FB4-B0C,ZDOM,CT-7487-KNX,Closed,LOT-75893896,LY7985079,MAT-18458,PCN-90928,Form,Indeed,Television,Something,EA,73,119,200,PK-643438,74,70,MRP-102,5315513997,G3 Pilot,Machine,2025-01-21,2025-02-28,2026-09-28,6,13,2024-08-24,2026-03-16,Discover,EU02,Good,EU02 Manufacturing,OP14,2026-08-29,2025-01-19,RC5407,Backup,V679624,"Stuart, Mercado and Dennis Pharma",2023-11-14,Bc-6395,2025-02-25,Yes,SO-705550,2026-04-16,2025-02-10,Express,2025-02-13,2025-02-05,Study Only
7B08EEA7-A6C,ZPP1,CT-3228-ZKT,Created,LOT-24674076,LY3268775,MAT-18409,PCN-87199,See,Indeed,Message,With,EA,237,4,375,PK-430887,232,233,MRP-137,5202317582,G1 Clinical,National,2025-03-21,2025-04-21,2025-01-31,6,21,2024-10-24,2025-05-16,Fire,AP03,Reality,AP03 Manufacturing,OP87,2026-09-24,2025-05-10,RC3958,Primary,V563222,Dixon-Snyder Pharma,2025-12-09,VO-4760,2025-05-24,No,SO-996861,2026-04-30,2025-04-06,Express,2025-04-11,2025-04-05,Regional
7697D79B-3FA,ZDOM,CT-8742-ECD,Created,LOT-94846184,LY2182431,MAT-47254,PCN-31260,May,Range,Suggest,Top,EA,247,491,305,PK-156934,244,244,MRP-136,2685187705,G2 Commercial,Mission,2025-01-09,2025-03-01,2026-07-13,22,19,2024-11-03,2026-07-20,Population,EU02,Film,EU02 Manufacturing,OP10,2024-09-29,2024-12-27,RC6952,Primary,V278143,"Murphy, Grant and Rojas Pharma",2025-01-23,Zr-9182,2025-02-10,Yes,SO-510054,2026-01-17,2025-01-29,Standard,2025-02-10,2025-01-29,Global
30986C0B-785,ZPP1,CT-9771-CZL,In Progress,LOT-29648706,LY7772095,MAT-93544,PCN-98856,Increase,View,Feeling,Professional,EA,293,484,122,PK-119347,302,289,MRP-123,2974746994,G3 Pilot,Ago,2025-01-03,2025-02-08,2025-05-30,28,14,2024-03-07,2026-10-17,Seven,LAT04,Occur,LAT04 Manufacturing,OP91,2024-04-10,2024-10-20,RC4954,Backup,V421150,"Esparza, Wong and Smith Pharma",2026-02-24,sy-7188,2025-09-02,Yes,SO-777072,2026-07-20,2025-01-14,Express,2025-01-23,2025-01-16,Regional
E09D9D69-D6E,ZDOM,CT-4229-AWU,Closed,LOT-66136964,LY6729853,MAT-40089,PCN-56515,In,Offer,Few,Meeting,EA,51,34,346,PK-621088,59,46,MRP-126,8765236986,G1 Clinical,International,2025-07-11,2025-09-08,2026-04-27,10,18,2026-05-23,2026-08-29,Allow,EU02,Appear,EU02 Manufacturing,OP67,2026-08-09,2024-04-22,RC7807,Primary,V120867,Wilson Group Pharma,2025-08-22,xo-9931,2026-08-13,No,SO-164385,2025-11-28,2025-07-28,Express,2025-08-23,2025-07-25,Regional
272CA541-8B2,ZPP2,CT-8742-ECD,Completed,LOT-61778837,LY4413560,MAT-15875,PCN-45810,Space,Use,Relate,Year,EA,198,336,311,PK-395634,198,196,MRP-138,9652587802,G1 Clinical,There,2025-10-04,2025-11-20,2024-09-27,24,4,2026-09-17,2025-03-08,Still,EU02,To,EU02 Manufacturing,OP68,2024-01-05,2026-10-17,RC2900,Backup,V641544,"Salazar, Smith and Ortiz Pharma",2026-06-28,vh-4131,2026-04-10,Yes,SO-147894,2025-03-18,2025-10-14,Express,2025-10-31,2025-10-14,Study Only
0DB649CA-F40,ZPP2,CT-1816-RCG,Created,LOT-36343625,LY7125702,MAT-55297,PCN-75136,Watch,Control,Factor,Away,EA,150,351,279,PK-598533,154,146,MRP-134,8471936897,G1 Clinical,Address,2025-07-23,2025-09-11,2026-05-01,18,4,2026-03-19,2026-08-27,Network,EU02,Collection,EU02 Manufacturing,OP39,2025-01-12,2026-04-11,RC7486,Backup,V860530,Flowers and Sons Pharma,2026-01-09,yw-5680,2024-11-13,No,SO-708356,2024-05-03,2025-08-01,Standard,2025-08-22,2025-08-05,Study Only
E7347777-52D,ZDOM,CT-1816-RCG,Completed,LOT-60968631,LY8821263,MAT-37872,PCN-46462,The,Family,Central,Green,EA,101,373,344,PK-322953,97,99,MRP-110,7764361828,G2 Commercial,Participant,2025-05-28,2025-07-23,2026-11-08,6,27,2026-10-07,2024-05-07,Whom,AP03,Address,AP03 Manufacturing,OP60,2024-02-19,2025-07-07,RC6937,Primary,V200487,"Dean, Martin and Hill Pharma",2025-10-30,hq-5913,2024-02-26,Yes,SO-898367,2024-02-12,2025-06-19,Express,2025-07-09,2025-06-16,Study Only
3FF3E6F8-274,ZDOM,CT-8742-ECD,Released,LOT-48781281,LY2749997,MAT-16848,PCN-53979,Front,Job,According,Collection,EA,28,338,55,PK-217351,27,23,MRP-106,4234470939,G1 Clinical,Million,2024-12-11,2025-01-25,2024-09-23,9,1,2024-06-03,2026-05-26,Against,LAT04,Artist,LAT04 Manufacturing,OP58,2024-05-01,2026-02-04,RC2260,Backup,V602024,"Jones, Mills and Robinson Pharma",2023-12-30,ls-1467,2026-05-05,No,SO-406048,2025-10-25,2024-12-25,Express,2025-01-11,2024-12-24,Global
DC052809-D93,ZDOM,CT-1816-RCG,In Progress,LOT-73297905,LY5132259,MAT-37872,PCN-19953,Remember,Note,Affect,According,EA,213,62,276,PK-652858,221,209,MRP-110,1709862842,G2 Commercial,Whose,2024-12-21,2025-01-31,2024-09-23,7,24,2025-09-02,2026-06-13,Everyone,AP03,Prove,AP03 Manufacturing,OP86,2026-06-19,2025-12-07,RC6339,Backup,V694414,Hoover PLC Pharma,2025-10-15,dY-4978,2026-06-10,No,SO-387017,2024-11-18,2025-01-14,Standard,2025-01-16,2025-01-06,Regional
26C6F3AA-518,ZPP1,CT-1816-RCG,Released,LOT-73297905,LY7227146,MAT-37872,PCN-76253,Call,Cold,Subject,Great,EA,254,125,215,PK-216316,258,249,MRP-110,6280268911,G2 Commercial,Could,2024-11-21,2025-01-02,2025-05-20,9,9,2026-09-11,2024-12-25,Point,AP03,Race,AP03 Manufacturing,OP46,2026-09-14,2024-11-11,RC3158,Primary,V340526,"Owens, Murray and Gomez Pharma",2025-05-13,Se-0534,2025-08-12,Yes,SO-592205,2025-05-30,2024-12-07,Standard,2024-12-14,2024-12-07,Regional
BEBE3F6F-617,ZDOM,CT-5806-JWO,Closed,LOT-91428756,LY8189880,MAT-42350,PCN-91858,Pattern,Marriage,Home,Statement,EA,234,186,204,PK-171988,239,232,MRP-130,2073858506,G2 Commercial,Short,2025-10-10,2025-11-24,2025-08-04,28,27,2026-01-01,2024-04-10,Yourself,AP03,Better,AP03 Manufacturing,OP64,2023-12-26,2026-02-28,RC3758,Primary,V411206,Little Ltd Pharma,2024-05-30,yS-9591,2023-11-24,No,SO-108646,2026-10-19,2025-10-25,Standard,2025-11-10,2025-10-24,Regional
72B8F29D-C0E,ZPP1,CT-6592-IDY,Completed,LOT-19994803,LY1277835,MAT-17085,PCN-55036,It,Exactly,Education,While,EA,200,219,448,PK-629129,202,200,MRP-106,4840560724,G3 Pilot,Everybody,2025-01-11,2025-02-12,2026-05-06,7,18,2024-02-21,2024-10-28,Care,LAT04,Friend,LAT04 Manufacturing,OP82,2025-02-18,2025-07-23,RC9794,Backup,V286179,"Thomas, Williams and Garza Pharma",2024-03-25,dc-6256,2024-12-08,No,SO-496069,2025-04-17,2025-01-30,Express,2025-01-30,2025-01-22,Study Only
4C575DF3-DBF,ZPP1,CT-3395-UCM,Created,LOT-16679340,LY5472837,MAT-82814,PCN-64367,Save,Benefit,National,Surface,EA,11,128,430,PK-976942,14,9,MRP-110,5871746382,G2 Commercial,Say,2025-09-23,2025-10-25,2024-08-18,4,5,2024-04-27,2026-05-17,Reality,LAT04,Red,LAT04 Manufacturing,OP77,2024-09-04,2024-06-12,RC1462,Primary,V292934,"Johnson, Williams and Jackson Pharma",2025-08-04,Lu-4006,2023-12-26,Yes,SO-274848,2024-04-15,2025-10-15,Express,2025-10-20,2025-10-11,Study Only
362FCDC7-090,ZDOM,CT-9781-BYC,In Progress,LOT-37532398,LY9405979,MAT-98864,PCN-63244,Enjoy,Enough,Example,Movement,EA,169,49,211,PK-209635,168,166,MRP-119,3132353937,G2 Commercial,Range,2025-10-04,2025-11-15,2025-09-05,1,11,2026-09-13,2024-07-03,Probably,AP03,Goal,AP03 Manufacturing,OP87,2025-09-15,2025-05-04,RC5170,Backup,V263716,"Byrd, Carter and Martinez Pharma",2024-07-20,vR-4753,2024-02-03,Yes,SO-705195,2025-08-17,2025-10-23,Standard,2025-10-27,2025-10-20,Study Only
D822806C-DEC,ZPP1,CT-6109-EDZ,In Progress,LOT-70811881,LY6157113,MAT-86168,PCN-74748,Something,Will,Realize,Against,EA,113,316,217,PK-427806,116,111,MRP-119,2077142250,G2 Commercial,Little,2025-06-02,2025-07-14,2024-11-30,13,12,2026-03-20,2024-09-18,Skin,AP03,Eye,AP03 Manufacturing,OP46,2026-03-03,2024-10-20,RC4776,Primary,V138386,Reeves-Butler Pharma,2024-11-28,Fo-3562,2025-08-18,Yes,SO-287179,2024-09-07,2025-06-17,Express,2025-06-28,2025-06-13,Regional
87528E6A-790,ZDOM,CT-1816-RCG,Created,LOT-19895402,LY8416903,MAT-55297,PCN-55762,House,Clear,Employee,Benefit,EA,88,385,144,PK-121827,97,87,MRP-134,3404941287,G1 Clinical,Call,2025-07-11,2025-08-18,2026-06-15,16,11,2026-02-25,2024-03-11,Need,EU02,Either,EU02 Manufacturing,OP11,2024-02-09,2025-11-06,RC7291,Backup,V269721,Raymond and Sons Pharma,2025-06-01,jm-2343,2026-02-22,Yes,SO-123295,2024-08-12,2025-07-29,Standard,2025-08-10,2025-07-27,Regional
