STUDY_ID,LOT_NUMBER,PACKAGE_NUMBER,PACKAGE_DESC,RQST_DATE,EXPIRATION_DATE,PACKAGE_STATUS,SHIP_UNIT_ID,SHIPMENT_STATUS_CODE
CT-1816-RCG,LOT-73297905,PKG-62641891,Effort Capsule,2025-10-03,2027-10-04,Damaged,SU-274073,Delayed
CT-7487-KNX,LOT-90900846,PKG-36465306,Contain Solution,2025-05-17,2026-03-28,Damaged,SU-121743,Delivered
CT-9781-BYC,LOT-50305764,PKG-78930450,Compare Tablet,2025-09-20,2025-11-05,Available,SU-547707,Shipped
CT-9781-BYC,LOT-50305764,PKG-58046487,Compare Tablet,2025-08-28,2025-11-05,Available,SU-313568,Delayed
CT-8970-PLO,LOT-74101873,PKG-61044749,Range Solution,2025-08-10,2025-10-17,Available,SU-887816,Delayed
CT-7484-BIH,LOT-26012891,PKG-11863875,Hundred Solution,2025-05-28,2026-02-19,Dispensed,SU-692515,Shipped
CT-7484-BIH,LOT-26012891,PKG-95925508,Hundred Solution,2025-07-27,2026-02-19,Damaged,SU-261543,Planning
CT-7484-BIH,LOT-26012891,PKG-14625488,Hundred Solution,2025-07-12,2026-02-19,Damaged,SU-673556,Planning
CT-7484-BIH,LOT-26012891,PKG-91959844,Hundred Solution,2025-10-08,2026-02-19,Quarantined,SU-386231,Shipped
CT-3472-PNG,LOT-89268420,PKG-27459564,Floor Patch,2025-05-21,2026-12-16,Available,SU-180510,Shipped
CT-5806-JWO,LOT-70504064,PKG-61105170,Shake Tablet,2025-08-29,2027-01-09,Damaged,SU-354906,Delivered
CT-6592-IDY,LOT-66123852,PKG-61544334,Able Patch,2025-09-07,2028-07-06,Dispensed,SU-690234,Delayed
CT-6592-IDY,LOT-66123852,PKG-84942607,Able Patch,2025-06-10,2028-07-06,Available,SU-419403,Shipped
CT-6592-IDY,LOT-66123852,PKG-22572064,Able Patch,2025-07-18,2028-07-06,Quarantined,SU-194206,Shipped
CT-6592-IDY,LOT-66123852,PKG-24092433,Able Patch,2025-08-23,2028-07-06,Dispensed,SU-565008,Shipped
CT-8015-GMQ,LOT-21570201,PKG-36359000,Memory Solution,2025-09-05,2026-12-22,Damaged,SU-587504,Shipped
CT-8015-GMQ,LOT-21570201,PKG-24589150,Memory Solution,2025-10-11,2026-12-22,Damaged,SU-297013,Delayed
CT-9781-BYC,LOT-72341875,PKG-64021361,Compare Tablet,2025-10-08,2025-12-10,Damaged,SU-603426,Delayed
CT-9781-BYC,LOT-72341875,PKG-70456023,Compare Tablet,2025-05-21,2025-12-10,Quarantined,SU-376195,Planning
CT-8970-PLO,LOT-91814441,PKG-76312649,Artist Solution,2025-07-20,2026-02-14,Dispensed,SU-932990,Ready
CT-7487-KNX,LOT-90900846,PKG-13837730,Contain Solution,2025-09-19,2026-03-28,Available,SU-128204,Shipped
CT-1816-RCG,LOT-60968631,PKG-92089550,Effort Capsule,2025-09-20,2026-10-17,Dispensed,SU-151431,Planning
CT-1816-RCG,LOT-60968631,PKG-41162732,Effort Capsule,2025-07-29,2026-10-17,Dispensed,SU-884050,Planning
CT-1816-RCG,LOT-60968631,PKG-11021752,Effort Capsule,2025-08-28,2026-10-17,Damaged,SU-508994,Delayed
CT-8015-GMQ,LOT-49095565,PKG-68276964,Memory Solution,2025-06-22,2026-06-14,Quarantined,SU-586783,Delayed
CT-3472-PNG,LOT-22463904,PKG-74088406,Speech Patch,2025-08-09,2025-09-22,Quarantined,SU-149118,Planning
CT-3472-PNG,LOT-22463904,PKG-75664489,Speech Patch,2025-07-04,2025-09-22,Dispensed,SU-586390,Delivered
CT-3472-PNG,LOT-22463904,PKG-72500307,Speech Patch,2025-06-01,2025-09-22,Damaged,SU-880419,Shipped
CT-3472-PNG,LOT-22463904,PKG-12435602,Speech Patch,2025-08-18,2025-09-22,Quarantined,SU-410448,Delayed
CT-3395-UCM,LOT-52789053,PKG-25812400,Reduce Solution,2025-09-29,2026-04-29,Dispensed,SU-929428,Planning
CT-3395-UCM,LOT-52789053,PKG-79404223,Reduce Solution,2025-08-14,2026-04-29,Dispensed,SU-187009,Planning
CT-3395-UCM,LOT-52789053,PKG-47126307,Reduce Solution,2025-07-11,2026-04-29,Quarantined,SU-611128,Shipped
CT-3636-AVP,LOT-41301239,PKG-35775722,Though Solution,2025-07-05,2025-12-18,Quarantined,SU-759159,Shipped
CT-8015-GMQ,LOT-21570201,PKG-63898818,Memory Solution,2025-06-05,2026-12-22,Dispensed,SU-254109,Shipped
CT-4229-AWU,LOT-66136964,PKG-86740675,Pull Patch,2025-05-29,2026-11-16,Quarantined,SU-861470,Delayed
CT-4229-AWU,LOT-66136964,PKG-62183990,Pull Patch,2025-08-30,2026-11-16,Available,SU-364527,Shipped
CT-4229-AWU,LOT-66136964,PKG-37880167,Pull Patch,2025-09-18,2026-11-16,Damaged,SU-783724,Shipped
CT-3472-PNG,LOT-21437748,PKG-58695867,Floor Patch,2025-10-06,2026-06-27,Available,SU-826541,Ready
CT-3472-PNG,LOT-21437748,PKG-88617770,Floor Patch,2025-07-25,2026-06-27,Damaged,SU-414033,Planning
CT-3472-PNG,LOT-21437748,PKG-23121320,Floor Patch,2025-07-20,2026-06-27,Quarantined,SU-602092,Ready
CT-8015-GMQ,LOT-21570201,PKG-55639931,Memory Solution,2025-09-29,2026-12-22,Dispensed,SU-523566,Delayed
CT-8015-GMQ,LOT-21570201,PKG-16193264,Memory Solution,2025-08-04,2026-12-22,Damaged,SU-578912,Delivered
CT-8015-GMQ,LOT-21570201,PKG-10672750,Memory Solution,2025-08-04,2026-12-22,Dispensed,SU-605695,Planning
CT-8015-GMQ,LOT-21570201,PKG-11118853,Memory Solution,2025-09-19,2026-12-22,Dispensed,SU-477577,Delayed
CT-9781-BYC,LOT-96443919,PKG-48145663,Trouble Capsule,2025-07-25,2026-12-26,Dispensed,SU-802023,Delivered
CT-9781-BYC,LOT-96443919,PKG-68388486,Trouble Capsule,2025-05-17,2026-12-26,Available,SU-998858,Planning
CT-9781-BYC,LOT-96443919,PKG-43369498,Trouble Capsule,2025-09-25,2026-12-26,Available,SU-830165,Shipped
CT-1696-SCY,LOT-44491067,PKG-65466965,Expect Tablet,2025-09-20,2028-06-07,Damaged,SU-512549,Planning
CT-1696-SCY,LOT-44491067,PKG-19699893,Expect Tablet,2025-10-13,2028-06-07,Available,SU-672378,Shipped
CT-1696-SCY,LOT-44491067,PKG-40039099,Expect Tablet,2025-09-22,2028-06-07,Dispensed,SU-981305,Delayed
CT-7484-BIH,LOT-65547337,PKG-52752191,Great Patch,2025-07-20,2026-04-22,Dispensed,SU-239441,Delivered
CT-7484-BIH,LOT-65547337,PKG-94803961,Great Patch,2025-06-02,2026-04-22,Damaged,SU-416688,Delivered
CT-7484-BIH,LOT-65547337,PKG-63442045,Great Patch,2025-09-17,2026-04-22,Dispensed,SU-351821,Planning
CT-9831-IEW,LOT-82476241,PKG-35949946,Stock Patch,2025-08-23,2025-06-26,Damaged,SU-286941,Ready
CT-9831-IEW,LOT-82476241,PKG-57047293,Stock Patch,2025-09-05,2025-06-26,Quarantined,SU-405798,Delivered
CT-9831-IEW,LOT-82476241,PKG-72454139,Stock Patch,2025-08-04,2025-06-26,Quarantined,SU-117570,Shipped
CT-2004-PSX,LOT-68153288,PKG-92540651,Common Patch,2025-09-29,2027-09-07,Quarantined,SU-489859,Planning
CT-2004-PSX,LOT-68153288,PKG-73477798,Common Patch,2025-07-26,2027-09-07,Dispensed,SU-152384,Delayed
CT-2004-PSX,LOT-68153288,PKG-77118138,Common Patch,2025-07-20,2027-09-07,Quarantined,SU-638147,Delivered
CT-2004-PSX,LOT-68153288,PKG-84374484,Common Patch,2025-07-07,2027-09-07,Quarantined,SU-219067,Planning
CT-6910-RDE,LOT-34198332,PKG-74997571,Win Injection,2025-09-29,2026-11-08,Available,SU-191537,Ready
CT-6910-RDE,LOT-34198332,PKG-46790063,Win Injection,2025-08-22,2026-11-08,Damaged,SU-226965,Shipped
CT-6109-EDZ,LOT-57559766,PKG-98989498,Should Tablet,2025-10-07,2025-09-05,Dispensed,SU-641035,Ready
CT-6109-EDZ,LOT-57559766,PKG-71190231,Should Tablet,2025-07-17,2025-09-05,Available,SU-820965,Delivered
CT-9771-CZL,LOT-73505709,PKG-81646416,Us Solution,2025-07-13,2027-09-26,Damaged,SU-325938,Ready
CT-3228-ZKT,LOT-56689918,PKG-51688397,Cold Injection,2025-07-12,2027-02-21,Dispensed,SU-793073,Ready
CT-3228-ZKT,LOT-56689918,PKG-36616941,Cold Injection,2025-09-06,2027-02-21,Quarantined,SU-107068,Shipped
CT-8742-ECD,LOT-99482219,PKG-46822017,Side Capsule,2025-05-21,2027-01-22,Available,SU-381184,Delayed
CT-8742-ECD,LOT-99482219,PKG-49168178,Side Capsule,2025-08-11,2027-01-22,Available,SU-652002,Delivered
CT-8742-ECD,LOT-99482219,PKG-44850040,Side Capsule,2025-06-22,2027-01-22,Damaged,SU-845611,Delivered
CT-8742-ECD,LOT-99482219,PKG-29648169,Side Capsule,2025-08-17,2027-01-22,Damaged,SU-601015,Delivered
CT-7487-KNX,LOT-90900846,PKG-11401591,Contain Solution,2025-09-14,2026-03-28,Quarantined,SU-895612,Shipped
CT-7487-KNX,LOT-90900846,PKG-55467951,Contain Solution,2025-07-05,2026-03-28,Available,SU-930041,Shipped
CT-8872-GKR,LOT-92214561,PKG-14309275,Step Solution,2025-07-05,2027-10-18,Damaged,SU-140167,Delayed
CT-8872-GKR,LOT-92214561,PKG-71690950,Step Solution,2025-09-19,2027-10-18,Quarantined,SU-762942,Delivered
CT-8872-GKR,LOT-92214561,PKG-32609145,Step Solution,2025-09-05,2027-10-18,Available,SU-120757,Planning
CT-8872-GKR,LOT-92214561,PKG-85295712,Step Solution,2025-10-10,2027-10-18,Damaged,SU-965115,Delayed
CT-5806-JWO,LOT-89350866,PKG-90173416,Set Solution,2025-07-28,2025-02-07,Quarantined,SU-302891,Planning
CT-1816-RCG,LOT-73297905,PKG-51962744,Effort Capsule,2025-09-20,2027-10-04,Dispensed,SU-599250,Planning
CT-1816-RCG,LOT-73297905,PKG-24362342,Effort Capsule,2025-06-07,2027-10-04,Damaged,SU-431191,Delivered
CT-1816-RCG,LOT-73297905,PKG-90331973,Effort Capsule,2025-07-08,2027-10-04,Dispensed,SU-981405,Shipped
CT-1816-RCG,LOT-73297905,PKG-78123001,Effort Capsule,2025-08-14,2027-10-04,Damaged,SU-407834,Delayed
CT-9781-BYC,LOT-60226706,PKG-32411687,Compare Tablet,2025-05-29,2026-10-02,Dispensed,SU-878448,Delivered
CT-6910-RDE,LOT-16824774,PKG-49513230,Dog Patch,2025-08-14,2025-09-28,Available,SU-145892,Ready
CT-6910-RDE,LOT-16824774,PKG-21155534,Dog Patch,2025-05-23,2025-09-28,Dispensed,SU-605840,Shipped
CT-9781-BYC,LOT-76547161,PKG-26599374,Positive Injection,2025-10-03,2027-05-21,Damaged,SU-618096,Planning
CT-2004-PSX,LOT-39007987,PKG-45653153,Offer Tablet,2025-09-09,2027-02-22,Dispensed,SU-623925,Delayed
CT-2004-PSX,LOT-39007987,PKG-32077825,Offer Tablet,2025-09-22,2027-02-22,Damaged,SU-266935,Delayed
CT-9771-CZL,LOT-16473868,PKG-63287378,Us Solution,2025-05-26,2027-01-28,Dispensed,SU-223413,Planning
CT-9771-CZL,LOT-16473868,PKG-12852556,Us Solution,2025-08-11,2027-01-28,Quarantined,SU-772797,Shipped
CT-9771-CZL,LOT-16473868,PKG-99392837,Us Solution,2025-10-04,2027-01-28,Quarantined,SU-596298,Delayed
CT-9771-CZL,LOT-16473868,PKG-86177087,Us Solution,2025-07-28,2027-01-28,Damaged,SU-667458,Ready
CT-8015-GMQ,LOT-21570201,PKG-17827965,Memory Solution,2025-07-13,2026-12-22,Dispensed,SU-243376,Shipped
CT-8015-GMQ,LOT-21570201,PKG-97060845,Memory Solution,2025-08-28,2026-12-22,Dispensed,SU-123671,Shipped
CT-3636-AVP,LOT-27778437,PKG-96299870,Agency Injection,2025-10-08,2025-04-09,Damaged,SU-998747,Planning
CT-3636-AVP,LOT-27778437,PKG-37380412,Agency Injection,2025-05-23,2025-04-09,Available,SU-133658,Planning
CT-3636-AVP,LOT-27778437,PKG-10640111,Agency Injection,2025-07-03,2025-04-09,Damaged,SU-695426,Delivered
CT-7487-KNX,LOT-25529234,PKG-28914587,Contain Solution,2025-06-13,2025-04-14,Available,SU-519703,Shipped
CT-7487-KNX,LOT-25529234,PKG-57566149,Contain Solution,2025-05-20,2025-04-14,Available,SU-107613,Shipped
CT-7487-KNX,LOT-25529234,PKG-40241768,Contain Solution,2025-07-03,2025-04-14,Damaged,SU-557332,Ready
CT-9771-CZL,LOT-16473868,PKG-64340632,Us Solution,2025-06-06,2027-01-28,Quarantined,SU-913623,Shipped
CT-9771-CZL,LOT-16473868,PKG-35570653,Us Solution,2025-07-06,2027-01-28,Available,SU-127605,Shipped
CT-9771-CZL,LOT-16473868,PKG-82350983,Us Solution,2025-08-18,2027-01-28,Quarantined,SU-378266,Shipped
CT-9771-CZL,LOT-16473868,PKG-37303377,Us Solution,2025-09-01,2027-01-28,Available,SU-797033,Ready
CT-3395-UCM,LOT-30151730,PKG-63354435,Keep Capsule,2025-08-25,2027-03-31,Quarantined,SU-932548,Shipped
CT-6551-IBW,LOT-20749320,PKG-19145586,Cell Tablet,2025-08-17,2027-03-24,Quarantined,SU-893205,Shipped
