order_id,material_component,material_component_batch,order_quantity,fing_batch,order_status,ly_number,mrp_controller,mrp_group_desc,fing_material,material_comp_description,material_comp_type,material_description,modified_date,operation_number,operational_sequence_id,pcn_id,package_form,planned_or_process,plant,plant_desc,purchase_doc_number,recipe_id,supply_type,shared_across,trial,trial_alias,trial_alias_description,vendor_id,teco_flag
CA6F43AD-A7B,MAT-49651,LOT-46257312,162,LOT-46257312,Completed,LY1579863,MRP-112,G1 Clinical,MAT-49651,High Injection,Investigational Product,High Injection,2025-10-28 05:02:17.885153,OP56,OP94,PCN-37570,PK-516815,Contain,LAT04,Danabury Plant,764197050,Recipe 19,Interview,Prevent,CT-9831-IEW,CT-9831-IEW,Myself Program,V4075535,Yes
215887CE-296,MAT-54713,LOT-65730343,40,LOT-65730343,Released,LY1798963,MRP-134,G1 Clinical,MAT-54713,Free Solution,Ancillary Supply,Free Solution,2025-08-25 03:22:25.553751,OP12,OP70,PCN-39613,PK-364258,Open,LAT04,North Cassidyfurt Plant,496601699,Recipe 6,Of,Doctor,CT-3230-HFO,CT-3230-HFO,Talk Trial,V8912330,No
6578EBA2-254,MAT-23246,LOT-51166600,234,LOT-24028484,Released,LY7238148,MRP-119,G3 Pilot,MAT-23246,Type Injection,Comparator,Type Injection,2025-10-30 03:32:42.735202,OP19,OP33,PCN-84554,PK-447962,Far,LAT04,Allenport Plant,369423274,Recipe 1,Simply,Performance,CT-8872-GKR,CT-8872-GKR,Reality Program,V5177352,Yes
C8E46777-965,MAT-16078,LOT-82476241,172,LOT-82476241,Closed,LY5840445,MRP-139,G1 Clinical,MAT-16078,Stock Patch,Comparator,Stock Patch,2025-11-09 01:33:25.781897,OP18,OP14,PCN-57525,PK-610257,Hope,LAT04,Carlahaven Plant,543579176,Recipe 16,Standard,Lead,CT-9831-IEW,CT-9831-IEW,Myself Program,V5972282,Yes
FDCEFEF5-08F,MAT-16848,LOT-48781281,70,LOT-45571743,Released,LY7999038,MRP-106,G2 Commercial,MAT-16848,Blue Patch,Comparator,Blue Patch,2025-09-09 21:12:39.489693,OP95,OP58,PCN-98137,PK-791276,List,LAT04,Port Rickey Plant,796195649,Recipe 26,Too,Million,CT-8742-ECD,CT-8742-ECD,Compare Study,V4866797,Yes
84B7FABF-DFC,MAT-47986,LOT-22597604,124,LOT-12068529,Created,LY4076772,MRP-130,G1 Clinical,MAT-47986,Experience Tablet,Investigational Product,Experience Tablet,2025-09-23 06:41:20.399717,OP44,OP57,PCN-25057,PK-180814,Dog,US01,Hallfurt Plant,217394827,Recipe 28,Idea,Term,CT-4229-AWU,CT-4229-AWU,Front Study,V2354517,Yes
E2E08976-B06,MAT-81584,LOT-26730959,102,LOT-62532897,Released,LY4832570,MRP-136,G3 Pilot,MAT-81584,Set Solution,Comparator,Set Solution,2025-09-13 22:55:32.807812,OP42,OP35,PCN-25249,PK-498518,Explain,AP03,West Carlyfort Plant,146416599,Recipe 42,Western,Spend,CT-5806-JWO,CT-5806-JWO,Improve Trial,V8295568,No
B346DE58-18B,MAT-47254,LOT-94846184,208,LOT-94846184,Created,LY9445129,MRP-136,G3 Pilot,MAT-47254,Article Tablet,Comparator,Article Tablet,2025-10-17 22:13:31.898043,OP58,OP71,PCN-61365,PK-448936,Drug,EU02,Christophermouth Plant,823579870,Recipe 17,Ever,Ok,CT-8742-ECD,CT-8742-ECD,Compare Study,V5974812,No
24B63DC5-4E0,MAT-97442,LOT-51070012,197,LOT-51070012,Completed,LY2068480,MRP-101,G2 Commercial,MAT-97442,Common Patch,Comparator,Common Patch,2025-09-16 20:58:30.924540,OP37,OP61,PCN-12230,PK-870656,Official,US01,Morganstad Plant,618573865,Recipe 8,Fact,Him,CT-2004-PSX,CT-2004-PSX,Home Trial,V4633429,No
A3929C23-5C7,MAT-84153,LOT-89268420,247,LOT-21437748,Released,LY2394164,MRP-118,G2 Commercial,MAT-84153,Floor Patch,Comparator,Floor Patch,2025-10-02 08:18:55.483151,OP65,OP97,PCN-31015,PK-705809,Deep,LAT04,Amandahaven Plant,532003448,Recipe 2,Decade,Song,CT-3472-PNG,CT-3472-PNG,Put Trial,V4372421,No
57C036FF-7C4,MAT-86920,LOT-44689282,104,LOT-14354504,Closed,LY1713107,MRP-105,G1 Clinical,MAT-86920,Various Solution,Investigational Product,Various Solution,2025-11-08 21:08:41.033194,OP52,OP19,PCN-48473,PK-463106,Your,US01,West Katieview Plant,876441912,Recipe 8,Heart,Performance,CT-8970-PLO,CT-8970-PLO,Skin Trial,V1393208,Yes
C8CA32C6-E9E,MAT-33775,LOT-99664516,34,LOT-26376337,Created,LY9831858,MRP-113,G1 Clinical,MAT-33775,Something Patch,Ancillary Supply,Something Patch,2025-10-31 05:08:31.194202,OP60,OP63,PCN-38746,PK-730411,Much,US01,East Jacqueline Plant,586286638,Recipe 9,Professional,Loss,CT-9831-IEW,CT-9831-IEW,Myself Program,V2880189,Yes
ACC4DB4C-3ED,MAT-18409,LOT-24674076,141,LOT-60873216,Completed,LY7578185,MRP-137,G3 Pilot,MAT-18409,Commercial Tablet,Investigational Product,Commercial Tablet,2025-09-11 05:35:42.908866,OP88,OP84,PCN-93499,PK-964519,Fast,LAT04,Jesusview Plant,211606562,Recipe 11,Out,News,CT-3228-ZKT,CT-3228-ZKT,Both Program,V6403885,Yes
577BCE94-FDC,MAT-91309,LOT-93844966,49,LOT-92879466,Completed,LY7176075,MRP-118,G2 Commercial,MAT-91309,Simply Injection,Comparator,Simply Injection,2025-09-09 18:44:43.400768,OP77,OP34,PCN-30238,PK-322045,Short,EU02,Joannaview Plant,619818877,Recipe 31,Probably,Avoid,CT-8015-GMQ,CT-8015-GMQ,Past Trial,V9922677,Yes
72E2F609-A3F,MAT-73628,LOT-10539218,277,LOT-10539218,Completed,LY9935213,MRP-138,G1 Clinical,MAT-73628,Health Solution,Ancillary Supply,Health Solution,2025-09-30 11:19:13.160872,OP31,OP29,PCN-35609,PK-891399,Leg,US01,Port Jared Plant,447863445,Recipe 43,Former,Same,CT-3230-HFO,CT-3230-HFO,Talk Trial,V5935252,No
5B67D985-194,MAT-82814,LOT-16679340,130,LOT-62567327,Created,LY1550329,MRP-110,G3 Pilot,MAT-82814,Reduce Solution,Investigational Product,Reduce Solution,2025-10-19 06:35:36.947137,OP41,OP94,PCN-90231,PK-942934,Of,EU02,South Heidichester Plant,670016011,Recipe 47,Base,Popular,CT-3395-UCM,CT-3395-UCM,Majority Trial,V1121306,No
A1F0CF54-5A3,MAT-53554,LOT-27803441,275,LOT-29384973,Closed,LY3327982,MRP-103,G1 Clinical,MAT-53554,They Capsule,Ancillary Supply,They Capsule,2025-10-06 10:31:37.032434,OP84,OP45,PCN-78146,PK-560492,Other,EU02,Lake Mariaville Plant,872398390,Recipe 36,Ask,Story,CT-5014-EEP,CT-5014-EEP,Attorney Study,V8779412,No
150CE384-BD4,MAT-81584,LOT-26730959,64,LOT-62532897,Closed,LY5217935,MRP-136,G1 Clinical,MAT-81584,Set Solution,Comparator,Set Solution,2025-10-23 01:29:05.575321,OP96,OP62,PCN-80467,PK-685744,Tend,LAT04,North Nicole Plant,643969706,Recipe 41,Present,Matter,CT-5806-JWO,CT-5806-JWO,Improve Trial,V8610187,No
1E2662CC-B8F,MAT-78401,LOT-46656333,201,LOT-46656333,Created,LY3720657,MRP-103,G2 Commercial,MAT-78401,Expect Tablet,Ancillary Supply,Expect Tablet,2025-11-10 10:49:43.183178,OP26,OP65,PCN-54673,PK-922905,War,LAT04,Benitezside Plant,666392653,Recipe 34,Ever,Gas,CT-1696-SCY,CT-1696-SCY,Miss Trial,V2190956,No
10DC3E02-6DA,MAT-18458,LOT-17450919,177,LOT-59884250,Completed,LY6820527,MRP-102,G1 Clinical,MAT-18458,Reason Tablet,Ancillary Supply,Reason Tablet,2025-09-29 05:09:03.955376,OP33,OP11,PCN-47083,PK-797062,Eat,US01,Vasquezview Plant,418969164,Recipe 21,Radio,Upon,CT-7487-KNX,CT-7487-KNX,Recent Trial,V9687356,Yes
29A6CFAF-AF6,MAT-78401,LOT-46656333,192,LOT-44491067,Created,LY2139535,MRP-103,G1 Clinical,MAT-78401,Expect Tablet,Ancillary Supply,Expect Tablet,2025-08-21 14:48:53.578250,OP75,OP34,PCN-64061,PK-913005,Approach,AP03,Terrystad Plant,578388196,Recipe 9,Sign,Stop,CT-1696-SCY,CT-1696-SCY,Miss Trial,V8997336,No
04FD0749-0E8,MAT-82398,LOT-84562329,108,LOT-84562329,Closed,LY3851923,MRP-137,G2 Commercial,MAT-82398,Range Solution,Investigational Product,Range Solution,2025-09-12 09:55:43.835827,OP83,OP74,PCN-11311,PK-384090,Policy,AP03,New Kevinbury Plant,767694827,Recipe 44,Your,Popular,CT-8970-PLO,CT-8970-PLO,Skin Trial,V7220967,No
18BE1300-48F,MAT-86920,LOT-24616505,111,LOT-14354504,Closed,LY6692170,MRP-105,G1 Clinical,MAT-86920,Various Solution,Investigational Product,Various Solution,2025-09-30 19:54:31.269053,OP10,OP47,PCN-24937,PK-414320,Knowledge,EU02,Loweview Plant,293411231,Recipe 20,Do,Officer,CT-8970-PLO,CT-8970-PLO,Skin Trial,V7622339,Yes
2A431C19-BD6,MAT-52579,LOT-91103841,111,LOT-20749320,Released,LY4827777,MRP-109,G1 Clinical,MAT-52579,Cell Tablet,Comparator,Cell Tablet,2025-09-26 09:58:40.940405,OP79,OP60,PCN-12735,PK-113104,Likely,LAT04,Port Cynthiachester Plant,982185410,Recipe 21,Whose,Project,CT-6551-IBW,CT-6551-IBW,Camera Trial,V7830243,No
B91ED3F0-13C,MAT-86168,LOT-17958339,199,LOT-70811881,Closed,LY3151274,MRP-119,G1 Clinical,MAT-86168,Run Solution,Investigational Product,Run Solution,2025-10-24 04:07:14.735108,OP25,OP86,PCN-55335,PK-513895,By,US01,North Rebekahfort Plant,649779938,Recipe 10,Here,Happy,CT-6109-EDZ,CT-6109-EDZ,City Program,V1015568,No
E9DC4109-30B,MAT-37872,LOT-60968631,171,LOT-73297905,Created,LY3873795,MRP-110,G3 Pilot,MAT-37872,Effort Capsule,Comparator,Effort Capsule,2025-09-24 07:06:50.790584,OP59,OP47,PCN-32738,PK-469434,Free,LAT04,Melissamouth Plant,683821666,Recipe 16,Possible,Night,CT-1816-RCG,CT-1816-RCG,And Study,V5455914,Yes
654F1F56-570,MAT-56157,LOT-90900846,89,LOT-90900846,Closed,LY6001808,MRP-116,G3 Pilot,MAT-56157,Contain Solution,Comparator,Contain Solution,2025-09-06 04:02:19.055600,OP84,OP79,PCN-84785,PK-489379,Free,US01,East Joan Plant,969355092,Recipe 7,Last,Voice,CT-7487-KNX,CT-7487-KNX,Recent Trial,V8950791,Yes
ADA890D8-F3F,MAT-96156,LOT-50305764,295,LOT-50305764,In Progress,LY8074538,MRP-110,G3 Pilot,MAT-96156,Compare Tablet,Ancillary Supply,Compare Tablet,2025-09-22 22:45:35.202518,OP59,OP44,PCN-27007,PK-246305,Field,AP03,Josephview Plant,107964740,Recipe 31,Purpose,Your,CT-9781-BYC,CT-9781-BYC,None Trial,V2017460,Yes
ECE5617D-411,MAT-82398,LOT-74101873,32,LOT-74101873,Created,LY1116054,MRP-137,G2 Commercial,MAT-82398,Range Solution,Investigational Product,Range Solution,2025-10-03 05:30:53.801578,OP28,OP91,PCN-77368,PK-391277,Arrive,LAT04,New Eric Plant,260963069,Recipe 21,Them,Decision,CT-8970-PLO,CT-8970-PLO,Skin Trial,V2750852,No
044D2FC6-0A1,MAT-66257,LOT-26012891,119,LOT-26012891,Completed,LY9835139,MRP-133,G3 Pilot,MAT-66257,Hundred Solution,Comparator,Hundred Solution,2025-09-02 11:24:22.746762,OP26,OP49,PCN-52656,PK-164609,Beat,US01,Brianhaven Plant,290735436,Recipe 32,Tree,Federal,CT-7484-BIH,CT-7484-BIH,Member Trial,V6248659,No
954B5F54-FC0,MAT-84153,LOT-21437748,233,LOT-89268420,Completed,LY9618664,MRP-118,G1 Clinical,MAT-84153,Floor Patch,Comparator,Floor Patch,2025-10-14 02:00:38.756731,OP32,OP96,PCN-60139,PK-595638,Admit,AP03,South Keith Plant,811388841,Recipe 45,House,Eye,CT-3472-PNG,CT-3472-PNG,Put Trial,V7905737,Yes
41D466A6-21E,MAT-26378,LOT-92761826,166,LOT-70504064,Released,LY7432554,MRP-126,G3 Pilot,MAT-26378,Shake Tablet,Investigational Product,Shake Tablet,2025-08-21 22:21:30.320594,OP94,OP66,PCN-52568,PK-294627,Share,LAT04,Lake Sandra Plant,902741053,Recipe 44,Investment,True,CT-5806-JWO,CT-5806-JWO,Improve Trial,V4644809,Yes
7C1A47DE-DD1,MAT-49508,LOT-69596629,54,LOT-66123852,Created,LY5382908,MRP-116,G1 Clinical,MAT-49508,Able Patch,Ancillary Supply,Able Patch,2025-09-24 03:20:13.457593,OP67,OP99,PCN-97045,PK-505045,Order,LAT04,Ryanland Plant,834367160,Recipe 41,Past,Mind,CT-6592-IDY,CT-6592-IDY,Pay Study,V5416690,Yes
694E96DC-2A6,MAT-74459,LOT-21570201,71,LOT-21570201,Closed,LY7767231,MRP-114,G2 Commercial,MAT-74459,Memory Solution,Investigational Product,Memory Solution,2025-10-13 04:36:52.610392,OP13,OP14,PCN-39389,PK-434609,Bed,EU02,New Kimberlymouth Plant,320404723,Recipe 10,Realize,Pressure,CT-8015-GMQ,CT-8015-GMQ,Past Trial,V9956393,No
41760EC3-898,MAT-96156,LOT-72341875,296,LOT-72341875,Completed,LY7857400,MRP-110,G3 Pilot,MAT-96156,Compare Tablet,Ancillary Supply,Compare Tablet,2025-08-28 15:29:15.505753,OP55,OP89,PCN-71205,PK-819823,Radio,EU02,Lake Eric Plant,224041423,Recipe 2,State,Describe,CT-9781-BYC,CT-9781-BYC,None Trial,V1919266,Yes
CCFEC4B3-889,MAT-85304,LOT-65133728,13,LOT-91814441,Created,LY1764975,MRP-117,G3 Pilot,MAT-85304,Artist Solution,Ancillary Supply,Artist Solution,2025-09-17 19:24:53.180390,OP88,OP46,PCN-75608,PK-219572,Phone,LAT04,East Vincent Plant,497624390,Recipe 18,Very,Total,CT-8970-PLO,CT-8970-PLO,Skin Trial,V4177844,No
603EDC76-89F,MAT-56157,LOT-25529234,293,LOT-90900846,Closed,LY2341808,MRP-116,G1 Clinical,MAT-56157,Contain Solution,Comparator,Contain Solution,2025-09-15 18:05:27.767863,OP76,OP24,PCN-69461,PK-620203,Enjoy,LAT04,East Stacey Plant,995086228,Recipe 2,Tv,Challenge,CT-7487-KNX,CT-7487-KNX,Recent Trial,V9574099,No
535A2ABA-732,MAT-37872,LOT-60968631,249,LOT-60968631,Created,LY4838634,MRP-110,G3 Pilot,MAT-37872,Effort Capsule,Comparator,Effort Capsule,2025-09-28 00:45:47.641195,OP75,OP89,PCN-92908,PK-123342,Anything,US01,Port Wendystad Plant,789293983,Recipe 13,Care,Above,CT-1816-RCG,CT-1816-RCG,And Study,V5148361,Yes
060D2D29-5FD,MAT-74459,LOT-21570201,214,LOT-49095565,Created,LY8964232,MRP-114,G1 Clinical,MAT-74459,Memory Solution,Investigational Product,Memory Solution,2025-10-11 22:58:47.148407,OP32,OP35,PCN-89464,PK-641626,Direction,EU02,Cassandraberg Plant,370755601,Recipe 37,Clearly,Bring,CT-8015-GMQ,CT-8015-GMQ,Past Trial,V9707214,Yes
29C1FE4B-0BF,MAT-45907,LOT-14377768,160,LOT-22463904,Completed,LY3182170,MRP-115,G1 Clinical,MAT-45907,Speech Patch,Ancillary Supply,Speech Patch,2025-10-22 19:01:15.830179,OP80,OP73,PCN-76566,PK-633349,Water,LAT04,Barnesland Plant,612476285,Recipe 19,Up,Commercial,CT-3472-PNG,CT-3472-PNG,Put Trial,V7541229,Yes
CD20E168-B67,MAT-82814,LOT-62567327,65,LOT-52789053,Closed,LY8433021,MRP-110,G2 Commercial,MAT-82814,Reduce Solution,Investigational Product,Reduce Solution,2025-10-13 03:16:10.335759,OP25,OP76,PCN-90156,PK-696983,Husband,EU02,Villanuevachester Plant,210428271,Recipe 16,Crime,Affect,CT-3395-UCM,CT-3395-UCM,Majority Trial,V1354094,No
F810F57F-82C,MAT-46171,LOT-91968301,131,LOT-41301239,Created,LY3641626,MRP-136,G2 Commercial,MAT-46171,Though Solution,Ancillary Supply,Though Solution,2025-09-14 08:26:50.537066,OP69,OP37,PCN-21225,PK-853973,Surface,LAT04,Gabriellefort Plant,731173773,Recipe 31,Style,Country,CT-3636-AVP,CT-3636-AVP,Wear Program,V1292645,Yes
F58F8FB7-75D,MAT-74459,LOT-49095565,196,LOT-21570201,Completed,LY7948159,MRP-114,G2 Commercial,MAT-74459,Memory Solution,Investigational Product,Memory Solution,2025-10-05 04:08:12.216850,OP41,OP68,PCN-24077,PK-913031,Yard,AP03,Mullenland Plant,448083469,Recipe 41,City,Everything,CT-8015-GMQ,CT-8015-GMQ,Past Trial,V8032864,Yes
A8BF7403-DA8,MAT-40089,LOT-19373416,97,LOT-66136964,Released,LY8820601,MRP-126,G2 Commercial,MAT-40089,Pull Patch,Investigational Product,Pull Patch,2025-10-03 20:51:36.690746,OP80,OP57,PCN-85962,PK-231959,Hour,US01,Dwayneland Plant,365890702,Recipe 2,Travel,Standard,CT-4229-AWU,CT-4229-AWU,Front Study,V4137284,Yes
22D3A96C-CE5,MAT-84153,LOT-21437748,171,LOT-21437748,Released,LY5275852,MRP-118,G2 Commercial,MAT-84153,Floor Patch,Comparator,Floor Patch,2025-09-16 06:23:30.735897,OP37,OP84,PCN-94247,PK-111415,Change,LAT04,Nicholebury Plant,421835146,Recipe 49,Tv,Unit,CT-3472-PNG,CT-3472-PNG,Put Trial,V4351929,No
6BBDED17-78C,MAT-74459,LOT-21570201,227,LOT-21570201,Created,LY6498637,MRP-114,G2 Commercial,MAT-74459,Memory Solution,Investigational Product,Memory Solution,2025-08-30 17:53:42.080632,OP32,OP71,PCN-35022,PK-992639,Call,EU02,Huntertown Plant,777950038,Recipe 32,Expect,Hot,CT-8015-GMQ,CT-8015-GMQ,Past Trial,V8831793,No
D1C0BAB1-86B,MAT-31615,LOT-91403277,225,LOT-96443919,Created,LY7580318,MRP-122,G2 Commercial,MAT-31615,Trouble Capsule,Comparator,Trouble Capsule,2025-10-12 01:02:00.682107,OP49,OP12,PCN-14697,PK-827603,Rest,AP03,South Stephen Plant,574762727,Recipe 39,Plan,At,CT-9781-BYC,CT-9781-BYC,None Trial,V4306492,Yes
7E8BFE7E-71C,MAT-78401,LOT-46656333,271,LOT-44491067,Created,LY7182959,MRP-103,G3 Pilot,MAT-78401,Expect Tablet,Ancillary Supply,Expect Tablet,2025-11-12 14:26:51.616024,OP26,OP83,PCN-41751,PK-453815,Here,US01,Lake Susan Plant,424977241,Recipe 34,Consumer,Although,CT-1696-SCY,CT-1696-SCY,Miss Trial,V4411171,No
C8C1DDA2-376,MAT-74247,LOT-65547337,115,LOT-65547337,Completed,LY6351401,MRP-131,G3 Pilot,MAT-74247,Great Patch,Investigational Product,Great Patch,2025-11-09 01:13:38.636613,OP10,OP48,PCN-76053,PK-142178,About,EU02,New Elizabethmouth Plant,840726048,Recipe 2,Tonight,Husband,CT-7484-BIH,CT-7484-BIH,Member Trial,V8947883,Yes
F038C3DD-DF4,MAT-16078,LOT-82476241,204,LOT-82476241,Closed,LY1870561,MRP-139,G3 Pilot,MAT-16078,Stock Patch,Comparator,Stock Patch,2025-10-05 01:12:48.828354,OP47,OP18,PCN-23307,PK-275433,Always,LAT04,South Joshua Plant,539502274,Recipe 48,Necessary,Consider,CT-9831-IEW,CT-9831-IEW,Myself Program,V7292548,No
86905D6E-07A,MAT-97442,LOT-51070012,218,LOT-68153288,Released,LY3833045,MRP-101,G3 Pilot,MAT-97442,Common Patch,Comparator,Common Patch,2025-10-20 04:26:50.595518,OP58,OP79,PCN-83496,PK-783041,Leg,AP03,South Kathleenborough Plant,661626450,Recipe 4,Occur,Fund,CT-2004-PSX,CT-2004-PSX,Home Trial,V6354862,No
974CD620-D0E,MAT-22108,LOT-37189202,239,LOT-34198332,Closed,LY8214647,MRP-102,G2 Commercial,MAT-22108,Win Injection,Comparator,Win Injection,2025-09-25 18:55:39.437969,OP58,OP16,PCN-83339,PK-148505,Several,EU02,Wilsontown Plant,245291374,Recipe 36,At,Allow,CT-6910-RDE,CT-6910-RDE,Shake Study,V2875242,No
A124C449-F40,MAT-14039,LOT-51723458,284,LOT-57559766,Created,LY9139127,MRP-115,G2 Commercial,MAT-14039,Should Tablet,Investigational Product,Should Tablet,2025-10-31 23:41:31.403597,OP26,OP48,PCN-27430,PK-938899,And,LAT04,Port Bradley Plant,707933351,Recipe 47,Opportunity,Life,CT-6109-EDZ,CT-6109-EDZ,City Program,V7525981,Yes
37B5CD9F-E09,MAT-22610,LOT-16473868,282,LOT-73505709,In Progress,LY2900019,MRP-108,G1 Clinical,MAT-22610,Us Solution,Ancillary Supply,Us Solution,2025-08-20 00:30:26.129085,OP76,OP73,PCN-52741,PK-823636,Dark,US01,Port Tamarashire Plant,619398524,Recipe 1,Six,Whom,CT-9771-CZL,CT-9771-CZL,Job Trial,V5363440,Yes
99D24A00-746,MAT-30703,LOT-56689918,295,LOT-56689918,In Progress,LY7167969,MRP-124,G2 Commercial,MAT-30703,Cold Injection,Investigational Product,Cold Injection,2025-10-19 17:03:52.632397,OP22,OP96,PCN-71585,PK-593021,Reflect,AP03,Port Lisaberg Plant,958373556,Recipe 30,Tough,Majority,CT-3228-ZKT,CT-3228-ZKT,Both Program,V9312809,Yes
105D5698-13F,MAT-47140,LOT-71950782,39,LOT-99482219,Created,LY6723077,MRP-111,G1 Clinical,MAT-47140,Side Capsule,Comparator,Side Capsule,2025-08-16 03:30:28.506329,OP48,OP19,PCN-75801,PK-981023,At,EU02,Kyleburgh Plant,414776595,Recipe 9,Direction,Throw,CT-8742-ECD,CT-8742-ECD,Compare Study,V9298954,No
4C90F0B2-38C,MAT-56157,LOT-25529234,35,LOT-90900846,Released,LY5066590,MRP-116,G1 Clinical,MAT-56157,Contain Solution,Comparator,Contain Solution,2025-10-11 14:39:20.521925,OP21,OP38,PCN-48946,PK-730168,Figure,LAT04,Johnport Plant,272848029,Recipe 44,Animal,Process,CT-7487-KNX,CT-7487-KNX,Recent Trial,V2173921,No
D12FEB9C-3EF,MAT-66331,LOT-88132342,293,LOT-92214561,Completed,LY8735298,MRP-111,G1 Clinical,MAT-66331,Step Solution,Investigational Product,Step Solution,2025-11-06 04:15:08.863760,OP21,OP54,PCN-29912,PK-511679,Interest,EU02,Jessicaland Plant,685976076,Recipe 50,Produce,Answer,CT-8872-GKR,CT-8872-GKR,Reality Program,V3901125,Yes
703C84BA-54F,MAT-81584,LOT-17051687,176,LOT-89350866,Completed,LY6673318,MRP-136,G2 Commercial,MAT-81584,Set Solution,Comparator,Set Solution,2025-09-23 23:13:14.910700,OP72,OP98,PCN-48068,PK-338130,Interesting,AP03,Port Kim Plant,385577925,Recipe 5,Our,Improve,CT-5806-JWO,CT-5806-JWO,Improve Trial,V3958254,No
6AA14615-5B4,MAT-37872,LOT-60968631,222,LOT-73297905,In Progress,LY7103421,MRP-110,G3 Pilot,MAT-37872,Effort Capsule,Comparator,Effort Capsule,2025-10-01 04:50:10.335282,OP14,OP47,PCN-17684,PK-482961,Important,AP03,Madelineport Plant,470926273,Recipe 6,Chance,Likely,CT-1816-RCG,CT-1816-RCG,And Study,V3131726,Yes
79EDC353-4DF,MAT-96156,LOT-50305764,253,LOT-60226706,Created,LY9832438,MRP-110,G2 Commercial,MAT-96156,Compare Tablet,Ancillary Supply,Compare Tablet,2025-10-03 06:22:30.567405,OP71,OP53,PCN-27806,PK-805308,Much,AP03,Hamiltonview Plant,491125291,Recipe 29,Determine,Allow,CT-9781-BYC,CT-9781-BYC,None Trial,V6603507,Yes
AD35DE4B-215,MAT-93657,LOT-16824774,240,LOT-16824774,Completed,LY8269802,MRP-109,G1 Clinical,MAT-93657,Dog Patch,Investigational Product,Dog Patch,2025-09-10 10:33:26.234310,OP86,OP98,PCN-35671,PK-197538,Head,EU02,Laurenchester Plant,407189159,Recipe 27,Before,Top,CT-6910-RDE,CT-6910-RDE,Shake Study,V4448558,Yes
5BF6AB13-B1D,MAT-98864,LOT-37532398,106,LOT-76547161,Closed,LY2181598,MRP-119,G2 Commercial,MAT-98864,Positive Injection,Ancillary Supply,Positive Injection,2025-09-02 05:06:40.590600,OP86,OP14,PCN-53439,PK-816302,Lead,AP03,Harperbury Plant,743064709,Recipe 8,Whose,End,CT-9781-BYC,CT-9781-BYC,None Trial,V6495156,Yes
820B4015-B5D,MAT-32011,LOT-39007987,29,LOT-39007987,Created,LY5887073,MRP-134,G2 Commercial,MAT-32011,Offer Tablet,Comparator,Offer Tablet,2025-10-13 06:47:17.661484,OP62,OP52,PCN-56350,PK-943377,System,EU02,East Wendyshire Plant,115325262,Recipe 28,Prove,Leave,CT-2004-PSX,CT-2004-PSX,Home Trial,V8810144,No
CC4ACAE6-0A8,MAT-22610,LOT-85311620,73,LOT-16473868,Released,LY8820038,MRP-108,G1 Clinical,MAT-22610,Us Solution,Ancillary Supply,Us Solution,2025-10-29 09:03:22.121569,OP12,OP65,PCN-10461,PK-176720,See,US01,Nicoleton Plant,688888368,Recipe 7,Question,Fill,CT-9771-CZL,CT-9771-CZL,Job Trial,V2527205,No
420B1E11-8DA,MAT-74459,LOT-49095565,93,LOT-21570201,Closed,LY7159029,MRP-114,G3 Pilot,MAT-74459,Memory Solution,Investigational Product,Memory Solution,2025-09-08 13:42:33.679796,OP26,OP83,PCN-80726,PK-936655,My,US01,North Larryview Plant,443386274,Recipe 37,Operation,Might,CT-8015-GMQ,CT-8015-GMQ,Past Trial,V1140188,No
0ACC4422-7D1,MAT-54383,LOT-27778437,225,LOT-27778437,Completed,LY8021426,MRP-108,G1 Clinical,MAT-54383,Agency Injection,Comparator,Agency Injection,2025-08-23 17:51:09.684367,OP55,OP83,PCN-94865,PK-304819,Commercial,AP03,Collinsstad Plant,783842365,Recipe 2,Relate,Member,CT-3636-AVP,CT-3636-AVP,Wear Program,V5722968,No
AED5210F-538,MAT-56157,LOT-90900846,170,LOT-25529234,Created,LY5491604,MRP-116,G3 Pilot,MAT-56157,Contain Solution,Comparator,Contain Solution,2025-11-01 13:31:24.633172,OP74,OP79,PCN-87845,PK-956664,Action,EU02,Blackville Plant,574820478,Recipe 20,Check,Quickly,CT-7487-KNX,CT-7487-KNX,Recent Trial,V8206111,No
F2407184-2CE,MAT-22610,LOT-85311620,65,LOT-16473868,Completed,LY7978609,MRP-108,G2 Commercial,MAT-22610,Us Solution,Ancillary Supply,Us Solution,2025-10-22 13:47:25.366917,OP55,OP20,PCN-93116,PK-742772,Significant,EU02,New Laurenside Plant,988616952,Recipe 21,Probably,Week,CT-9771-CZL,CT-9771-CZL,Job Trial,V3794658,Yes
38951FD6-B03,MAT-40706,LOT-30151730,226,LOT-30151730,Completed,LY4746643,MRP-103,G1 Clinical,MAT-40706,Keep Capsule,Investigational Product,Keep Capsule,2025-11-02 10:47:13.639266,OP24,OP47,PCN-85508,PK-353296,Professor,AP03,New Christopherbury Plant,128254290,Recipe 49,Rest,Production,CT-3395-UCM,CT-3395-UCM,Majority Trial,V9832417,No
96B625BB-687,MAT-52579,LOT-91103841,154,LOT-20749320,Completed,LY2141897,MRP-109,G2 Commercial,MAT-52579,Cell Tablet,Comparator,Cell Tablet,2025-09-09 20:28:34.258013,OP67,OP27,PCN-44069,PK-897296,Thank,US01,New Christinabury Plant,966627767,Recipe 40,Too,Pick,CT-6551-IBW,CT-6551-IBW,Camera Trial,V5483138,No
