trial_alias,lpn,location_id,class,lot_number,item_number,description,expiration_date,sap_plant,sap_destroy_after_dt,actual_qty,warehouse_id,warehouse_name,warehouse_country
CT-3395-UCM,LPN3494484681,LOC-74429,Ambient,LOT-52789053,MAT-82814,Reduce Solution,2026-04-29,EU02,2026-06-28,17,WH-229,Hernandezborough Logistics Center,Comoros
CT-3395-UCM,LPN2253736821,LOC-50481,Ambient,LOT-52789053,MAT-82814,Reduce Solution,2026-04-29,US01,2026-06-28,20,WH-727,South Lance Logistics Center,Bhutan
CT-3395-UCM,LPN2287570179,LOC-54307,Frozen,LOT-52789053,MAT-82814,Reduce Solution,2026-04-29,EU02,2026-06-28,23,WH-860,South Jennifer Logistics Center,Malawi
CT-1816-RCG,LPN5242539109,LOC-89650,Cold Chain,LOT-19895402,MAT-55297,New Solution,2026-05-19,US01,2026-07-18,42,WH-757,Braunberg Logistics Center,Nepal
CT-1816-RCG,LPN6331957124,LOC-57334,Ambient,LOT-19895402,MAT-55297,New Solution,2026-05-19,LAT04,2026-07-18,34,WH-509,North Johnburgh Logistics Center,Saudi Arabia
CT-1816-RCG,LPN8825296113,LOC-88609,Cold Chain,LOT-19895402,MAT-55297,New Solution,2026-05-19,EU02,2026-07-18,40,WH-846,Greenefort Logistics Center,Indonesia
CT-1816-RCG,LPN1392849311,LOC-57860,Ambient,LOT-19895402,MAT-55297,New Solution,2026-05-19,LAT04,2026-07-18,12,WH-675,North Cameronchester Logistics Center,Holy See (Vatican City State)
CT-1816-RCG,LPN4435492289,LOC-37129,Frozen,LOT-60968631,MAT-37872,Effort Capsule,2026-10-17,EU02,2026-12-16,9,WH-554,Turnerview Logistics Center,Guam
CT-1816-RCG,LPN4345102830,LOC-62890,Cold Chain,LOT-60968631,MAT-37872,Effort Capsule,2026-10-17,LAT04,2026-12-16,50,WH-860,South Jennifer Logistics Center,Malawi
CT-7484-BIH,LPN7825021431,LOC-13816,Ambient,LOT-26012891,MAT-66257,Hundred Solution,2026-02-19,EU02,2026-04-20,4,WH-694,Irwinmouth Logistics Center,Kiribati
CT-1696-SCY,LPN5850985812,LOC-80413,Cold Chain,LOT-44491067,MAT-78401,Expect Tablet,2028-06-07,AP03,2028-08-06,23,WH-694,Irwinmouth Logistics Center,Kiribati
CT-1696-SCY,LPN6434308045,LOC-81925,Ambient,LOT-44491067,MAT-78401,Expect Tablet,2028-06-07,EU02,2028-08-06,11,WH-860,South Jennifer Logistics Center,Malawi
CT-7484-BIH,LPN9811064761,LOC-90283,Cold Chain,LOT-16159838,MAT-66257,Hundred Solution,2025-09-01,LAT04,2025-10-31,3,WH-657,South Conniebury Logistics Center,Guadeloupe
CT-7484-BIH,LPN5394754198,LOC-62422,Ambient,LOT-16159838,MAT-66257,Hundred Solution,2025-09-01,EU02,2025-10-31,35,WH-736,Jordanmouth Logistics Center,Swaziland
CT-9771-CZL,LPN4481063983,LOC-28581,Cold Chain,LOT-16473868,MAT-22610,Us Solution,2027-01-28,LAT04,2027-03-29,32,WH-545,Port Charlene Logistics Center,Argentina
CT-9771-CZL,LPN2808336344,LOC-88341,Ambient,LOT-16473868,MAT-22610,Us Solution,2027-01-28,EU02,2027-03-29,15,WH-736,Jordanmouth Logistics Center,Swaziland
CT-9771-CZL,LPN6712525439,LOC-79348,Frozen,LOT-16473868,MAT-22610,Us Solution,2027-01-28,US01,2027-03-29,46,WH-846,Greenefort Logistics Center,Indonesia
CT-9771-CZL,LPN6211422124,LOC-53743,Cold Chain,LOT-16473868,MAT-22610,Us Solution,2027-01-28,AP03,2027-03-29,34,WH-208,Allenstad Logistics Center,Papua New Guinea
CT-8015-GMQ,LPN7688298853,LOC-42905,Ambient,LOT-21570201,MAT-74459,Memory Solution,2026-12-22,LAT04,2027-02-20,39,WH-745,Carterton Logistics Center,Zambia
CT-8015-GMQ,LPN5469696205,LOC-99448,Cold Chain,LOT-21570201,MAT-74459,Memory Solution,2026-12-22,AP03,2027-02-20,2,WH-483,Lake Taratown Logistics Center,British Virgin Islands
CT-5014-EEP,LPN6416331757,LOC-43681,Cold Chain,LOT-29384973,MAT-53554,They Capsule,2027-05-26,AP03,2027-07-25,27,WH-331,Margaretville Logistics Center,Belgium
CT-5014-EEP,LPN5175589262,LOC-53204,Ambient,LOT-29384973,MAT-53554,They Capsule,2027-05-26,AP03,2027-07-25,50,WH-229,Hernandezborough Logistics Center,Comoros
CT-1696-SCY,LPN6229979051,LOC-33765,Frozen,LOT-48273549,MAT-14115,Property Tablet,2025-03-04,AP03,2025-05-03,42,WH-378,Freemanmouth Logistics Center,Canada
CT-1696-SCY,LPN2272422196,LOC-15029,Ambient,LOT-48273549,MAT-14115,Property Tablet,2025-03-04,LAT04,2025-05-03,31,WH-509,North Johnburgh Logistics Center,Saudi Arabia
CT-1696-SCY,LPN7643813348,LOC-64121,Cold Chain,LOT-48273549,MAT-14115,Property Tablet,2025-03-04,US01,2025-05-03,50,WH-208,Allenstad Logistics Center,Papua New Guinea
CT-3230-HFO,LPN3922553005,LOC-57187,Ambient,LOT-28229614,MAT-68176,Treat Tablet,2026-12-14,LAT04,2027-02-12,13,WH-736,Jordanmouth Logistics Center,Swaziland
CT-3230-HFO,LPN8568315987,LOC-33741,Frozen,LOT-28229614,MAT-68176,Treat Tablet,2026-12-14,US01,2027-02-12,25,WH-414,Sullivanview Logistics Center,Kazakhstan
CT-3230-HFO,LPN4726634635,LOC-73596,Frozen,LOT-28229614,MAT-68176,Treat Tablet,2026-12-14,EU02,2027-02-12,23,WH-932,New David Logistics Center,Italy
CT-3230-HFO,LPN6106411012,LOC-16689,Cold Chain,LOT-28229614,MAT-68176,Treat Tablet,2026-12-14,LAT04,2027-02-12,10,WH-545,Port Charlene Logistics Center,Argentina
CT-2004-PSX,LPN7256575678,LOC-22266,Ambient,LOT-39555641,MAT-32011,Offer Tablet,2027-05-20,LAT04,2027-07-19,8,WH-294,Coreyshire Logistics Center,Saint Kitts and Nevis
CT-2004-PSX,LPN5187903382,LOC-44814,Cold Chain,LOT-39555641,MAT-32011,Offer Tablet,2027-05-20,AP03,2027-07-19,41,WH-735,Carterbury Logistics Center,Finland
CT-2004-PSX,LPN6070966958,LOC-76122,Cold Chain,LOT-39555641,MAT-32011,Offer Tablet,2027-05-20,US01,2027-07-19,5,WH-545,Port Charlene Logistics Center,Argentina
CT-2004-PSX,LPN3228958915,LOC-53206,Cold Chain,LOT-39555641,MAT-32011,Offer Tablet,2027-05-20,LAT04,2027-07-19,11,WH-736,Jordanmouth Logistics Center,Swaziland
CT-5014-EEP,LPN6774219868,LOC-17578,Cold Chain,LOT-29384973,MAT-53554,They Capsule,2027-05-26,US01,2027-07-25,14,WH-785,New Laura Logistics Center,Czech Republic
CT-5014-EEP,LPN7186398787,LOC-24350,Ambient,LOT-29384973,MAT-53554,They Capsule,2027-05-26,US01,2027-07-25,43,WH-735,Carterbury Logistics Center,Finland
CT-5014-EEP,LPN2147735031,LOC-14136,Frozen,LOT-29384973,MAT-53554,They Capsule,2027-05-26,US01,2027-07-25,26,WH-375,South Nathanmouth Logistics Center,Greece
CT-5014-EEP,LPN6104824485,LOC-34587,Frozen,LOT-29384973,MAT-53554,They Capsule,2027-05-26,EU02,2027-07-25,43,WH-699,Smithshire Logistics Center,Austria
CT-8970-PLO,LPN6192265572,LOC-13408,Ambient,LOT-74101873,MAT-82398,Range Solution,2025-10-17,EU02,2025-12-16,8,WH-932,New David Logistics Center,Italy
CT-8970-PLO,LPN5710059653,LOC-51559,Cold Chain,LOT-74101873,MAT-82398,Range Solution,2025-10-17,EU02,2025-12-16,26,WH-864,Port Tiffany Logistics Center,Albania
CT-8970-PLO,LPN6594768085,LOC-89949,Frozen,LOT-74101873,MAT-82398,Range Solution,2025-10-17,US01,2025-12-16,14,WH-694,Irwinmouth Logistics Center,Kiribati
CT-4229-AWU,LPN8402896865,LOC-57755,Cold Chain,LOT-81143076,MAT-30745,Indicate Patch,2027-03-08,AP03,2027-05-07,16,WH-453,East Katrina Logistics Center,Bahamas
CT-5014-EEP,LPN5506293374,LOC-17911,Frozen,LOT-27607761,MAT-39627,Fund Tablet,2026-08-18,AP03,2026-10-17,1,WH-229,Hernandezborough Logistics Center,Comoros
CT-7487-KNX,LPN5055606316,LOC-35811,Frozen,LOT-75893896,MAT-18458,Reason Tablet,2025-12-12,US01,2026-02-10,29,WH-405,North Christophertown Logistics Center,Cote d'Ivoire
CT-3228-ZKT,LPN1781086310,LOC-26594,Ambient,LOT-24674076,MAT-18409,Commercial Tablet,2025-05-05,EU02,2025-07-04,13,WH-864,Port Tiffany Logistics Center,Albania
CT-3228-ZKT,LPN1136466507,LOC-71984,Cold Chain,LOT-24674076,MAT-18409,Commercial Tablet,2025-05-05,EU02,2025-07-04,27,WH-545,Port Charlene Logistics Center,Argentina
CT-3228-ZKT,LPN1571730854,LOC-89940,Frozen,LOT-24674076,MAT-18409,Commercial Tablet,2025-05-05,LAT04,2025-07-04,44,WH-499,Russellhaven Logistics Center,Lesotho
CT-8742-ECD,LPN5229119922,LOC-95200,Ambient,LOT-94846184,MAT-47254,Article Tablet,2026-06-19,LAT04,2026-08-18,41,WH-970,West Meghanmouth Logistics Center,Turkmenistan
CT-8742-ECD,LPN8358895747,LOC-89882,Cold Chain,LOT-94846184,MAT-47254,Article Tablet,2026-06-19,US01,2026-08-18,33,WH-229,Hernandezborough Logistics Center,Comoros
CT-8742-ECD,LPN9775940121,LOC-21201,Ambient,LOT-94846184,MAT-47254,Article Tablet,2026-06-19,AP03,2026-08-18,39,WH-705,New Thomas Logistics Center,Taiwan
CT-8742-ECD,LPN2910931990,LOC-31282,Ambient,LOT-94846184,MAT-47254,Article Tablet,2026-06-19,AP03,2026-08-18,23,WH-657,South Conniebury Logistics Center,Guadeloupe
CT-9771-CZL,LPN6717774303,LOC-35858,Ambient,LOT-29648706,MAT-93544,Player Solution,2026-06-22,US01,2026-08-21,36,WH-694,Irwinmouth Logistics Center,Kiribati
CT-9771-CZL,LPN3934478065,LOC-70359,Frozen,LOT-29648706,MAT-93544,Player Solution,2026-06-22,US01,2026-08-21,13,WH-509,North Johnburgh Logistics Center,Saudi Arabia
CT-4229-AWU,LPN8153063101,LOC-36053,Frozen,LOT-66136964,MAT-40089,Pull Patch,2026-11-16,AP03,2027-01-15,24,WH-785,New Laura Logistics Center,Czech Republic
CT-8742-ECD,LPN2980343366,LOC-40155,Frozen,LOT-61778837,MAT-15875,Happy Solution,2025-11-20,AP03,2026-01-19,13,WH-921,Lake Jonathan Logistics Center,Togo
CT-8742-ECD,LPN2137102815,LOC-95414,Cold Chain,LOT-61778837,MAT-15875,Happy Solution,2025-11-20,AP03,2026-01-19,46,WH-294,Coreyshire Logistics Center,Saint Kitts and Nevis
CT-8742-ECD,LPN3306363375,LOC-81756,Ambient,LOT-61778837,MAT-15875,Happy Solution,2025-11-20,LAT04,2026-01-19,13,WH-675,North Cameronchester Logistics Center,Holy See (Vatican City State)
CT-1816-RCG,LPN6424667853,LOC-20175,Ambient,LOT-36343625,MAT-55297,New Solution,2025-10-11,AP03,2025-12-10,12,WH-864,Jonesville Logistics Center,Mali
CT-1816-RCG,LPN3634683936,LOC-42881,Frozen,LOT-36343625,MAT-55297,New Solution,2025-10-11,AP03,2025-12-10,28,WH-737,Tracyberg Logistics Center,Kenya
CT-1816-RCG,LPN2987852826,LOC-93258,Ambient,LOT-60968631,MAT-37872,Effort Capsule,2026-10-17,EU02,2026-12-16,33,WH-736,Jordanmouth Logistics Center,Swaziland
CT-1816-RCG,LPN6882815529,LOC-40715,Cold Chain,LOT-60968631,MAT-37872,Effort Capsule,2026-10-17,LAT04,2026-12-16,3,WH-264,South Christopher Logistics Center,Afghanistan
CT-1816-RCG,LPN6677012444,LOC-77435,Cold Chain,LOT-60968631,MAT-37872,Effort Capsule,2026-10-17,LAT04,2026-12-16,42,WH-785,New Laura Logistics Center,Czech Republic
CT-1816-RCG,LPN2841679457,LOC-47116,Frozen,LOT-60968631,MAT-37872,Effort Capsule,2026-10-17,AP03,2026-12-16,20,WH-483,Lake Taratown Logistics Center,British Virgin Islands
CT-8742-ECD,LPN4168954756,LOC-68342,Frozen,LOT-48781281,MAT-16848,Blue Patch,2025-05-21,EU02,2025-07-20,18,WH-657,South Conniebury Logistics Center,Guadeloupe
CT-8742-ECD,LPN5663829440,LOC-57895,Frozen,LOT-48781281,MAT-16848,Blue Patch,2025-05-21,AP03,2025-07-20,9,WH-521,Christopherfurt Logistics Center,Gibraltar
CT-1816-RCG,LPN2869430577,LOC-73458,Ambient,LOT-73297905,MAT-37872,Effort Capsule,2027-10-04,AP03,2027-12-03,50,WH-208,Allenstad Logistics Center,Papua New Guinea
CT-1816-RCG,LPN8670920032,LOC-57670,Cold Chain,LOT-73297905,MAT-37872,Effort Capsule,2027-10-04,EU02,2027-12-03,23,WH-745,Carterton Logistics Center,Zambia
CT-1816-RCG,LPN2639928046,LOC-75837,Ambient,LOT-73297905,MAT-37872,Effort Capsule,2027-10-04,LAT04,2027-12-03,17,WH-860,South Jennifer Logistics Center,Malawi
CT-1816-RCG,LPN7141122815,LOC-31248,Frozen,LOT-73297905,MAT-37872,Effort Capsule,2027-10-04,AP03,2027-12-03,4,WH-641,Meyerview Logistics Center,Russian Federation
CT-1816-RCG,LPN9006020864,LOC-73647,Frozen,LOT-73297905,MAT-37872,Effort Capsule,2027-10-04,US01,2027-12-03,34,WH-657,South Conniebury Logistics Center,Guadeloupe
CT-1816-RCG,LPN4614764814,LOC-45478,Frozen,LOT-73297905,MAT-37872,Effort Capsule,2027-10-04,US01,2027-12-03,16,WH-737,Tracyberg Logistics Center,Kenya
CT-1816-RCG,LPN6192631184,LOC-58493,Ambient,LOT-73297905,MAT-37872,Effort Capsule,2027-10-04,LAT04,2027-12-03,37,WH-657,South Conniebury Logistics Center,Guadeloupe
CT-5806-JWO,LPN1821724778,LOC-72702,Cold Chain,LOT-91428756,MAT-42350,Figure Capsule,2027-12-20,AP03,2028-02-18,23,WH-483,Lake Taratown Logistics Center,British Virgin Islands
CT-5806-JWO,LPN2408519341,LOC-12953,Ambient,LOT-91428756,MAT-42350,Figure Capsule,2027-12-20,AP03,2028-02-18,21,WH-970,West Meghanmouth Logistics Center,Turkmenistan
CT-5806-JWO,LPN9919263152,LOC-40089,Cold Chain,LOT-91428756,MAT-42350,Figure Capsule,2027-12-20,EU02,2028-02-18,25,WH-699,Smithshire Logistics Center,Austria
CT-5806-JWO,LPN3393805753,LOC-78585,Frozen,LOT-91428756,MAT-42350,Figure Capsule,2027-12-20,LAT04,2028-02-18,13,WH-641,Meyerview Logistics Center,Russian Federation
CT-6592-IDY,LPN3759632599,LOC-72639,Ambient,LOT-19994803,MAT-17085,Myself Capsule,2027-03-23,LAT04,2027-05-22,24,WH-816,Georgeview Logistics Center,United States of America
CT-6592-IDY,LPN7241918818,LOC-60677,Cold Chain,LOT-19994803,MAT-17085,Myself Capsule,2027-03-23,US01,2027-05-22,11,WH-245,Whitneybury Logistics Center,Palau
CT-6592-IDY,LPN2273018358,LOC-42422,Cold Chain,LOT-19994803,MAT-17085,Myself Capsule,2027-03-23,EU02,2027-05-22,40,WH-725,Wolfport Logistics Center,Sao Tome and Principe
CT-6592-IDY,LPN5475057545,LOC-13017,Frozen,LOT-19994803,MAT-17085,Myself Capsule,2027-03-23,US01,2027-05-22,25,WH-727,South Lance Logistics Center,Bhutan
CT-3395-UCM,LPN7525134332,LOC-72321,Ambient,LOT-16679340,MAT-82814,Reduce Solution,2027-01-15,LAT04,2027-03-16,25,WH-705,New Thomas Logistics Center,Taiwan
CT-9781-BYC,LPN8943960998,LOC-88389,Ambient,LOT-37532398,MAT-98864,Positive Injection,2026-09-16,LAT04,2026-11-15,50,WH-736,Jordanmouth Logistics Center,Swaziland
CT-9781-BYC,LPN7762821675,LOC-91025,Ambient,LOT-37532398,MAT-98864,Positive Injection,2026-09-16,EU02,2026-11-15,33,WH-294,Coreyshire Logistics Center,Saint Kitts and Nevis
CT-9781-BYC,LPN3126878880,LOC-44300,Cold Chain,LOT-37532398,MAT-98864,Positive Injection,2026-09-16,AP03,2026-11-15,1,WH-856,New Amymouth Logistics Center,Qatar
CT-9781-BYC,LPN9445334190,LOC-36555,Ambient,LOT-37532398,MAT-98864,Positive Injection,2026-09-16,LAT04,2026-11-15,43,WH-264,South Christopher Logistics Center,Afghanistan
CT-6109-EDZ,LPN3158383739,LOC-62192,Cold Chain,LOT-70811881,MAT-86168,Run Solution,2026-09-05,LAT04,2026-11-04,5,WH-834,East Hollyport Logistics Center,Mongolia
CT-1816-RCG,LPN9082564829,LOC-59301,Cold Chain,LOT-19895402,MAT-55297,New Solution,2026-05-19,US01,2026-07-18,7,WH-370,Jonesshire Logistics Center,Tokelau
CT-1816-RCG,LPN4781137121,LOC-14331,Frozen,LOT-19895402,MAT-55297,New Solution,2026-05-19,US01,2026-07-18,47,WH-378,Freemanmouth Logistics Center,Canada
CT-1816-RCG,LPN9809327008,LOC-23042,Ambient,LOT-19895402,MAT-55297,New Solution,2026-05-19,LAT04,2026-07-18,45,WH-208,Allenstad Logistics Center,Papua New Guinea
CT-1816-RCG,LPN8729060725,LOC-25904,Frozen,LOT-19895402,MAT-55297,New Solution,2026-05-19,LAT04,2026-07-18,40,WH-264,South Christopher Logistics Center,Afghanistan
CT-9831-IEW,LPN3115643734,LOC-19694,Cold Chain,LOT-72460791,MAT-16627,Receive Patch,2026-08-09,EU02,2026-10-08,40,WH-229,Hernandezborough Logistics Center,Comoros
CT-9831-IEW,LPN2075960210,LOC-50937,Ambient,LOT-72460791,MAT-16627,Receive Patch,2026-08-09,AP03,2026-10-08,47,WH-816,Georgeview Logistics Center,United States of America
CT-9831-IEW,LPN9977140053,LOC-83879,Ambient,LOT-46257312,MAT-49651,High Injection,2027-11-30,EU02,2028-01-29,5,WH-864,Port Tiffany Logistics Center,Albania
CT-9831-IEW,LPN5634463084,LOC-61368,Ambient,LOT-46257312,MAT-49651,High Injection,2027-11-30,US01,2028-01-29,41,WH-208,Allenstad Logistics Center,Papua New Guinea
CT-9831-IEW,LPN8620495527,LOC-44903,Ambient,LOT-46257312,MAT-49651,High Injection,2027-11-30,AP03,2028-01-29,30,WH-932,New David Logistics Center,Italy
CT-3230-HFO,LPN1245989420,LOC-65552,Ambient,LOT-65730343,MAT-54713,Free Solution,2026-08-19,AP03,2026-10-18,34,WH-712,Ortizfort Logistics Center,American Samoa
CT-3230-HFO,LPN5076392997,LOC-26051,Frozen,LOT-65730343,MAT-54713,Free Solution,2026-08-19,AP03,2026-10-18,4,WH-208,Allenstad Logistics Center,Papua New Guinea
CT-8872-GKR,LPN8019696416,LOC-88568,Frozen,LOT-24028484,MAT-23246,Type Injection,2026-03-16,LAT04,2026-05-15,42,WH-509,North Johnburgh Logistics Center,Saudi Arabia
CT-8872-GKR,LPN4619520462,LOC-53078,Cold Chain,LOT-24028484,MAT-23246,Type Injection,2026-03-16,AP03,2026-05-15,49,WH-208,Allenstad Logistics Center,Papua New Guinea
CT-8872-GKR,LPN6749475692,LOC-33296,Cold Chain,LOT-24028484,MAT-23246,Type Injection,2026-03-16,US01,2026-05-15,5,WH-856,New Amymouth Logistics Center,Qatar
CT-8872-GKR,LPN7597974035,LOC-66106,Cold Chain,LOT-24028484,MAT-23246,Type Injection,2026-03-16,US01,2026-05-15,37,WH-745,Carterton Logistics Center,Zambia
CT-9831-IEW,LPN2679190682,LOC-66095,Cold Chain,LOT-82476241,MAT-16078,Stock Patch,2025-06-26,EU02,2025-08-25,8,WH-236,Timstad Logistics Center,Korea
CT-8742-ECD,LPN3836411134,LOC-26355,Ambient,LOT-45571743,MAT-16848,Blue Patch,2025-05-24,EU02,2025-07-23,43,WH-842,West Tonya Logistics Center,Palestinian Territory
CT-8742-ECD,LPN3438042169,LOC-49724,Ambient,LOT-45571743,MAT-16848,Blue Patch,2025-05-24,EU02,2025-07-23,32,WH-737,Tracyberg Logistics Center,Kenya
CT-8742-ECD,LPN2524238136,LOC-28766,Cold Chain,LOT-45571743,MAT-16848,Blue Patch,2025-05-24,AP03,2025-07-23,34,WH-406,Meganchester Logistics Center,Angola
CT-4229-AWU,LPN2482732188,LOC-33898,Frozen,LOT-12068529,MAT-47986,Experience Tablet,2025-11-10,EU02,2026-01-09,37,WH-331,Margaretville Logistics Center,Belgium
CT-5806-JWO,LPN5151319956,LOC-94519,Frozen,LOT-62532897,MAT-81584,Set Solution,2027-05-10,AP03,2027-07-09,14,WH-643,East Dianeland Logistics Center,Malaysia
CT-5806-JWO,LPN5149776554,LOC-87342,Ambient,LOT-62532897,MAT-81584,Set Solution,2027-05-10,LAT04,2027-07-09,3,WH-712,Ortizfort Logistics Center,American Samoa
CT-5806-JWO,LPN8680595599,LOC-86839,Ambient,LOT-62532897,MAT-81584,Set Solution,2027-05-10,AP03,2027-07-09,37,WH-779,Derekville Logistics Center,Portugal
CT-5806-JWO,LPN6916881745,LOC-57130,Frozen,LOT-62532897,MAT-81584,Set Solution,2027-05-10,AP03,2027-07-09,28,WH-554,Turnerview Logistics Center,Guam
CT-8742-ECD,LPN2173843268,LOC-77347,Cold Chain,LOT-94846184,MAT-47254,Article Tablet,2026-06-19,LAT04,2026-08-18,32,WH-725,Wolfport Logistics Center,Sao Tome and Principe
CT-2004-PSX,LPN9347816813,LOC-84935,Frozen,LOT-51070012,MAT-97442,Common Patch,2025-12-01,LAT04,2026-01-30,45,WH-694,Irwinmouth Logistics Center,Kiribati
CT-2004-PSX,LPN4947425295,LOC-35277,Cold Chain,LOT-51070012,MAT-97442,Common Patch,2025-12-01,AP03,2026-01-30,35,WH-816,Georgeview Logistics Center,United States of America
CT-3472-PNG,LPN5056858814,LOC-87949,Ambient,LOT-21437748,MAT-84153,Floor Patch,2026-06-27,US01,2026-08-26,33,WH-405,North Christophertown Logistics Center,Cote d'Ivoire
CT-3472-PNG,LPN5725934247,LOC-60143,Cold Chain,LOT-21437748,MAT-84153,Floor Patch,2026-06-27,EU02,2026-08-26,38,WH-725,Wolfport Logistics Center,Sao Tome and Principe
CT-3472-PNG,LPN6293879448,LOC-36430,Ambient,LOT-21437748,MAT-84153,Floor Patch,2026-06-27,LAT04,2026-08-26,25,WH-264,South Christopher Logistics Center,Afghanistan
CT-3472-PNG,LPN8144523072,LOC-13507,Cold Chain,LOT-21437748,MAT-84153,Floor Patch,2026-06-27,AP03,2026-08-26,50,WH-509,North Johnburgh Logistics Center,Saudi Arabia
CT-8970-PLO,LPN8487386323,LOC-48141,Frozen,LOT-14354504,MAT-86920,Various Solution,2025-07-25,EU02,2025-09-23,42,WH-727,South Lance Logistics Center,Bhutan
CT-8970-PLO,LPN6747093907,LOC-31294,Cold Chain,LOT-14354504,MAT-86920,Various Solution,2025-07-25,AP03,2025-09-23,34,WH-499,Russellhaven Logistics Center,Lesotho
CT-8970-PLO,LPN5725825857,LOC-22460,Ambient,LOT-14354504,MAT-86920,Various Solution,2025-07-25,LAT04,2025-09-23,16,WH-737,Tracyberg Logistics Center,Kenya
CT-8970-PLO,LPN8676378702,LOC-22799,Frozen,LOT-14354504,MAT-86920,Various Solution,2025-07-25,AP03,2025-09-23,6,WH-864,Jonesville Logistics Center,Mali
CT-9831-IEW,LPN3726308842,LOC-28241,Cold Chain,LOT-26376337,MAT-33775,Something Patch,2026-09-04,US01,2026-11-03,35,WH-378,Freemanmouth Logistics Center,Canada
CT-9831-IEW,LPN7663714363,LOC-27347,Frozen,LOT-26376337,MAT-33775,Something Patch,2026-09-04,AP03,2026-11-03,44,WH-785,New Laura Logistics Center,Czech Republic
CT-9831-IEW,LPN4866668089,LOC-66543,Ambient,LOT-26376337,MAT-33775,Something Patch,2026-09-04,AP03,2026-11-03,24,WH-361,East Matthewton Logistics Center,Central African Republic
CT-3228-ZKT,LPN6726020238,LOC-21151,Ambient,LOT-60873216,MAT-18409,Commercial Tablet,2025-12-23,EU02,2026-02-21,3,WH-736,Jordanmouth Logistics Center,Swaziland
CT-8015-GMQ,LPN5775821785,LOC-49780,Cold Chain,LOT-92879466,MAT-91309,Simply Injection,2027-09-05,AP03,2027-11-04,4,WH-405,North Christophertown Logistics Center,Cote d'Ivoire
CT-8015-GMQ,LPN8141537570,LOC-44943,Frozen,LOT-92879466,MAT-91309,Simply Injection,2027-09-05,LAT04,2027-11-04,38,WH-236,Timstad Logistics Center,Korea
CT-8015-GMQ,LPN5883673650,LOC-59170,Frozen,LOT-92879466,MAT-91309,Simply Injection,2027-09-05,LAT04,2027-11-04,50,WH-727,South Lance Logistics Center,Bhutan
CT-3230-HFO,LPN1689922184,LOC-25910,Frozen,LOT-10539218,MAT-73628,Health Solution,2028-01-17,AP03,2028-03-17,5,WH-694,Irwinmouth Logistics Center,Kiribati
CT-3395-UCM,LPN2630518195,LOC-57424,Cold Chain,LOT-62567327,MAT-82814,Reduce Solution,2026-09-17,EU02,2026-11-16,3,WH-785,New Laura Logistics Center,Czech Republic
CT-3395-UCM,LPN6641542539,LOC-35835,Ambient,LOT-62567327,MAT-82814,Reduce Solution,2026-09-17,EU02,2026-11-16,32,WH-694,Irwinmouth Logistics Center,Kiribati
CT-3395-UCM,LPN7418080000,LOC-57095,Frozen,LOT-62567327,MAT-82814,Reduce Solution,2026-09-17,EU02,2026-11-16,5,WH-779,Derekville Logistics Center,Portugal
CT-3395-UCM,LPN9923155476,LOC-18408,Ambient,LOT-62567327,MAT-82814,Reduce Solution,2026-09-17,AP03,2026-11-16,12,WH-483,Lake Taratown Logistics Center,British Virgin Islands
CT-5014-EEP,LPN5780371876,LOC-60200,Ambient,LOT-29384973,MAT-53554,They Capsule,2027-05-26,LAT04,2027-07-25,15,WH-545,Port Charlene Logistics Center,Argentina
CT-5014-EEP,LPN1783979075,LOC-48497,Cold Chain,LOT-29384973,MAT-53554,They Capsule,2027-05-26,US01,2027-07-25,33,WH-483,Lake Taratown Logistics Center,British Virgin Islands
CT-5014-EEP,LPN3413054339,LOC-35230,Cold Chain,LOT-29384973,MAT-53554,They Capsule,2027-05-26,EU02,2027-07-25,46,WH-499,Russellhaven Logistics Center,Lesotho
CT-5806-JWO,LPN5704102818,LOC-21611,Cold Chain,LOT-62532897,MAT-81584,Set Solution,2027-05-10,AP03,2027-07-09,15,WH-258,Meyersmouth Logistics Center,Grenada
CT-5806-JWO,LPN1250944813,LOC-32309,Cold Chain,LOT-62532897,MAT-81584,Set Solution,2027-05-10,US01,2027-07-09,4,WH-970,West Meghanmouth Logistics Center,Turkmenistan
CT-1696-SCY,LPN5764686273,LOC-77455,Frozen,LOT-46656333,MAT-78401,Expect Tablet,2026-12-03,EU02,2027-02-01,41,WH-208,Allenstad Logistics Center,Papua New Guinea
CT-7487-KNX,LPN4680889005,LOC-89466,Ambient,LOT-59884250,MAT-18458,Reason Tablet,2026-03-21,AP03,2026-05-20,37,WH-378,Freemanmouth Logistics Center,Canada
CT-7487-KNX,LPN9541266206,LOC-70163,Ambient,LOT-59884250,MAT-18458,Reason Tablet,2026-03-21,EU02,2026-05-20,30,WH-860,South Jennifer Logistics Center,Malawi
CT-7487-KNX,LPN5078142332,LOC-29346,Frozen,LOT-59884250,MAT-18458,Reason Tablet,2026-03-21,AP03,2026-05-20,41,WH-236,Timstad Logistics Center,Korea
CT-7487-KNX,LPN2139897834,LOC-49425,Cold Chain,LOT-59884250,MAT-18458,Reason Tablet,2026-03-21,LAT04,2026-05-20,15,WH-331,Margaretville Logistics Center,Belgium
CT-1696-SCY,LPN6470464666,LOC-58288,Frozen,LOT-44491067,MAT-78401,Expect Tablet,2028-06-07,US01,2028-08-06,17,WH-294,Coreyshire Logistics Center,Saint Kitts and Nevis
