trial_alias,order_num,operation_num,operation_description,plant_id,actual_end_date,planned_end_date,days_off,flag_delete
CT-8015-GMQ,6BBDED17-78C,001,Preparation,US01,2024-12-21,2024-12-21,-2,No
CT-8015-GMQ,6BBDED17-78C,002,Assembly,US01,2024-12-22,2024-12-18,5,No
CT-8015-GMQ,6BBDED17-78C,003,Release,US01,2024-12-20,2024-12-19,4,No
CT-9781-BYC,D1C0BAB1-86B,001,Preparation,EU02,2025-07-18,2025-07-08,4,Yes
CT-9781-BYC,D1C0BAB1-86B,002,Assembly,EU02,2025-07-18,2025-07-05,0,Yes
CT-9781-BYC,D1C0BAB1-86B,003,Release,EU02,2025-07-23,2025-07-12,-5,Yes
CT-1696-SCY,7E8BFE7E-71C,001,Preparation,US01,2025-03-11,2025-03-09,-4,No
CT-1696-SCY,7E8BFE7E-71C,002,Assembly,US01,2025-03-04,2025-02-23,-4,No
CT-1696-SCY,7E8BFE7E-71C,003,Release,US01,2025-03-12,2025-03-03,-3,No
CT-7484-BIH,C8C1DDA2-376,001,Preparation,EU02,2025-07-11,2025-06-26,4,No
CT-7484-BIH,C8C1DDA2-376,002,Assembly,EU02,2025-07-10,2025-07-04,0,Yes
CT-7484-BIH,C8C1DDA2-376,003,Release,EU02,2025-07-06,2025-06-30,1,No
CT-9831-IEW,F038C3DD-DF4,001,Preparation,LAT04,2024-12-18,2024-12-17,1,Yes
CT-9831-IEW,F038C3DD-DF4,002,Assembly,LAT04,2024-12-16,2024-12-09,-4,No
CT-9831-IEW,F038C3DD-DF4,003,Release,LAT04,2024-12-17,2024-12-15,-2,Yes
CT-2004-PSX,86905D6E-07A,001,Preparation,EU02,2025-05-08,2025-05-09,-2,Yes
CT-2004-PSX,86905D6E-07A,002,Assembly,EU02,2025-05-10,2025-05-14,5,Yes
CT-2004-PSX,86905D6E-07A,003,Release,EU02,2025-05-10,2025-05-08,5,No
CT-6910-RDE,974CD620-D0E,001,Preparation,US01,2025-11-02,2025-10-28,-5,No
CT-6910-RDE,974CD620-D0E,002,Assembly,US01,2025-11-04,2025-10-28,-1,Yes
CT-6910-RDE,974CD620-D0E,003,Release,US01,2025-11-06,2025-11-04,2,Yes
CT-6109-EDZ,A124C449-F40,001,Preparation,EU02,2025-07-27,2025-07-21,2,Yes
CT-6109-EDZ,A124C449-F40,002,Assembly,EU02,2025-07-26,2025-07-15,-4,Yes
CT-6109-EDZ,A124C449-F40,003,Release,EU02,2025-07-19,2025-07-20,3,Yes
CT-9771-CZL,37B5CD9F-E09,001,Preparation,LAT04,2025-05-05,2025-04-25,0,Yes
CT-9771-CZL,37B5CD9F-E09,002,Assembly,LAT04,2025-04-30,2025-04-22,1,No
CT-9771-CZL,37B5CD9F-E09,003,Release,LAT04,2025-05-03,2025-05-01,0,Yes
CT-3228-ZKT,99D24A00-746,001,Preparation,AP03,2025-06-19,2025-06-08,-4,Yes
CT-3228-ZKT,99D24A00-746,002,Assembly,AP03,2025-06-20,2025-06-08,4,Yes
CT-3228-ZKT,99D24A00-746,003,Release,AP03,2025-06-21,2025-06-15,-4,No
CT-8742-ECD,105D5698-13F,001,Preparation,US01,2025-10-01,2025-10-06,-2,No
CT-8742-ECD,105D5698-13F,002,Assembly,US01,2025-10-05,2025-10-03,-4,Yes
CT-8742-ECD,105D5698-13F,003,Release,US01,2025-09-29,2025-09-22,3,No
CT-7487-KNX,4C90F0B2-38C,001,Preparation,EU02,2025-02-16,2025-02-19,4,No
CT-7487-KNX,4C90F0B2-38C,002,Assembly,EU02,2025-02-17,2025-02-10,-5,Yes
CT-7487-KNX,4C90F0B2-38C,003,Release,EU02,2025-02-16,2025-02-15,-5,Yes
CT-8872-GKR,D12FEB9C-3EF,001,Preparation,LAT04,2025-08-11,2025-08-10,-1,Yes
CT-8872-GKR,D12FEB9C-3EF,002,Assembly,LAT04,2025-08-14,2025-08-22,1,Yes
CT-8872-GKR,D12FEB9C-3EF,003,Release,LAT04,2025-08-12,2025-08-23,3,No
CT-5806-JWO,703C84BA-54F,001,Preparation,US01,2025-01-03,2024-12-28,2,Yes
CT-5806-JWO,703C84BA-54F,002,Assembly,US01,2025-01-05,2024-12-25,2,No
CT-5806-JWO,703C84BA-54F,003,Release,US01,2024-12-29,2024-12-31,4,No
CT-1816-RCG,6AA14615-5B4,001,Preparation,AP03,2025-06-20,2025-06-07,5,Yes
CT-1816-RCG,6AA14615-5B4,002,Assembly,AP03,2025-06-15,2025-06-15,-2,Yes
CT-1816-RCG,6AA14615-5B4,003,Release,AP03,2025-06-23,2025-06-08,-5,No
CT-9781-BYC,79EDC353-4DF,001,Preparation,AP03,2025-10-02,2025-10-02,4,Yes
CT-9781-BYC,79EDC353-4DF,002,Assembly,AP03,2025-10-04,2025-10-03,3,Yes
CT-9781-BYC,79EDC353-4DF,003,Release,AP03,2025-10-05,2025-10-05,5,No
CT-6910-RDE,AD35DE4B-215,001,Preparation,AP03,2025-03-06,2025-03-07,0,No
CT-6910-RDE,AD35DE4B-215,002,Assembly,AP03,2025-03-10,2025-03-12,5,Yes
CT-6910-RDE,AD35DE4B-215,003,Release,AP03,2025-03-15,2025-03-06,1,Yes
CT-9781-BYC,5BF6AB13-B1D,001,Preparation,AP03,2025-11-15,2025-11-18,4,Yes
CT-9781-BYC,5BF6AB13-B1D,002,Assembly,AP03,2025-11-19,2025-11-12,1,No
CT-9781-BYC,5BF6AB13-B1D,003,Release,AP03,2025-11-16,2025-11-17,2,Yes
CT-2004-PSX,820B4015-B5D,001,Preparation,EU02,2025-09-29,2025-09-30,-3,Yes
CT-2004-PSX,820B4015-B5D,002,Assembly,EU02,2025-10-06,2025-09-22,4,Yes
CT-2004-PSX,820B4015-B5D,003,Release,EU02,2025-10-04,2025-09-28,-2,No
CT-9771-CZL,CC4ACAE6-0A8,001,Preparation,LAT04,2025-01-18,2025-01-18,-3,No
CT-9771-CZL,CC4ACAE6-0A8,002,Assembly,LAT04,2025-01-23,2025-01-20,4,No
CT-9771-CZL,CC4ACAE6-0A8,003,Release,LAT04,2025-01-17,2025-01-24,-3,No
CT-8015-GMQ,420B1E11-8DA,001,Preparation,US01,2025-01-29,2025-01-29,-4,No
CT-8015-GMQ,420B1E11-8DA,002,Assembly,US01,2025-02-02,2025-02-03,-4,No
CT-8015-GMQ,420B1E11-8DA,003,Release,US01,2025-02-01,2025-02-02,1,No
CT-3636-AVP,0ACC4422-7D1,001,Preparation,EU02,2025-04-30,2025-04-18,-3,Yes
CT-3636-AVP,0ACC4422-7D1,002,Assembly,EU02,2025-04-28,2025-04-21,-5,Yes
CT-3636-AVP,0ACC4422-7D1,003,Release,EU02,2025-04-22,2025-04-23,0,No
CT-7487-KNX,AED5210F-538,001,Preparation,EU02,2025-11-24,2025-11-21,3,No
CT-7487-KNX,AED5210F-538,002,Assembly,EU02,2025-11-30,2025-11-29,2,No
CT-7487-KNX,AED5210F-538,003,Release,EU02,2025-11-28,2025-11-25,0,Yes
CT-9771-CZL,F2407184-2CE,001,Preparation,LAT04,2025-07-28,2025-07-20,2,Yes
CT-9771-CZL,F2407184-2CE,002,Assembly,LAT04,2025-07-28,2025-07-17,0,No
CT-9771-CZL,F2407184-2CE,003,Release,LAT04,2025-07-27,2025-07-25,0,Yes
CT-3395-UCM,38951FD6-B03,001,Preparation,US01,2025-02-12,2025-02-10,-3,Yes
CT-3395-UCM,38951FD6-B03,002,Assembly,US01,2025-02-12,2025-02-04,-3,Yes
CT-3395-UCM,38951FD6-B03,003,Release,US01,2025-02-04,2025-02-07,4,Yes
CT-6551-IBW,96B625BB-687,001,Preparation,US01,2025-07-19,2025-07-15,1,No
CT-6551-IBW,96B625BB-687,002,Assembly,US01,2025-07-18,2025-07-07,-1,Yes
CT-6551-IBW,96B625BB-687,003,Release,US01,2025-07-13,2025-07-08,1,No
