order_number,trial_alias,country_name,actual_qty,carrier_code,order_date,order_confirm_date,actual_ship_date,actual_delivery_date,shipment_addr_type,destination_addr_type,pod_activity_date,wh_id,requested_delivery_date,order_status,hu_id,tracking_number,from_country_name,fit_for_use,class_id,shipping_location,released_date_depot,ip_helper,shipment_prepare_duration,shipment_transit_duration,release_depot_duration,total_timeline
6578EBA2-254,CT-8872-GKR,Saint Kitts and Nevis,231,WorldCourier,2025-07-31,2025-08-01,2025-08-05,2025-08-15,Depot,Site,2025-08-17,WH-294,2025-08-25,Released,HUL611543168,TRK84394397,Saint Kitts and Nevis,Yes,Frozen Storage,Coreyshire Logistics Center,2025-08-02,Coreyshire Logistics Center (Saint Kitts and Nevis),5,10,15,15
C8E46777-965,CT-9831-IEW,Saint Kitts and Nevis,169,DHL,2025-02-11,2025-02-12,2025-02-17,2025-02-25,Depot,Site,2025-02-26,WH-294,2025-02-26,Closed,HUL756703489,TRK07744194,Saint Kitts and Nevis,Yes,Frozen Storage,Coreyshire Logistics Center,2025-02-16,Coreyshire Logistics Center (Saint Kitts and Nevis),6,8,10,14
FDCEFEF5-08F,CT-8742-ECD,Saint Kitts and Nevis,69,UPS,2025-06-10,2025-06-11,2025-06-19,2025-06-22,Depot,Site,2025-06-23,WH-294,2025-07-02,Released,HUL777369610,TRK48735051,Saint Kitts and Nevis,Yes,Frozen Storage,Coreyshire Logistics Center,2025-06-16,Coreyshire Logistics Center (Saint Kitts and Nevis),9,3,7,12
84B7FABF-DFC,CT-4229-AWU,Saint Kitts and Nevis,124,UPS,2025-09-26,2025-09-27,2025-10-02,2025-10-16,Depot,Site,2025-10-16,WH-294,2025-10-21,Created,HUL932430179,TRK68359644,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2025-09-30,Coreyshire Logistics Center (Saint Kitts and Nevis),6,14,16,20
E2E08976-B06,CT-5806-JWO,Saint Kitts and Nevis,102,FedEx,2025-04-08,2025-04-09,2025-04-12,2025-04-23,Depot,Site,2025-04-24,WH-294,2025-05-02,Released,HUL905341183,TRK58853485,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2025-04-11,Coreyshire Logistics Center (Saint Kitts and Nevis),4,11,13,15
B346DE58-18B,CT-8742-ECD,Saint Kitts and Nevis,208,WorldCourier,2025-04-25,2025-04-26,2025-05-04,2025-05-09,Depot,Site,2025-05-10,WH-294,2025-05-04,Created,HUL472607935,TRK84980470,Saint Kitts and Nevis,Yes,Frozen Storage,Coreyshire Logistics Center,2025-04-30,Coreyshire Logistics Center (Saint Kitts and Nevis),9,5,10,14
24B63DC5-4E0,CT-2004-PSX,Saint Kitts and Nevis,193,WorldCourier,2025-03-29,2025-03-30,2025-04-06,2025-04-15,Depot,Site,2025-04-17,WH-294,2025-04-26,Completed,HUL159995707,TRK66570851,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2025-04-04,Coreyshire Logistics Center (Saint Kitts and Nevis),8,9,13,17
A3929C23-5C7,CT-3472-PNG,Saint Kitts and Nevis,247,Kuehne+Nagel,2025-10-07,2025-10-08,2025-10-14,2025-10-27,Depot,Site,2025-10-29,WH-294,2025-10-14,Released,HUL308329855,TRK78188800,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2025-10-10,Coreyshire Logistics Center (Saint Kitts and Nevis),7,13,19,20
57C036FF-7C4,CT-8970-PLO,Saint Kitts and Nevis,101,DHL,2025-07-29,2025-07-30,2025-08-06,2025-08-09,Depot,Site,2025-08-10,WH-294,2025-08-12,Closed,HUL134867518,TRK87470723,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2025-08-04,Coreyshire Logistics Center (Saint Kitts and Nevis),8,3,6,11
C8CA32C6-E9E,CT-9831-IEW,Saint Kitts and Nevis,32,FedEx,2025-10-21,2025-10-22,2025-10-26,2025-11-01,Depot,Site,2025-11-02,WH-294,2025-11-08,Created,HUL231350325,TRK83640006,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2025-10-22,Coreyshire Logistics Center (Saint Kitts and Nevis),5,6,11,11
ACC4DB4C-3ED,CT-3228-ZKT,Saint Kitts and Nevis,138,WorldCourier,2025-09-08,2025-09-09,2025-09-11,2025-09-23,Depot,Site,2025-09-25,WH-294,2025-09-25,Completed,HUL826798231,TRK95289664,Saint Kitts and Nevis,Yes,Frozen Storage,Coreyshire Logistics Center,2025-09-09,Coreyshire Logistics Center (Saint Kitts and Nevis),3,12,16,15
577BCE94-FDC,CT-8015-GMQ,Saint Kitts and Nevis,48,Kuehne+Nagel,2025-03-15,2025-03-16,2025-03-23,2025-03-31,Depot,Site,2025-04-01,WH-294,2025-04-09,Completed,HUL449891113,TRK69324945,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2025-03-22,Coreyshire Logistics Center (Saint Kitts and Nevis),8,8,10,16
72E2F609-A3F,CT-3230-HFO,Saint Kitts and Nevis,275,Kuehne+Nagel,2025-01-01,2025-01-02,2025-01-06,2025-01-14,Depot,Site,2025-01-15,WH-294,2025-01-14,Completed,HUL856708115,TRK46688968,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2025-01-04,Coreyshire Logistics Center (Saint Kitts and Nevis),5,8,11,13
5B67D985-194,CT-3395-UCM,Saint Kitts and Nevis,126,FedEx,2025-01-04,2025-01-05,2025-01-06,2025-01-09,Depot,Site,2025-01-10,WH-294,2025-02-01,Created,HUL348842976,TRK39150168,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2025-01-02,Coreyshire Logistics Center (Saint Kitts and Nevis),2,3,8,5
A1F0CF54-5A3,CT-5014-EEP,Saint Kitts and Nevis,270,UPS,2025-01-25,2025-01-26,2025-02-03,2025-02-17,Depot,Site,2025-02-19,WH-294,2025-02-21,Closed,HUL476109993,TRK90684948,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2025-01-30,Coreyshire Logistics Center (Saint Kitts and Nevis),9,14,20,23
150CE384-BD4,CT-5806-JWO,Saint Kitts and Nevis,64,Kuehne+Nagel,2025-06-17,2025-06-18,2025-06-26,2025-07-06,Depot,Site,2025-07-06,WH-294,2025-07-14,Closed,HUL130508273,TRK09528216,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2025-06-24,Coreyshire Logistics Center (Saint Kitts and Nevis),9,10,12,19
1E2662CC-B8F,CT-1696-SCY,Saint Kitts and Nevis,197,WorldCourier,2025-08-22,2025-08-23,2025-08-31,2025-09-10,Depot,Site,2025-09-12,WH-294,2025-09-13,Created,HUL857549361,TRK08008625,Saint Kitts and Nevis,Yes,Frozen Storage,Coreyshire Logistics Center,2025-08-29,Coreyshire Logistics Center (Saint Kitts and Nevis),9,10,14,19
10DC3E02-6DA,CT-7487-KNX,Saint Kitts and Nevis,172,FedEx,2024-12-19,2024-12-20,2024-12-25,2024-12-28,Depot,Site,2024-12-29,WH-294,2024-12-26,Completed,HUL936234951,TRK34185859,Saint Kitts and Nevis,Yes,Frozen Storage,Coreyshire Logistics Center,2024-12-21,Coreyshire Logistics Center (Saint Kitts and Nevis),6,3,8,9
29A6CFAF-AF6,CT-1696-SCY,Saint Kitts and Nevis,188,DHL,2025-05-21,2025-05-22,2025-05-31,2025-06-08,Depot,Site,2025-06-09,WH-294,2025-06-18,Created,HUL690313147,TRK63298908,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2025-05-28,Coreyshire Logistics Center (Saint Kitts and Nevis),10,8,12,18
04FD0749-0E8,CT-8970-PLO,Saint Kitts and Nevis,105,DHL,2025-01-19,2025-01-20,2025-01-28,2025-02-05,Depot,Site,2025-02-05,WH-294,2025-02-02,Closed,HUL917800605,TRK16609031,Saint Kitts and Nevis,Yes,Frozen Storage,Coreyshire Logistics Center,2025-01-24,Coreyshire Logistics Center (Saint Kitts and Nevis),9,8,12,17
18BE1300-48F,CT-8970-PLO,Saint Kitts and Nevis,106,WorldCourier,2025-02-06,2025-02-07,2025-02-16,2025-02-26,Depot,Site,2025-02-28,WH-294,2025-03-07,Closed,HUL866136753,TRK45684631,Saint Kitts and Nevis,Yes,Frozen Storage,Coreyshire Logistics Center,2025-02-15,Coreyshire Logistics Center (Saint Kitts and Nevis),10,10,13,20
2A431C19-BD6,CT-6551-IBW,Saint Kitts and Nevis,109,DHL,2025-01-08,2025-01-09,2025-01-10,2025-01-15,Depot,Site,2025-01-15,WH-294,2025-01-16,Released,HUL326601428,TRK55856038,Saint Kitts and Nevis,Yes,Frozen Storage,Coreyshire Logistics Center,2025-01-07,Coreyshire Logistics Center (Saint Kitts and Nevis),2,5,8,7
B91ED3F0-13C,CT-6109-EDZ,Saint Kitts and Nevis,199,FedEx,2024-11-18,2024-11-19,2024-11-24,2024-12-06,Depot,Site,2024-12-07,WH-294,2024-12-09,Closed,HUL427552556,TRK68843184,Saint Kitts and Nevis,Yes,Frozen Storage,Coreyshire Logistics Center,2024-11-20,Coreyshire Logistics Center (Saint Kitts and Nevis),6,12,17,18
E9DC4109-30B,CT-1816-RCG,Saint Kitts and Nevis,169,Kuehne+Nagel,2025-03-21,2025-03-22,2025-03-29,2025-04-08,Depot,Site,2025-04-08,WH-294,2025-04-01,Created,HUL611100099,TRK97351534,Saint Kitts and Nevis,Yes,Frozen Storage,Coreyshire Logistics Center,2025-03-27,Coreyshire Logistics Center (Saint Kitts and Nevis),8,10,12,18
654F1F56-570,CT-7487-KNX,Saint Kitts and Nevis,85,WorldCourier,2025-05-26,2025-05-27,2025-06-05,2025-06-08,Depot,Site,2025-06-10,WH-294,2025-06-12,Closed,HUL265816945,TRK94584703,Saint Kitts and Nevis,Yes,Frozen Storage,Coreyshire Logistics Center,2025-06-02,Coreyshire Logistics Center (Saint Kitts and Nevis),10,3,8,13
ADA890D8-F3F,CT-9781-BYC,Saint Kitts and Nevis,291,UPS,2025-07-23,2025-07-24,2025-07-30,2025-08-02,Depot,Site,2025-08-04,WH-294,2025-08-22,In Progress,HUL578556198,TRK92338809,Saint Kitts and Nevis,Yes,Frozen Storage,Coreyshire Logistics Center,2025-07-29,Coreyshire Logistics Center (Saint Kitts and Nevis),7,3,6,10
ECE5617D-411,CT-8970-PLO,Saint Kitts and Nevis,28,DHL,2024-12-31,2025-01-01,2025-01-06,2025-01-10,Depot,Site,2025-01-12,WH-294,2025-01-29,Created,HUL251806814,TRK81761825,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2025-01-04,Coreyshire Logistics Center (Saint Kitts and Nevis),6,4,8,10
044D2FC6-0A1,CT-7484-BIH,Saint Kitts and Nevis,117,UPS,2025-10-06,2025-10-07,2025-10-12,2025-10-23,Depot,Site,2025-10-24,WH-294,2025-10-31,Completed,HUL711701825,TRK85212945,Saint Kitts and Nevis,Yes,Frozen Storage,Coreyshire Logistics Center,2025-10-10,Coreyshire Logistics Center (Saint Kitts and Nevis),6,11,14,17
954B5F54-FC0,CT-3472-PNG,Saint Kitts and Nevis,228,Kuehne+Nagel,2025-01-05,2025-01-06,2025-01-15,2025-01-27,Depot,Site,2025-01-27,WH-294,2025-01-15,Completed,HUL271702138,TRK26214144,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2025-01-13,Coreyshire Logistics Center (Saint Kitts and Nevis),10,12,14,22
41D466A6-21E,CT-5806-JWO,Saint Kitts and Nevis,164,UPS,2025-10-25,2025-10-26,2025-11-03,2025-11-17,Depot,Site,2025-11-18,WH-294,2025-11-20,Released,HUL386412957,TRK16754270,Saint Kitts and Nevis,Yes,Frozen Storage,Coreyshire Logistics Center,2025-10-31,Coreyshire Logistics Center (Saint Kitts and Nevis),9,14,18,23
7C1A47DE-DD1,CT-6592-IDY,Saint Kitts and Nevis,51,UPS,2025-01-27,2025-01-28,2025-02-01,2025-02-07,Depot,Site,2025-02-09,WH-294,2025-02-11,Created,HUL653719846,TRK55419585,Saint Kitts and Nevis,Yes,Frozen Storage,Coreyshire Logistics Center,2025-01-28,Coreyshire Logistics Center (Saint Kitts and Nevis),5,6,12,11
694E96DC-2A6,CT-8015-GMQ,Saint Kitts and Nevis,66,WorldCourier,2025-05-13,2025-05-14,2025-05-22,2025-05-26,Depot,Site,2025-05-27,WH-294,2025-06-12,Closed,HUL856960240,TRK54674517,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2025-05-18,Coreyshire Logistics Center (Saint Kitts and Nevis),9,4,9,13
41760EC3-898,CT-9781-BYC,Saint Kitts and Nevis,296,Kuehne+Nagel,2025-01-08,2025-01-09,2025-01-10,2025-01-21,Depot,Site,2025-01-23,WH-294,2025-02-03,Completed,HUL478021261,TRK76257957,Saint Kitts and Nevis,Yes,Frozen Storage,Coreyshire Logistics Center,2025-01-06,Coreyshire Logistics Center (Saint Kitts and Nevis),2,11,17,13
CCFEC4B3-889,CT-8970-PLO,Saint Kitts and Nevis,10,UPS,2025-10-16,2025-10-17,2025-10-21,2025-10-25,Depot,Site,2025-10-25,WH-294,2025-11-01,Created,HUL261640465,TRK04421323,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2025-10-18,Coreyshire Logistics Center (Saint Kitts and Nevis),5,4,7,9
603EDC76-89F,CT-7487-KNX,Saint Kitts and Nevis,292,Kuehne+Nagel,2025-08-09,2025-08-10,2025-08-19,2025-09-01,Depot,Site,2025-09-02,WH-294,2025-08-31,Closed,HUL298441099,TRK39385794,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2025-08-18,Coreyshire Logistics Center (Saint Kitts and Nevis),10,13,15,23
535A2ABA-732,CT-1816-RCG,Saint Kitts and Nevis,247,UPS,2025-04-20,2025-04-21,2025-04-29,2025-05-07,Depot,Site,2025-05-07,WH-294,2025-05-11,Created,HUL223526105,TRK27020626,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2025-04-28,Coreyshire Logistics Center (Saint Kitts and Nevis),9,8,9,17
060D2D29-5FD,CT-8015-GMQ,Saint Kitts and Nevis,210,Kuehne+Nagel,2025-11-03,2025-11-04,2025-11-11,2025-11-17,Depot,Site,2025-11-18,WH-294,2025-11-20,Created,HUL803772599,TRK47469266,Saint Kitts and Nevis,Yes,Frozen Storage,Coreyshire Logistics Center,2025-11-10,Coreyshire Logistics Center (Saint Kitts and Nevis),8,6,8,14
29C1FE4B-0BF,CT-3472-PNG,Saint Kitts and Nevis,155,UPS,2025-03-21,2025-03-22,2025-03-31,2025-04-14,Depot,Site,2025-04-14,WH-294,2025-03-28,Completed,HUL737067707,TRK79987093,Saint Kitts and Nevis,Yes,Frozen Storage,Coreyshire Logistics Center,2025-03-29,Coreyshire Logistics Center (Saint Kitts and Nevis),10,14,16,24
CD20E168-B67,CT-3395-UCM,Saint Kitts and Nevis,62,Kuehne+Nagel,2025-09-28,2025-09-29,2025-10-02,2025-10-12,Depot,Site,2025-10-13,WH-294,2025-10-07,Closed,HUL610862012,TRK07486294,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2025-10-01,Coreyshire Logistics Center (Saint Kitts and Nevis),4,10,12,14
F810F57F-82C,CT-3636-AVP,Saint Kitts and Nevis,127,WorldCourier,2025-02-06,2025-02-07,2025-02-11,2025-02-18,Depot,Site,2025-02-19,WH-294,2025-02-26,Created,HUL953120715,TRK67157103,Saint Kitts and Nevis,Yes,Frozen Storage,Coreyshire Logistics Center,2025-02-10,Coreyshire Logistics Center (Saint Kitts and Nevis),5,7,9,12
F58F8FB7-75D,CT-8015-GMQ,Saint Kitts and Nevis,193,UPS,2025-02-10,2025-02-11,2025-02-14,2025-02-20,Depot,Site,2025-02-21,WH-294,2025-03-03,Completed,HUL940457039,TRK11376632,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2025-02-12,Coreyshire Logistics Center (Saint Kitts and Nevis),4,6,9,10
A8BF7403-DA8,CT-4229-AWU,Saint Kitts and Nevis,92,UPS,2025-05-23,2025-05-24,2025-06-02,2025-06-13,Depot,Site,2025-06-13,WH-294,2025-06-18,Released,HUL482457397,TRK76572919,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2025-05-29,Coreyshire Logistics Center (Saint Kitts and Nevis),10,11,15,21
22D3A96C-CE5,CT-3472-PNG,Saint Kitts and Nevis,167,DHL,2025-05-08,2025-05-09,2025-05-18,2025-05-29,Depot,Site,2025-05-31,WH-294,2025-06-01,Released,HUL548570354,TRK60026602,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2025-05-17,Coreyshire Logistics Center (Saint Kitts and Nevis),10,11,14,21
6BBDED17-78C,CT-8015-GMQ,Saint Kitts and Nevis,223,DHL,2024-12-03,2024-12-04,2024-12-05,2024-12-08,Depot,Site,2024-12-10,WH-294,2024-12-30,Created,HUL497308600,TRK99036624,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2024-12-04,Coreyshire Logistics Center (Saint Kitts and Nevis),2,3,6,5
D1C0BAB1-86B,CT-9781-BYC,Saint Kitts and Nevis,224,DHL,2025-06-23,2025-06-24,2025-06-28,2025-07-02,Depot,Site,2025-07-04,WH-294,2025-07-20,Created,HUL472236556,TRK14967813,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2025-06-26,Coreyshire Logistics Center (Saint Kitts and Nevis),5,4,8,9
7E8BFE7E-71C,CT-1696-SCY,Saint Kitts and Nevis,269,Kuehne+Nagel,2025-03-02,2025-03-03,2025-03-07,2025-03-11,Depot,Site,2025-03-11,WH-294,2025-03-10,Created,HUL778722155,TRK51577666,Saint Kitts and Nevis,Yes,Frozen Storage,Coreyshire Logistics Center,2025-03-04,Coreyshire Logistics Center (Saint Kitts and Nevis),5,4,7,9
C8C1DDA2-376,CT-7484-BIH,Saint Kitts and Nevis,112,WorldCourier,2025-07-01,2025-07-02,2025-07-10,2025-07-15,Depot,Site,2025-07-16,WH-294,2025-07-11,Completed,HUL908762678,TRK11928834,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2025-07-09,Coreyshire Logistics Center (Saint Kitts and Nevis),9,5,7,14
F038C3DD-DF4,CT-9831-IEW,Saint Kitts and Nevis,203,Kuehne+Nagel,2024-11-28,2024-11-29,2024-12-04,2024-12-07,Depot,Site,2024-12-09,WH-294,2024-12-20,Closed,HUL164765735,TRK21641733,Saint Kitts and Nevis,Yes,Frozen Storage,Coreyshire Logistics Center,2024-12-02,Coreyshire Logistics Center (Saint Kitts and Nevis),6,3,7,9
86905D6E-07A,CT-2004-PSX,Saint Kitts and Nevis,215,WorldCourier,2025-04-25,2025-04-26,2025-04-28,2025-05-07,Depot,Site,2025-05-07,WH-294,2025-05-15,Released,HUL483988519,TRK10459834,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2025-04-24,Coreyshire Logistics Center (Saint Kitts and Nevis),3,9,13,12
974CD620-D0E,CT-6910-RDE,Saint Kitts and Nevis,236,UPS,2025-10-25,2025-10-26,2025-11-04,2025-11-13,Depot,Site,2025-11-13,WH-294,2025-11-05,Closed,HUL443620604,TRK51466117,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2025-11-01,Coreyshire Logistics Center (Saint Kitts and Nevis),10,9,12,19
A124C449-F40,CT-6109-EDZ,Saint Kitts and Nevis,284,DHL,2025-06-29,2025-06-30,2025-07-08,2025-07-13,Depot,Site,2025-07-13,WH-294,2025-07-29,Created,HUL503173038,TRK22584312,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2025-07-07,Coreyshire Logistics Center (Saint Kitts and Nevis),9,5,6,14
37B5CD9F-E09,CT-9771-CZL,Saint Kitts and Nevis,277,FedEx,2025-04-15,2025-04-16,2025-04-23,2025-05-01,Depot,Site,2025-05-01,WH-294,2025-05-05,In Progress,HUL464207741,TRK32130853,Saint Kitts and Nevis,Yes,Frozen Storage,Coreyshire Logistics Center,2025-04-22,Coreyshire Logistics Center (Saint Kitts and Nevis),8,8,9,16
99D24A00-746,CT-3228-ZKT,Saint Kitts and Nevis,291,Kuehne+Nagel,2025-06-11,2025-06-12,2025-06-20,2025-07-02,Depot,Site,2025-07-04,WH-294,2025-06-23,In Progress,HUL924412654,TRK38593626,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2025-06-19,Coreyshire Logistics Center (Saint Kitts and Nevis),9,12,15,21
105D5698-13F,CT-8742-ECD,Saint Kitts and Nevis,38,WorldCourier,2025-09-24,2025-09-25,2025-09-30,2025-10-06,Depot,Site,2025-10-07,WH-294,2025-10-07,Created,HUL413273198,TRK28890168,Saint Kitts and Nevis,Yes,Frozen Storage,Coreyshire Logistics Center,2025-09-29,Coreyshire Logistics Center (Saint Kitts and Nevis),6,6,8,12
4C90F0B2-38C,CT-7487-KNX,Saint Kitts and Nevis,34,UPS,2025-02-11,2025-02-12,2025-02-18,2025-03-02,Depot,Site,2025-03-02,WH-294,2025-02-23,Released,HUL507879652,TRK86528744,Saint Kitts and Nevis,Yes,Frozen Storage,Coreyshire Logistics Center,2025-02-16,Coreyshire Logistics Center (Saint Kitts and Nevis),7,12,14,19
D12FEB9C-3EF,CT-8872-GKR,Saint Kitts and Nevis,288,WorldCourier,2025-08-14,2025-08-15,2025-08-20,2025-08-28,Depot,Site,2025-08-28,WH-294,2025-08-24,Completed,HUL153690341,TRK72655436,Saint Kitts and Nevis,Yes,Frozen Storage,Coreyshire Logistics Center,2025-08-16,Coreyshire Logistics Center (Saint Kitts and Nevis),6,8,12,14
703C84BA-54F,CT-5806-JWO,Saint Kitts and Nevis,175,FedEx,2024-12-14,2024-12-15,2024-12-17,2024-12-30,Depot,Site,2025-01-01,WH-294,2025-01-04,Completed,HUL283110216,TRK09417653,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2024-12-13,Coreyshire Logistics Center (Saint Kitts and Nevis),3,13,19,16
6AA14615-5B4,CT-1816-RCG,Saint Kitts and Nevis,219,DHL,2025-05-25,2025-05-26,2025-05-30,2025-06-08,Depot,Site,2025-06-10,WH-294,2025-06-21,In Progress,HUL388081605,TRK41085426,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2025-05-28,Coreyshire Logistics Center (Saint Kitts and Nevis),5,9,13,14
79EDC353-4DF,CT-9781-BYC,Saint Kitts and Nevis,250,WorldCourier,2025-10-04,2025-10-05,2025-10-13,2025-10-19,Depot,Site,2025-10-21,WH-294,2025-10-12,Created,HUL686271682,TRK72531223,Saint Kitts and Nevis,Yes,Frozen Storage,Coreyshire Logistics Center,2025-10-12,Coreyshire Logistics Center (Saint Kitts and Nevis),9,6,9,15
AD35DE4B-215,CT-6910-RDE,Saint Kitts and Nevis,236,DHL,2025-02-22,2025-02-23,2025-02-25,2025-03-08,Depot,Site,2025-03-10,WH-294,2025-03-19,Completed,HUL280441568,TRK58765036,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2025-02-22,Coreyshire Logistics Center (Saint Kitts and Nevis),3,11,16,14
5BF6AB13-B1D,CT-9781-BYC,Saint Kitts and Nevis,103,WorldCourier,2025-10-27,2025-10-28,2025-10-29,2025-11-10,Depot,Site,2025-11-11,WH-294,2025-11-26,Closed,HUL764399141,TRK53718933,Saint Kitts and Nevis,Yes,Frozen Storage,Coreyshire Logistics Center,2025-10-25,Coreyshire Logistics Center (Saint Kitts and Nevis),2,12,17,14
820B4015-B5D,CT-2004-PSX,Saint Kitts and Nevis,24,UPS,2025-09-27,2025-09-28,2025-10-01,2025-10-15,Depot,Site,2025-10-15,WH-294,2025-10-04,Created,HUL676034338,TRK75900932,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2025-09-28,Coreyshire Logistics Center (Saint Kitts and Nevis),4,14,17,18
CC4ACAE6-0A8,CT-9771-CZL,Saint Kitts and Nevis,72,UPS,2025-01-03,2025-01-04,2025-01-08,2025-01-18,Depot,Site,2025-01-18,WH-294,2025-01-26,Released,HUL148459072,TRK37164902,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2025-01-05,Coreyshire Logistics Center (Saint Kitts and Nevis),5,10,13,15
420B1E11-8DA,CT-8015-GMQ,Saint Kitts and Nevis,93,DHL,2025-01-12,2025-01-13,2025-01-14,2025-01-20,Depot,Site,2025-01-20,WH-294,2025-02-06,Closed,HUL366389247,TRK58554862,Saint Kitts and Nevis,Yes,Frozen Storage,Coreyshire Logistics Center,2025-01-12,Coreyshire Logistics Center (Saint Kitts and Nevis),2,6,8,8
0ACC4422-7D1,CT-3636-AVP,Saint Kitts and Nevis,222,DHL,2025-04-05,2025-04-06,2025-04-11,2025-04-17,Depot,Site,2025-04-17,WH-294,2025-05-01,Completed,HUL988149843,TRK93554141,Saint Kitts and Nevis,No,Frozen Storage,Coreyshire Logistics Center,2025-04-07,Coreyshire Logistics Center (Saint Kitts and Nevis),6,6,10,12
AED5210F-538,CT-7487-KNX,Saint Kitts and Nevis,168,DHL,2025-11-04,2025-11-05,2025-11-13,2025-11-20,Depot,Site,2025-11-22,WH-294,2025-12-03,Created,HUL625526738,TRK80237260,Saint Kitts and Nevis,Yes,Frozen Storage,Coreyshire Logistics Center,2025-11-11,Coreyshire Logistics Center (Saint Kitts and Nevis),9,7,11,16
F2407184-2CE,CT-9771-CZL,Saint Kitts and Nevis,64,UPS,2025-07-11,2025-07-12,2025-07-14,2025-07-20,Depot,Site,2025-07-22,WH-294,2025-07-26,Completed,HUL822131319,TRK33761415,Saint Kitts and Nevis,Yes,Frozen Storage,Coreyshire Logistics Center,2025-07-13,Coreyshire Logistics Center (Saint Kitts and Nevis),3,6,9,9
38951FD6-B03,CT-3395-UCM,Saint Kitts and Nevis,223,FedEx,2025-01-29,2025-01-30,2025-02-04,2025-02-16,Depot,Site,2025-02-16,WH-294,2025-02-14,Completed,HUL444105284,TRK99092812,Saint Kitts and Nevis,Yes,Frozen Storage,Coreyshire Logistics Center,2025-02-01,Coreyshire Logistics Center (Saint Kitts and Nevis),6,12,15,18
96B625BB-687,CT-6551-IBW,Saint Kitts and Nevis,149,Kuehne+Nagel,2025-07-04,2025-07-05,2025-07-07,2025-07-10,Depot,Site,2025-07-11,WH-294,2025-07-16,Completed,HUL686339653,TRK26848956,Saint Kitts and Nevis,Yes,Frozen Storage,Coreyshire Logistics Center,2025-07-04,Coreyshire Logistics Center (Saint Kitts and Nevis),3,3,7,6
