Alternative BOM Id,Alternative BOM Text,Batch Id,Bill of material,BOM component Id,BomItem Category Description,BOM Item Number,BOM status,BOM text,BOM Usage,Bom Usage Description,Change Date Component,Change Date Header,Component Mat Type Desc,Co-Product flag,Costing Relevancy Flag,Create Date Component,Create Date Header,Item category bill of material,Item ID,Item ID STAS,Material Type,Material Number,Next Inspection Date,Phantom Item flag,Plant,Special procurement type for BOM item,UOM Header,Uom Id Component,Material Component,Trial Alias
350638806,Really form could,BATCH-864645,BOM-70430,MAT-22354,Stock Item,854446761,Active,Address push,Simply,Everyone stage,2026-03-15,2025-06-13,Bank,No,4500.5,2025-11-15,2024-11-23,Similar,734977064,388456434,Investigational Product,MAT-40089,2025-05-12,No,LAT04,Floor,Myself,265551425,MAT-22354,CT-4229-AWU
347380818,Long suddenly,BATCH-708499,BOM-25688,MAT-40089,Stock Item,575085360,Active,Clear clear me,Population,He everybody explain,2025-03-24,2025-09-10,Leader,No,986.87,2025-02-06,2026-05-30,Form,268257784,263310361,Investigational Product,MAT-47986,2024-11-30,Yes,LAT04,Will,Arrive,767409918,MAT-40089,CT-4229-AWU
934802206,Now politics eat including,BATCH-835192,BOM-46491,MAT-47986,Phantom Item,147329188,Active,Push total take,Investment,Look focus stock why,2025-05-07,2025-10-21,Support,No,1680.01,2024-10-13,2024-04-06,Often,243629226,975334857,Investigational Product,MAT-47986,2026-01-16,Yes,EU02,Clear,Experience,817285092,MAT-47986,CT-4229-AWU
947820426,Still break especially cut structure,BATCH-660593,BOM-55693,MAT-30745,Stock Item,148377435,Obsolete,Prevent conference truth last,Pm,Success this station interesting city,2026-05-24,2025-06-21,Few,No,3041.17,2024-05-19,2025-07-17,Player,223041394,903256930,Investigational Product,MAT-47986,2025-07-15,Yes,US01,Space,Social,364263518,MAT-30745,CT-4229-AWU
335984961,Measure much accept,BATCH-287255,BOM-77338,MAT-22354,Phantom Item,765265012,Active,Mother happy miss,Husband,Although church art investment deal,2026-03-16,2025-01-05,Method,Yes,3977.4,2026-02-08,2023-11-18,Effort,417676978,600405219,Investigational Product,MAT-47986,2023-12-25,No,LAT04,Write,Those,133170015,MAT-22354,CT-4229-AWU
355531553,Happen social,BATCH-182317,BOM-21679,MAT-40089,Phantom Item,659160695,Obsolete,Boy point most,We,Nor gas citizen term together,2025-12-02,2025-03-25,Fact,No,403.85,2025-03-12,2024-09-27,Hundred,458165012,215586271,Comparator,MAT-30745,2026-09-06,No,EU02,Before,Teacher,799906172,MAT-40089,CT-4229-AWU
984117728,Ball subject under former black,BATCH-192619,BOM-21862,MAT-47986,Phantom Item,567341664,Active,Risk figure,Happy,Next floor camera campaign,2024-07-25,2025-10-15,Tell,Yes,216.47,2023-11-22,2024-12-21,Early,987555469,549828508,Comparator,MAT-30745,2024-02-03,Yes,LAT04,Course,Democratic,714467648,MAT-47986,CT-4229-AWU
164753416,Heavy not tend,BATCH-342017,BOM-82654,MAT-30745,Phantom Item,255391091,Active,The exist,Try,Partner according theory personal morning,2024-05-06,2024-09-13,Technology,No,2268.31,2026-08-17,2026-06-28,Your,115072989,622892357,Comparator,MAT-30745,2024-02-09,No,AP03,Cell,Father,112607176,MAT-30745,CT-4229-AWU
604059748,Part clear doctor,BATCH-834905,BOM-39241,MAT-22354,Phantom Item,964345138,Obsolete,Light cut travel,Tell,Almost so also maintain,2026-07-22,2024-08-21,Lead,No,4920.87,2025-08-23,2024-03-31,Daughter,196583607,658701921,Comparator,MAT-30745,2025-05-16,Yes,EU02,Health,Compare,397114366,MAT-22354,CT-4229-AWU
993723094,Care company produce,BATCH-619738,BOM-53324,MAT-40089,Stock Item,472027380,Obsolete,By staff threat,Pay,Enough country type nearly recognize,2026-06-01,2024-04-11,Response,Yes,3833.21,2023-12-18,2025-01-17,Kitchen,585248051,972140458,Investigational Product,MAT-22354,2026-07-20,Yes,AP03,Or,Live,215275442,MAT-40089,CT-4229-AWU
727909679,Return consumer,BATCH-644616,BOM-43951,MAT-47986,Phantom Item,311917533,Obsolete,Particular style star consumer direction,Onto,Yeah night,2025-09-15,2024-02-08,Up,Yes,4164.7,2024-12-23,2024-03-11,Far,407514979,662904927,Investigational Product,MAT-22354,2024-01-05,Yes,US01,Section,Hour,131246331,MAT-47986,CT-4229-AWU
675475808,Growth outside far task student,BATCH-352553,BOM-28334,MAT-30745,Phantom Item,795876459,Active,Control prove reason last,Political,Anything wonder world sport,2026-09-23,2025-01-21,Nothing,No,676.56,2025-06-15,2024-07-26,Challenge,872858018,820906335,Investigational Product,MAT-22354,2026-10-27,Yes,EU02,North,Sit,956688604,MAT-30745,CT-4229-AWU
812771681,Give particular certain major,BATCH-850695,BOM-90195,MAT-22354,Stock Item,444046916,Active,Conference energy various ago,Very,List this care fund let,2023-12-02,2024-08-16,Authority,Yes,1289.05,2023-11-27,2024-07-28,Child,852428988,841239603,Investigational Product,MAT-22354,2025-03-17,No,LAT04,Step,Social,922866983,MAT-22354,CT-4229-AWU
911273886,Set industry book without event,BATCH-335700,BOM-47887,MAT-22610,Phantom Item,698515311,Obsolete,Other company imagine,Middle,Culture write,2025-06-19,2024-10-02,Store,Yes,706.95,2025-12-20,2025-09-19,Research,385806213,285842155,Ancillary Supply,MAT-22610,2024-03-14,No,LAT04,Night,Red,416487525,MAT-22610,CT-9771-CZL
527411140,In too letter book difference,BATCH-508049,BOM-89515,MAT-93544,Stock Item,710693412,Active,Professional camera pressure,Site,Program book cup,2026-05-09,2024-11-30,South,Yes,3718.71,2024-12-19,2026-04-07,Direction,997240078,926823924,Ancillary Supply,MAT-22610,2024-05-18,No,AP03,Tough,Enjoy,647990170,MAT-93544,CT-9771-CZL
390550428,Direction player surface factor,BATCH-778957,BOM-78304,MAT-22610,Phantom Item,523184639,Obsolete,Board attention feeling,Teacher,First century,2025-06-17,2024-01-06,Grow,Yes,4245.61,2025-06-22,2026-03-17,Ever,616940913,955761815,Investigational Product,MAT-93544,2025-09-18,No,AP03,Their,World,374746175,MAT-22610,CT-9771-CZL
923554778,Action get mission mind,BATCH-840992,BOM-64758,MAT-93544,Phantom Item,731634126,Obsolete,Value every someone find,Floor,Herself person president do,2024-03-26,2023-12-21,Far,No,390.41,2026-05-16,2025-05-10,Not,320238638,237661559,Investigational Product,MAT-93544,2026-08-11,No,LAT04,Computer,Stage,609765573,MAT-93544,CT-9771-CZL
766313863,Attorney to avoid,BATCH-554652,BOM-29979,MAT-39627,Stock Item,736218772,Active,Enter of job billion station,Husband,Speech focus community,2026-04-01,2023-12-21,As,No,847.97,2024-08-31,2024-08-13,Firm,714797569,345372129,Comparator,MAT-39627,2026-02-25,Yes,US01,Police,Until,104033239,MAT-39627,CT-5014-EEP
333269634,Now along still,BATCH-118821,BOM-22097,MAT-53554,Phantom Item,707474013,Active,Stand assume while,Possible,Study mouth,2024-06-04,2024-09-22,Wear,No,4966.35,2025-08-23,2026-04-08,Training,489248621,634739918,Comparator,MAT-39627,2024-02-21,No,AP03,Back,Father,600532803,MAT-53554,CT-5014-EEP
137572113,Suggest same me drop bank,BATCH-793899,BOM-46556,MAT-39627,Stock Item,809228946,Obsolete,Red second,Drug,Service well finish economic oil,2026-07-30,2025-09-18,Position,No,1609.74,2026-03-29,2024-01-27,Nice,252812594,800468145,Ancillary Supply,MAT-53554,2025-04-01,Yes,AP03,Drive,Give,313438854,MAT-39627,CT-5014-EEP
363020875,Half away,BATCH-337853,BOM-95133,MAT-53554,Stock Item,983021982,Active,Wish everyone sign finish,Democratic,Effort reduce Mr make,2026-07-25,2024-08-22,Owner,Yes,2587.28,2024-08-08,2024-12-02,Box,168156609,691589961,Ancillary Supply,MAT-53554,2026-01-19,Yes,US01,Full,Front,369757784,MAT-53554,CT-5014-EEP
998679273,Author then specific,BATCH-562718,BOM-38087,MAT-46171,Phantom Item,324000748,Obsolete,Boy let deep eye,Worker,Out sport soon,2026-06-14,2024-09-30,Debate,No,3601.63,2025-03-10,2026-01-15,Hard,651695577,632975038,Ancillary Supply,MAT-46171,2025-10-14,Yes,US01,Require,Organization,402286975,MAT-46171,CT-3636-AVP
688924219,Call social,BATCH-987217,BOM-44713,MAT-54383,Stock Item,229211884,Active,From quickly,Score,Attention produce sure,2024-09-16,2024-12-25,Young,Yes,547.71,2025-01-03,2026-09-26,Now,195086931,303264600,Ancillary Supply,MAT-46171,2026-08-14,No,US01,Door,State,318558130,MAT-54383,CT-3636-AVP
642194262,Its work,BATCH-807322,BOM-70142,MAT-46171,Phantom Item,630162747,Obsolete,Visit city manage who,Notice,Kitchen himself important young,2025-10-08,2025-05-20,Read,No,1379.09,2026-03-19,2026-01-20,Process,634505784,108954866,Comparator,MAT-54383,2023-12-20,Yes,US01,Address,Green,285386270,MAT-46171,CT-3636-AVP
457102787,Republican human property pressure street,BATCH-668418,BOM-69288,MAT-54383,Stock Item,756108109,Obsolete,Guy resource candidate deal,Political,Experience would voice,2026-09-20,2024-05-19,Culture,Yes,66.49,2025-06-24,2024-09-13,Fill,705583158,379992458,Comparator,MAT-54383,2025-08-10,Yes,LAT04,Participant,Boy,529632256,MAT-54383,CT-3636-AVP
980471801,Beat respond reality card,BATCH-904039,BOM-83113,MAT-66257,Stock Item,511349921,Active,Remember tend try system,Strategy,Have difficult case take,2024-04-28,2024-11-20,Democrat,Yes,3224.65,2025-05-03,2025-01-18,Director,102099900,908876977,Comparator,MAT-66257,2026-06-04,Yes,AP03,Human,World,964803485,MAT-66257,CT-7484-BIH
827193910,Series almost recently,BATCH-329352,BOM-53980,MAT-66374,Phantom Item,761075146,Obsolete,Prove understand stand time main,Wide,Land local while,2025-02-11,2025-01-02,Part,No,1415.09,2025-08-17,2025-06-08,Stage,796975075,105263229,Comparator,MAT-66257,2026-09-22,Yes,EU02,Especially,Share,532187943,MAT-66374,CT-7484-BIH
992640510,Record purpose provide be,BATCH-712839,BOM-47487,MAT-74247,Stock Item,783321091,Active,Career less,Option,From all person how military,2025-12-20,2025-10-23,Support,No,109.31,2026-09-26,2024-11-23,Conference,523411375,168756181,Comparator,MAT-66257,2024-06-18,Yes,AP03,Operation,More,779898760,MAT-74247,CT-7484-BIH
893098769,Summer unit,BATCH-261270,BOM-20179,MAT-66257,Stock Item,585921319,Active,Research open,Protect,Subject most ever carry base,2025-07-19,2024-12-20,Sign,No,372.95,2026-04-27,2025-01-07,Occur,508196495,923402423,Ancillary Supply,MAT-66374,2024-12-19,No,LAT04,Show,Animal,163415459,MAT-66257,CT-7484-BIH
885655082,Mr task style again,BATCH-726204,BOM-96343,MAT-66374,Phantom Item,447807841,Active,Receive natural move,Improve,Identify safe really star,2024-10-14,2025-06-25,Task,Yes,1127.07,2025-02-16,2024-10-07,Husband,408425139,243396028,Ancillary Supply,MAT-66374,2024-03-22,No,EU02,Conference,Item,428405797,MAT-66374,CT-7484-BIH
111660502,Region participant discuss,BATCH-461060,BOM-89909,MAT-74247,Stock Item,569742960,Active,Reach former,Tax,Some idea about result woman,2026-05-27,2025-05-05,Left,No,3418.8,2025-02-11,2025-12-01,Shake,222643702,544390695,Ancillary Supply,MAT-66374,2026-05-11,No,AP03,Range,Visit,513107892,MAT-74247,CT-7484-BIH
221454208,Difference wide catch minute interview,BATCH-271484,BOM-64368,MAT-66257,Stock Item,502633373,Active,Both red,Work,Price Republican,2024-01-22,2025-05-04,Later,No,3477.36,2025-03-13,2024-12-07,Officer,788035786,189606958,Investigational Product,MAT-74247,2025-12-22,Yes,EU02,Crime,Into,562266785,MAT-66257,CT-7484-BIH
570902009,Mention protect without himself,BATCH-696358,BOM-33629,MAT-66374,Stock Item,174774076,Obsolete,Back court none,Middle,Wall popular right help,2026-10-10,2025-10-08,Ready,Yes,1190.67,2025-04-12,2025-11-25,Wife,625992548,578363359,Investigational Product,MAT-74247,2025-09-19,Yes,LAT04,As,Go,130827939,MAT-66374,CT-7484-BIH
571658596,Raise direction lead,BATCH-994275,BOM-88701,MAT-74247,Stock Item,417242686,Active,Human view,Plant,Skill would station,2024-10-23,2024-08-22,Safe,Yes,3858.72,2026-02-28,2025-05-03,Hot,704467253,576542755,Investigational Product,MAT-74247,2024-10-22,No,AP03,Up,Wear,787779515,MAT-74247,CT-7484-BIH
526023509,Adult marriage choose wide,BATCH-266008,BOM-58206,MAT-18458,Phantom Item,160886210,Active,Million ask parent,Group,Material bad new then,2025-12-21,2025-11-07,Scientist,Yes,3115.53,2024-09-07,2025-09-07,Statement,327106138,501435504,Ancillary Supply,MAT-18458,2024-07-29,No,AP03,Customer,Make,570706229,MAT-18458,CT-7487-KNX
684235855,Later buy natural western,BATCH-362118,BOM-52774,MAT-56157,Stock Item,846097804,Active,Wish new,Shoulder,Recently political exist,2025-02-24,2024-01-20,Everything,Yes,4136.21,2024-12-01,2023-12-13,Environmental,620926573,530899398,Ancillary Supply,MAT-18458,2024-01-23,Yes,AP03,Marriage,Pressure,240324711,MAT-56157,CT-7487-KNX
755074519,Control too other he feeling,BATCH-220775,BOM-56667,MAT-59372,Stock Item,747028456,Obsolete,Create owner avoid history,Leave,Of instead pattern city,2025-10-17,2024-03-24,Degree,No,4367.4,2025-06-19,2024-09-13,Once,190291268,907236733,Ancillary Supply,MAT-18458,2024-02-22,No,US01,Institution,Example,622440809,MAT-59372,CT-7487-KNX
597508919,To maybe about,BATCH-759459,BOM-22256,MAT-18458,Stock Item,396394459,Obsolete,Never economy number page cut,Near,Number already language early as,2026-09-13,2024-01-16,Watch,No,1230.47,2025-03-12,2023-11-19,Month,972292206,948005593,Comparator,MAT-56157,2025-07-29,No,AP03,Past,Build,849287364,MAT-18458,CT-7487-KNX
424516910,Name mean more,BATCH-230766,BOM-20653,MAT-56157,Stock Item,813965024,Obsolete,Most brother two,Each,Instead quite message,2024-11-15,2024-04-03,History,No,4864.53,2024-01-14,2026-01-28,Law,559000857,979903720,Comparator,MAT-56157,2026-03-10,No,US01,Quite,Season,427562669,MAT-56157,CT-7487-KNX
896333772,Government report,BATCH-655346,BOM-30148,MAT-59372,Stock Item,634357305,Obsolete,Minute theory many sit,Action,Heart would difference along,2025-02-14,2023-11-20,Yeah,Yes,1266.84,2025-05-06,2024-01-20,Suffer,763672406,845998830,Comparator,MAT-56157,2026-08-19,Yes,US01,Down,Western,535442619,MAT-59372,CT-7487-KNX
195447185,Beautiful ball suggest public,BATCH-988128,BOM-24209,MAT-18458,Phantom Item,126612912,Obsolete,Finish heavy note wait,Study,Short maintain yourself card,2025-10-06,2024-02-01,Sort,Yes,2600.71,2025-10-11,2025-11-05,Painting,404957263,981635577,Ancillary Supply,MAT-59372,2024-02-12,No,EU02,She,Food,834586396,MAT-18458,CT-7487-KNX
921239635,Major behavior production organization,BATCH-943303,BOM-37881,MAT-56157,Phantom Item,628329828,Obsolete,Already industry want collection understand,Leader,Lawyer theory least step,2026-05-21,2023-12-15,Free,Yes,1137.17,2026-05-31,2026-09-19,Significant,648117132,664881769,Ancillary Supply,MAT-59372,2025-12-26,Yes,US01,Pay,Must,549921433,MAT-56157,CT-7487-KNX
864894807,Trial space,BATCH-198104,BOM-61793,MAT-59372,Phantom Item,509901358,Obsolete,Administration wish age church officer,Reveal,Challenge decide maintain serious,2025-02-09,2025-01-31,Could,No,2981.65,2025-06-21,2024-03-07,Natural,462380983,895247918,Ancillary Supply,MAT-59372,2024-09-02,Yes,US01,Free,Entire,813101251,MAT-59372,CT-7487-KNX
879025264,Model world,BATCH-572836,BOM-34523,MAT-73628,Phantom Item,332359643,Obsolete,Benefit crime reason ready,Maybe,Task population partner somebody should,2026-04-21,2024-03-16,Hotel,No,3208.68,2024-04-26,2025-02-20,Foreign,917728018,725402974,Ancillary Supply,MAT-73628,2026-06-10,No,LAT04,Cold,Lay,490628218,MAT-73628,CT-3230-HFO
863278808,Meet reflect be around,BATCH-379329,BOM-26699,MAT-68176,Stock Item,780954377,Active,Add fill authority,Science,Foreign mission it,2025-11-28,2025-08-24,Republican,No,4742.35,2024-12-08,2026-04-21,Allow,145249040,850716718,Ancillary Supply,MAT-73628,2024-10-18,No,EU02,Which,Wish,467386848,MAT-68176,CT-3230-HFO
249324460,Her everyone eat stock,BATCH-636185,BOM-20642,MAT-54713,Stock Item,889548342,Obsolete,Physical however later method,Suggest,Carry also realize,2025-08-08,2025-08-12,Lawyer,Yes,1908.07,2026-07-18,2024-05-03,Parent,590276067,381519575,Ancillary Supply,MAT-73628,2026-05-26,Yes,US01,Product,Somebody,725280064,MAT-54713,CT-3230-HFO
731137525,Federal those despite player,BATCH-756288,BOM-49278,MAT-73628,Stock Item,859302831,Obsolete,Our sell outside many allow,Father,Toward action into mind,2024-10-06,2024-06-07,Executive,Yes,1549.34,2024-10-24,2025-08-09,Believe,959518477,966517786,Comparator,MAT-68176,2026-10-01,No,EU02,Lose,Learn,367420814,MAT-73628,CT-3230-HFO
328142921,Understand skin everyone,BATCH-320649,BOM-29129,MAT-68176,Phantom Item,677447483,Active,Suffer red program deal,Me,For play color,2026-09-18,2024-03-01,Use,No,2758.85,2025-04-24,2026-05-17,Speak,464339664,241419525,Comparator,MAT-68176,2023-11-25,No,LAT04,Across,Bring,147225644,MAT-68176,CT-3230-HFO
456043788,Than carry debate listen,BATCH-845143,BOM-76250,MAT-54713,Stock Item,197472578,Active,Glass certainly,Realize,Attack already increase,2026-07-04,2024-07-29,What,Yes,2536.4,2026-04-27,2026-07-17,Particularly,740982374,990904517,Comparator,MAT-68176,2026-07-31,No,US01,Recognize,Gas,801897471,MAT-54713,CT-3230-HFO
958363523,Over customer style,BATCH-106025,BOM-95821,MAT-73628,Phantom Item,486533527,Active,Office commercial owner range while,Wish,Read my,2026-02-26,2025-05-27,Others,No,4089.44,2025-12-15,2025-04-22,Center,943605442,196016502,Ancillary Supply,MAT-54713,2026-03-05,Yes,AP03,Contain,Effort,686918639,MAT-73628,CT-3230-HFO
665170167,Hit tough,BATCH-726155,BOM-47266,MAT-68176,Stock Item,164241077,Obsolete,Stand term born arm,Ahead,Health help method need,2024-08-07,2023-12-19,Fall,No,700.32,2024-09-11,2026-09-04,Against,708267702,436250185,Ancillary Supply,MAT-54713,2023-11-27,No,US01,Until,Month,395943569,MAT-68176,CT-3230-HFO
521325521,Thank today themselves machine important,BATCH-765603,BOM-34853,MAT-54713,Phantom Item,513582866,Active,Trial decide discuss,Create,Method particularly,2024-09-06,2024-01-12,Form,No,1894.22,2023-12-31,2025-08-10,Learn,194738909,665034579,Ancillary Supply,MAT-54713,2024-03-31,No,EU02,Radio,Here,696769761,MAT-54713,CT-3230-HFO
306878240,Girl name scientist,BATCH-885171,BOM-86797,MAT-75647,Stock Item,359004448,Obsolete,Pick people every write,Though,Tell word course,2026-11-08,2024-02-07,Give,Yes,3922.79,2023-12-18,2024-05-12,Visit,560503135,786820861,Ancillary Supply,MAT-75647,2025-07-12,Yes,US01,Claim,Focus,225989731,MAT-75647,CT-6551-IBW
236357233,Store third goal,BATCH-682506,BOM-66628,MAT-79992,Stock Item,243020762,Obsolete,Trouble management region more,Task,Fact stock,2025-02-09,2025-01-02,Say,Yes,4556.81,2024-06-13,2026-07-02,Small,773535918,239037426,Ancillary Supply,MAT-75647,2024-09-17,Yes,AP03,Truth,Fill,818379503,MAT-79992,CT-6551-IBW
705590594,Improve your,BATCH-343777,BOM-44691,MAT-52579,Stock Item,681447761,Obsolete,Last scientist later,Number,We cost,2023-12-30,2025-09-19,Right,No,2118.91,2024-07-03,2026-09-11,Leave,280211846,315851628,Ancillary Supply,MAT-75647,2026-03-25,No,AP03,Chair,Produce,547442582,MAT-52579,CT-6551-IBW
485045661,Nearly role past agreement increase,BATCH-816604,BOM-52139,MAT-75647,Phantom Item,367898006,Obsolete,Her force scientist,Hot,Huge list now dog young,2026-03-26,2024-09-29,Catch,Yes,3911.1,2025-01-19,2024-05-08,Evidence,291350846,529712660,Ancillary Supply,MAT-79992,2025-02-14,Yes,LAT04,Remember,Just,722467773,MAT-75647,CT-6551-IBW
996780657,Program plant present,BATCH-615908,BOM-97083,MAT-79992,Phantom Item,272782497,Obsolete,View hospital recent reason,Place,None she,2025-05-01,2024-02-11,Course,No,739.33,2024-10-12,2024-12-16,Produce,596185183,365910259,Ancillary Supply,MAT-79992,2024-06-22,Yes,AP03,Especially,Discover,243338349,MAT-79992,CT-6551-IBW
578854593,Whatever have,BATCH-586400,BOM-66077,MAT-52579,Stock Item,235811167,Obsolete,Kind responsibility behind mind,Action,Couple find off,2024-10-11,2024-07-08,Leave,Yes,2653.19,2026-06-15,2024-01-27,Another,599988492,698525098,Ancillary Supply,MAT-79992,2024-02-07,No,US01,Charge,Foreign,788723908,MAT-52579,CT-6551-IBW
492270015,Rise get American ten we,BATCH-486714,BOM-79503,MAT-75647,Phantom Item,348788067,Active,Authority government build discover,Child,Term run evidence,2025-08-30,2024-08-02,Figure,No,3469.77,2025-09-24,2024-01-04,Article,753983876,159717498,Comparator,MAT-52579,2025-07-20,No,US01,Before,Prove,670987441,MAT-75647,CT-6551-IBW
181524728,Cell interview ask that,BATCH-607223,BOM-86913,MAT-79992,Phantom Item,764686258,Obsolete,Traditional far,Set,Task thought many note range,2025-03-26,2024-05-31,All,No,1451.69,2025-07-15,2024-07-06,Organization,224401047,632427806,Comparator,MAT-52579,2026-08-17,No,LAT04,Charge,Key,957196187,MAT-79992,CT-6551-IBW
927790143,Treatment image behind character,BATCH-362830,BOM-35831,MAT-52579,Stock Item,483325645,Active,Old moment region order,Between,Value entire population others such,2026-08-11,2025-07-09,Usually,No,4847.9,2026-07-18,2024-11-23,Forward,502559040,188461212,Comparator,MAT-52579,2024-06-08,No,LAT04,Team,Night,486310646,MAT-52579,CT-6551-IBW
727595452,Case past resource those,BATCH-447106,BOM-21524,MAT-22152,Stock Item,180460935,Obsolete,Indicate maintain bad,Prepare,Eye others term,2025-12-17,2024-10-24,Upon,Yes,3029.81,2024-09-11,2025-01-18,Talk,831078400,198341894,Ancillary Supply,MAT-22152,2026-01-12,Yes,AP03,Whom,Admit,354414815,MAT-22152,CT-3472-PNG
417364935,Commercial series,BATCH-319893,BOM-96708,MAT-45907,Phantom Item,581258196,Active,Class reach wind,Range,Thought phone make front understand,2024-10-05,2025-10-30,Hot,Yes,4508.53,2024-02-22,2025-07-17,Nothing,596637665,670558589,Ancillary Supply,MAT-22152,2025-10-21,No,EU02,System,Soon,739329137,MAT-45907,CT-3472-PNG
852916075,Live whole physical start,BATCH-644115,BOM-24867,MAT-84153,Stock Item,733647794,Active,Sign property,Success,Film plant reveal,2025-11-26,2023-12-29,Design,No,4371.16,2025-01-12,2026-07-15,Discover,716994781,908996139,Ancillary Supply,MAT-22152,2026-10-17,No,US01,Them,Woman,987610239,MAT-84153,CT-3472-PNG
920237423,Course raise indicate performance,BATCH-949115,BOM-16309,MAT-22152,Stock Item,243303167,Obsolete,Build scene should,Dog,Economic hear sea,2024-10-03,2024-06-04,Hope,Yes,2492.23,2024-03-11,2025-10-14,Hard,487378316,145950542,Ancillary Supply,MAT-45907,2025-10-21,No,AP03,Politics,Last,179606971,MAT-22152,CT-3472-PNG
645951564,Leg bad,BATCH-822319,BOM-56981,MAT-45907,Stock Item,626358565,Active,Since that consumer,Note,See road personal lose,2025-01-28,2025-02-02,Outside,Yes,2376.57,2024-07-04,2026-06-28,Difference,580344459,410215866,Ancillary Supply,MAT-45907,2024-08-06,Yes,EU02,Difference,Pay,788067002,MAT-45907,CT-3472-PNG
203509224,Last inside,BATCH-494263,BOM-42843,MAT-84153,Phantom Item,262417860,Obsolete,Republican a me,Military,Election owner certain military,2024-03-05,2024-05-30,Including,Yes,4352.37,2024-08-04,2025-02-12,Plan,161818820,252459697,Ancillary Supply,MAT-45907,2024-08-08,No,AP03,Available,Choose,881136167,MAT-84153,CT-3472-PNG
724264837,Interview space,BATCH-476060,BOM-42317,MAT-22152,Stock Item,661899683,Active,Power new,School,Almost contain,2024-05-25,2023-12-16,Strong,Yes,3436.75,2024-07-04,2026-06-08,Scientist,603481245,313384539,Comparator,MAT-84153,2024-09-12,Yes,US01,Occur,Toward,402014688,MAT-22152,CT-3472-PNG
876428716,Hold table become,BATCH-870138,BOM-15997,MAT-45907,Stock Item,347544874,Active,Figure doctor bed main hope,Far,Hold leg bar one positive,2026-09-11,2024-09-06,Arrive,Yes,4266.05,2026-02-28,2024-03-22,Daughter,827202733,183955720,Comparator,MAT-84153,2025-02-15,No,AP03,Avoid,Poor,231737734,MAT-45907,CT-3472-PNG
985427823,Main build big else,BATCH-770827,BOM-88966,MAT-84153,Stock Item,142490182,Active,Apply recognize,Action,Turn such American happy might,2024-08-09,2025-05-06,Learn,Yes,240.94,2024-04-17,2025-04-28,Professor,216152678,901470040,Comparator,MAT-84153,2026-04-22,Yes,LAT04,Approach,Industry,734647173,MAT-84153,CT-3472-PNG
781481664,To generation,BATCH-814290,BOM-35557,MAT-31615,Phantom Item,773007944,Active,Idea still plant short,Tough,They large price what,2024-12-30,2024-01-02,Level,Yes,1486.11,2024-10-28,2024-11-21,Mr,610733422,279395016,Comparator,MAT-31615,2026-10-21,Yes,US01,Career,Middle,222786487,MAT-31615,CT-9781-BYC
549151270,Enjoy father machine actually,BATCH-450352,BOM-14682,MAT-98864,Phantom Item,527142972,Active,Section us which on able,Ball,Out two teacher west just,2025-03-17,2025-02-28,Only,Yes,2031.6,2025-07-09,2024-09-20,Give,410696924,776370979,Comparator,MAT-31615,2024-12-31,No,US01,Which,Born,236264260,MAT-98864,CT-9781-BYC
725060229,Weight actually pull,BATCH-155596,BOM-84473,MAT-59079,Stock Item,277499154,Active,Suffer service may,History,Word dog west produce pressure,2026-06-08,2025-04-07,Clear,No,188.25,2026-08-13,2025-06-07,Without,184463214,456990169,Comparator,MAT-31615,2025-11-05,No,US01,Such,Entire,745962724,MAT-59079,CT-9781-BYC
207459214,Though serve figure create drive,BATCH-134928,BOM-45386,MAT-96156,Phantom Item,984351108,Active,Different a wait deal,Significant,Dream likely film loss,2025-07-05,2023-12-03,Involve,Yes,929.21,2025-09-13,2025-02-02,Paper,438083423,456616657,Comparator,MAT-31615,2024-09-13,No,EU02,Kind,Public,875708531,MAT-96156,CT-9781-BYC
126826604,Both military white benefit police,BATCH-751316,BOM-74553,MAT-31615,Phantom Item,141723231,Obsolete,Participant amount,Recently,Record account once,2024-01-09,2025-06-13,Lose,No,2068.51,2025-08-07,2025-09-12,Ready,640769513,907127524,Ancillary Supply,MAT-98864,2025-01-25,No,US01,Force,While,584932528,MAT-31615,CT-9781-BYC
599990280,World course early,BATCH-869816,BOM-54325,MAT-98864,Stock Item,259036444,Obsolete,Through minute surface,Catch,Later significant firm,2025-11-14,2024-06-19,Race,Yes,3065.28,2025-09-26,2024-10-06,Million,250928448,123974952,Ancillary Supply,MAT-98864,2025-07-26,Yes,LAT04,System,Middle,628390617,MAT-98864,CT-9781-BYC
411235488,Heavy lot research,BATCH-768109,BOM-87473,MAT-59079,Phantom Item,206261917,Obsolete,Reality organization like,Speak,Room win win,2026-11-10,2024-04-25,Second,No,1673.79,2026-07-30,2024-06-07,Middle,458215669,603423575,Ancillary Supply,MAT-98864,2024-07-26,No,LAT04,How,Painting,585121221,MAT-59079,CT-9781-BYC
927768246,Support kid better into,BATCH-172831,BOM-75755,MAT-96156,Stock Item,214939515,Obsolete,Once staff red other,Reason,Reason employee,2026-10-17,2024-07-21,Cell,Yes,1510.14,2026-02-10,2025-08-28,Degree,290722896,899696892,Ancillary Supply,MAT-98864,2025-10-13,No,AP03,Create,Since,934888302,MAT-96156,CT-9781-BYC
