Old Qty,New Qty,Purchase Document Date,Purchasing Document Type,Material,Purchasing document number,Item number of purchasing document,Plant,Purchasing Group,Schedule line number,Vendor,FACTCAL ID,MRP AREA,MRP CONTRL,MRP TYPE,New Date,Old Date,Reason,Lead Time,FAC_CAL_DEL_DATE,ZDELDATE,Factory Calendar ID,MRP Characteristic,MRP Controller,Product Description,Days Difference,Hit Reason,Actual PO Date,Scheduled PO Date,Qty Ordered,Qty Received,Qty Variance Pront,Po Release Date,Elapse Lead Time,Hit Flag,Internal Vendor Flag,Lead Time Given,Statistical Delivery Date,Purch Order Type Id,Item Delivery Date,Purch Grp Id,Vendor Id,Planned Lead Time,Inbound Delivery Date,MRP Type Id,MRP Controller Id,Days Early Late,Vendor Name,Goods Receipt Date,Flag Delete,Purchase order Flag_Open/Close,Trial Alias
250,267,2025-04-19,FO,MAT-82814,9504356854,48,LAT04,PG42,1,V118605,396764813,MRP-94,MRP-21,PD,2026-05-15,2025-03-31,Beat,6,2024-11-06,2026-09-08,618558612,MRP-39,MRP-110,Reduce Solution,0,Someone,2025-04-19,2025-05-01,250,245,-2,2025-04-17,16,Yes,V5499508,12,2023-11-15,748715855,2025-09-09,168015750,V8177810,15,2025-02-18,VB,MRP-134,19,Peterson and Sons Pharma,2024-03-11,No,Yes,CT-3395-UCM
247,239,2025-06-11,FO,MAT-55297,4598595372,38,EU02,PG92,4,V701267,359302365,MRP-98,MRP-17,VB,2026-09-05,2024-01-10,Join,12,2025-03-28,2024-08-16,969571408,MRP-39,MRP-134,New Solution,13,Skin,2025-06-11,2025-07-06,247,242,-1,2025-06-09,14,No,V1511686,28,2025-05-10,304434896,2024-09-25,275700885,V9131996,17,2024-03-26,VV,MRP-136,28,"Allison, Powell and Solomon Pharma",2026-01-10,Yes,Yes,CT-1816-RCG
23,31,2025-07-23,FO,MAT-37872,1110019277,38,AP03,PG38,4,V328205,701509585,MRP-33,MRP-14,VB,2023-11-17,2026-04-16,Help,22,2024-11-07,2024-11-22,180480521,MRP-10,MRP-110,Effort Capsule,-1,First,2025-07-23,2025-08-11,23,22,2,2025-07-21,13,No,V3607187,44,2026-06-24,279830148,2025-01-10,592174594,V2160775,8,2026-08-19,PD,MRP-116,6,"Wright, Davis and Long Pharma",2024-10-13,Yes,Yes,CT-1816-RCG
206,200,2024-11-28,FO,MAT-66257,3952948680,15,LAT04,PG17,2,V640246,366674085,MRP-81,MRP-83,VB,2025-06-29,2025-01-27,Media,38,2023-11-25,2026-01-06,636535521,MRP-13,MRP-133,Hundred Solution,15,Sea,2024-11-28,2024-12-24,206,205,-4,2024-11-26,27,Yes,V2737492,31,2024-01-20,205229383,2025-01-03,621848179,V3844034,29,2023-12-06,VB,MRP-139,7,"Ashley, Diaz and Hull Pharma",2025-01-13,Yes,No,CT-7484-BIH
241,233,2025-06-13,FO,MAT-78401,1525517641,44,US01,PG22,1,V928263,637269741,MRP-28,MRP-33,VB,2024-08-23,2024-08-18,Ability,41,2026-04-09,2024-12-22,708575787,MRP-33,MRP-103,Expect Tablet,12,Hold,2025-06-13,2025-07-12,241,238,4,2025-06-11,5,No,V9500184,6,2026-07-03,361083332,2025-03-21,876965650,V4670513,35,2025-09-07,VV,MRP-117,13,Shaw Ltd Pharma,2026-09-13,No,Yes,CT-1696-SCY
270,269,2025-06-05,FO,MAT-66257,7140559962,86,LAT04,PG99,1,V830379,690909155,MRP-53,MRP-77,PD,2026-03-07,2024-02-29,Kitchen,10,2025-01-08,2025-02-18,518225405,MRP-93,MRP-133,Hundred Solution,1,Same,2025-06-05,2025-06-14,270,268,-3,2025-06-03,17,Yes,V5579777,33,2026-08-22,279366409,2024-08-19,916731228,V4764898,29,2025-08-02,VB,MRP-121,12,Pena Group Pharma,2026-05-26,No,Yes,CT-7484-BIH
173,166,2025-04-08,NB,MAT-22610,7228065756,80,LAT04,PG63,2,V215164,722814803,MRP-98,MRP-11,PD,2024-01-29,2025-09-25,Traditional,34,2024-09-02,2026-02-25,371452273,MRP-40,MRP-108,Us Solution,2,Born,2025-04-08,2025-04-20,173,172,0,2025-04-06,19,No,V2162073,20,2025-10-15,998834575,2023-12-27,580059412,V8101334,32,2023-12-08,VV,MRP-132,26,Robinson-Patel Pharma,2026-04-18,Yes,Yes,CT-9771-CZL
161,162,2025-02-08,NB,MAT-74459,2686190525,40,US01,PG86,3,V986217,544404043,MRP-22,MRP-45,VV,2024-11-21,2026-10-19,Our,20,2026-07-31,2024-04-16,549398035,MRP-71,MRP-114,Memory Solution,11,Debate,2025-02-08,2025-02-18,161,158,-1,2025-02-06,18,No,V7365599,13,2025-08-11,777124029,2025-05-16,845438105,V2694111,6,2024-07-26,VB,MRP-101,24,"James, Navarro and Hill Pharma",2025-04-07,Yes,No,CT-8015-GMQ
51,59,2025-02-03,FO,MAT-53554,3939497253,88,LAT04,PG94,3,V556075,657031755,MRP-29,MRP-17,VV,2024-12-30,2024-10-05,Paper,13,2025-01-08,2024-05-18,769302725,MRP-86,MRP-103,They Capsule,12,Whose,2025-02-03,2025-03-03,51,47,3,2025-02-01,30,No,V9639364,43,2024-10-26,220444497,2024-11-29,604186574,V4071711,34,2025-06-24,VB,MRP-122,1,Cook-Miller Pharma,2026-08-07,Yes,No,CT-5014-EEP
77,93,2025-08-06,FO,MAT-14115,3029943018,38,EU02,PG38,2,V843380,530986472,MRP-50,MRP-65,VV,2025-03-22,2025-01-26,Factor,34,2024-02-02,2024-10-24,484080352,MRP-38,MRP-135,Property Tablet,3,Work,2025-08-06,2025-08-24,77,72,2,2025-08-04,6,Yes,V1786641,26,2026-08-24,506424315,2024-04-11,364762836,V3643545,35,2024-09-22,VV,MRP-125,8,Miles-Nichols Pharma,2025-01-11,Yes,No,CT-1696-SCY
15,31,2025-09-29,NB,MAT-68176,9568811361,37,EU02,PG83,4,V302680,806890334,MRP-89,MRP-53,VB,2025-11-01,2024-09-13,Media,6,2024-06-12,2024-04-19,412066998,MRP-44,MRP-137,Treat Tablet,6,Agent,2025-09-29,2025-10-22,15,13,3,2025-09-27,22,No,V6646738,15,2026-03-13,695547263,2025-04-14,244431312,V3898899,18,2024-07-11,VV,MRP-129,24,Vaughan PLC Pharma,2025-12-25,Yes,No,CT-3230-HFO
275,287,2025-05-14,NB,MAT-32011,2710288654,89,EU02,PG35,2,V653026,724597473,MRP-68,MRP-85,PD,2025-02-14,2024-06-23,Leave,28,2026-10-05,2024-10-19,892367719,MRP-32,MRP-134,Offer Tablet,6,Culture,2025-05-14,2025-05-28,275,270,4,2025-05-12,5,Yes,V7850635,32,2024-02-18,493046451,2024-12-03,555924146,V5374485,44,2024-05-22,VB,MRP-111,12,Thompson-Pham Pharma,2026-10-13,Yes,Yes,CT-2004-PSX
229,219,2025-05-12,NB,MAT-53554,6216809157,36,LAT04,PG14,4,V366855,460597508,MRP-57,MRP-88,VV,2025-02-01,2025-08-07,Already,44,2025-09-08,2023-12-20,108479277,MRP-93,MRP-103,They Capsule,4,Economic,2025-05-12,2025-06-09,229,228,-5,2025-05-10,29,Yes,V8226017,19,2024-10-27,688330805,2026-08-14,671265199,V4834466,11,2026-04-16,PD,MRP-132,19,Black and Sons Pharma,2025-08-22,Yes,Yes,CT-5014-EEP
55,70,2025-03-22,NB,MAT-82398,2690093617,53,EU02,PG38,1,V603124,421658471,MRP-13,MRP-13,VB,2023-12-10,2025-03-18,Couple,31,2025-08-14,2026-03-09,506573325,MRP-83,MRP-137,Range Solution,4,Create,2025-03-22,2025-04-11,55,51,3,2025-03-20,14,Yes,V7320529,15,2026-02-18,515967175,2025-08-14,434276487,V8256274,36,2026-07-02,PD,MRP-122,16,"Cortez, Moore and Reilly Pharma",2026-01-24,No,No,CT-8970-PLO
299,294,2025-06-20,FO,MAT-30745,2019043856,41,US01,PG58,2,V406009,989525080,MRP-49,MRP-74,VV,2026-02-22,2026-01-16,Usually,27,2025-03-01,2024-08-16,828074552,MRP-79,MRP-133,Indicate Patch,15,Exactly,2025-06-20,2025-07-17,299,299,0,2025-06-18,7,No,V5908359,41,2025-03-29,405773207,2026-09-27,588952802,V3105881,36,2023-11-27,PD,MRP-139,17,Davis-Howell Pharma,2026-02-15,Yes,No,CT-4229-AWU
170,180,2025-02-23,NB,MAT-39627,6440166388,80,LAT04,PG54,3,V504720,821095842,MRP-19,MRP-86,VB,2024-05-16,2025-03-19,Really,27,2025-06-29,2026-10-02,920163527,MRP-60,MRP-123,Fund Tablet,4,Significant,2025-02-23,2025-03-10,170,165,3,2025-02-21,18,No,V5121073,30,2023-12-24,153060526,2026-06-18,342272192,V1701019,45,2023-12-31,VV,MRP-109,8,Ortiz Ltd Pharma,2024-03-21,Yes,Yes,CT-5014-EEP
73,65,2025-02-01,NB,MAT-18458,9131949793,63,EU02,PG24,4,V679624,205126343,MRP-66,MRP-70,VV,2024-07-02,2025-12-27,Cup,7,2024-03-14,2025-09-27,206523285,MRP-35,MRP-102,Reason Tablet,-3,Analysis,2025-02-01,2025-02-13,73,72,0,2025-01-30,12,No,V4522950,4,2025-03-05,192574971,2024-11-16,319440331,V8221859,42,2025-02-15,VV,MRP-118,8,"Short, Ortiz and Molina Pharma",2024-02-13,Yes,No,CT-7487-KNX
237,229,2025-03-29,NB,MAT-18409,5958813715,86,AP03,PG12,1,V563222,127134284,MRP-71,MRP-29,VB,2025-08-30,2025-08-21,My,10,2026-06-16,2025-03-25,844323021,MRP-53,MRP-137,Commercial Tablet,1,Recent,2025-03-29,2025-04-14,237,237,4,2025-03-27,16,No,V3324576,28,2023-11-21,336469426,2025-10-18,920965439,V4908819,9,2025-12-29,VB,MRP-131,23,"Bender, Richardson and Reed Pharma",2026-01-25,No,Yes,CT-3228-ZKT
247,264,2025-01-24,NB,MAT-47254,6559912864,82,EU02,PG11,3,V278143,690813225,MRP-19,MRP-22,VV,2026-04-13,2026-11-03,Always,20,2025-04-27,2025-03-17,876167799,MRP-41,MRP-136,Article Tablet,-4,Pick,2025-01-24,2025-02-07,247,245,-5,2025-01-22,10,Yes,V1988574,18,2024-05-30,309923866,2026-04-10,103603888,V7778055,37,2025-08-02,VV,MRP-111,10,Noble Inc Pharma,2026-10-03,No,No,CT-8742-ECD
293,297,2025-01-09,NB,MAT-93544,2916922620,42,LAT04,PG91,1,V421150,735149826,MRP-15,MRP-39,VB,2026-01-27,2025-10-10,Whose,20,2024-07-24,2026-04-22,793006315,MRP-31,MRP-123,Player Solution,11,Any,2025-01-09,2025-01-19,293,293,-4,2025-01-07,21,Yes,V5142039,12,2026-05-06,731427189,2024-06-10,252597131,V2100694,28,2025-10-07,VV,MRP-127,13,Donovan Inc Pharma,2026-08-31,No,No,CT-9771-CZL
51,50,2025-07-21,FO,MAT-40089,4982658858,66,EU02,PG34,2,V120867,935093094,MRP-32,MRP-76,VB,2026-04-25,2024-12-18,Talk,8,2025-08-08,2025-09-26,829380325,MRP-22,MRP-126,Pull Patch,-4,Southern,2025-07-21,2025-08-20,51,46,-1,2025-07-19,16,No,V4412017,23,2025-09-26,910655860,2026-10-23,448395638,V8089159,29,2024-07-07,PD,MRP-139,17,Nunez LLC Pharma,2025-04-22,Yes,Yes,CT-4229-AWU
198,192,2025-10-12,FO,MAT-15875,7732692695,16,EU02,PG36,1,V641544,899330082,MRP-14,MRP-48,VV,2026-02-11,2024-11-26,Star,3,2024-03-19,2024-07-11,602200125,MRP-74,MRP-138,Happy Solution,10,Much,2025-10-12,2025-10-30,198,193,1,2025-10-10,22,Yes,V9026687,39,2025-08-16,689638205,2025-10-04,534636723,V2800959,37,2026-07-29,VV,MRP-107,1,Vaughn Group Pharma,2026-03-14,No,No,CT-8742-ECD
150,148,2025-07-31,NB,MAT-55297,5167166606,84,EU02,PG61,4,V860530,590594734,MRP-95,MRP-45,VV,2025-06-13,2024-09-28,Mrs,34,2026-10-17,2026-03-11,866171201,MRP-43,MRP-134,New Solution,9,Generation,2025-07-31,2025-08-19,150,150,-2,2025-07-29,28,No,V1080832,16,2025-06-08,956584939,2024-08-31,990990582,V3505679,11,2025-09-30,PD,MRP-122,17,Lopez-Smith Pharma,2024-08-12,Yes,No,CT-1816-RCG
101,118,2025-06-11,NB,MAT-37872,8570569263,15,AP03,PG77,2,V200487,385756163,MRP-42,MRP-37,VV,2025-02-07,2026-01-13,Trial,33,2026-08-18,2026-11-11,477466721,MRP-87,MRP-110,Effort Capsule,4,People,2025-06-11,2025-07-08,101,99,2,2025-06-09,15,No,V1067945,26,2024-09-08,398385255,2025-04-10,207688657,V5564874,11,2026-09-08,VV,MRP-135,27,Peterson-Bautista Pharma,2025-12-08,Yes,Yes,CT-1816-RCG
28,28,2024-12-20,FO,MAT-16848,5730995246,31,LAT04,PG11,4,V602024,238071025,MRP-25,MRP-21,PD,2025-03-02,2025-10-20,Environmental,35,2025-05-14,2024-05-18,483779385,MRP-89,MRP-106,Blue Patch,6,Modern,2024-12-20,2025-01-08,28,26,4,2024-12-18,12,No,V6218670,42,2024-12-30,332430810,2025-05-01,154724987,V3225325,29,2025-05-04,VB,MRP-135,5,Ramsey and Sons Pharma,2025-01-25,No,No,CT-8742-ECD
213,230,2025-01-04,NB,MAT-37872,6617087832,39,AP03,PG92,2,V694414,969204544,MRP-69,MRP-56,VB,2025-05-17,2025-02-10,Option,13,2026-02-28,2024-04-26,340289995,MRP-46,MRP-110,Effort Capsule,10,Actually,2025-01-04,2025-01-14,213,208,-1,2025-01-02,19,Yes,V5264173,33,2025-01-19,830892950,2024-05-17,230849646,V4642141,38,2025-01-23,VB,MRP-128,21,Davis Group Pharma,2024-03-30,No,No,CT-1816-RCG
254,263,2024-12-05,FO,MAT-37872,2635172633,59,AP03,PG86,5,V340526,663574596,MRP-34,MRP-49,PD,2023-12-26,2024-01-12,Company,9,2024-11-02,2026-05-28,532502820,MRP-73,MRP-110,Effort Capsule,-5,International,2024-12-05,2024-12-15,254,254,-2,2024-12-03,8,No,V3541471,24,2024-01-14,280634023,2026-08-04,191060276,V7081663,33,2026-01-23,VV,MRP-134,19,"Rojas, Rogers and Chase Pharma",2025-03-26,No,No,CT-1816-RCG
234,237,2025-10-20,NB,MAT-42350,1355952558,50,AP03,PG80,4,V411206,802116726,MRP-17,MRP-70,PD,2024-08-17,2026-06-03,Be,41,2025-07-11,2024-02-10,283123582,MRP-79,MRP-130,Figure Capsule,6,Business,2025-10-20,2025-11-09,234,234,3,2025-10-18,30,No,V6101148,25,2026-03-10,790076120,2025-01-09,152683263,V2506074,33,2026-05-10,VV,MRP-113,26,Jones-Sanchez Pharma,2025-01-30,Yes,No,CT-5806-JWO
200,214,2025-01-20,FO,MAT-17085,1148263612,84,LAT04,PG15,2,V286179,640530033,MRP-11,MRP-22,VV,2024-08-22,2024-11-30,Old,45,2025-01-27,2025-03-30,935849310,MRP-75,MRP-106,Myself Capsule,11,Modern,2025-01-20,2025-01-29,200,198,-1,2025-01-18,5,No,V8575293,40,2026-08-25,526322354,2025-10-26,410904788,V4437012,15,2024-10-19,VV,MRP-126,8,Palmer-Hubbard Pharma,2025-08-08,Yes,No,CT-6592-IDY
11,8,2025-10-05,NB,MAT-82814,8389683875,48,LAT04,PG39,5,V292934,895512171,MRP-64,MRP-80,VB,2025-06-17,2024-07-17,Increase,13,2026-08-10,2025-01-10,632202051,MRP-85,MRP-110,Reduce Solution,0,Couple,2025-10-05,2025-10-15,11,7,5,2025-10-03,29,Yes,V4080695,19,2024-12-29,132329195,2025-06-25,538735391,V3746674,7,2025-04-18,VV,MRP-117,24,Lopez-Wade Pharma,2025-03-11,Yes,No,CT-3395-UCM
169,161,2025-10-14,NB,MAT-98864,8695574106,56,AP03,PG63,3,V263716,610846219,MRP-99,MRP-10,PD,2026-11-09,2026-03-15,Seven,18,2026-08-21,2024-11-15,754333255,MRP-85,MRP-119,Positive Injection,4,More,2025-10-14,2025-10-25,169,164,1,2025-10-12,26,No,V4295373,4,2025-03-29,513575806,2024-02-12,312372550,V9736083,8,2025-01-22,VV,MRP-118,11,Odonnell-Edwards Pharma,2024-07-31,Yes,No,CT-9781-BYC
113,133,2025-06-10,NB,MAT-86168,7220442304,80,AP03,PG79,5,V138386,624218484,MRP-12,MRP-71,PD,2024-11-24,2026-01-09,Responsibility,26,2024-12-27,2024-10-01,170823641,MRP-81,MRP-119,Run Solution,-4,Back,2025-06-10,2025-06-27,113,110,-2,2025-06-08,12,Yes,V6021490,6,2025-11-04,553479496,2024-08-09,426978497,V9833979,45,2024-02-21,VB,MRP-132,17,Smith-Hughes Pharma,2026-05-17,Yes,No,CT-6109-EDZ
88,88,2025-07-24,FO,MAT-55297,9660000331,22,EU02,PG77,3,V269721,607432102,MRP-87,MRP-57,PD,2024-06-12,2025-02-20,Cost,30,2026-01-01,2025-07-27,288689096,MRP-85,MRP-134,New Solution,3,Human,2025-07-24,2025-08-07,88,86,4,2025-07-22,25,No,V6236441,37,2024-01-23,528723402,2026-10-04,848263979,V1851302,36,2026-05-21,VB,MRP-127,11,"Barry, Rodriguez and Gonzalez Pharma",2025-10-26,Yes,No,CT-1816-RCG
13,13,2025-01-27,FO,MAT-16627,2901847292,85,US01,PG35,5,V936905,185626744,MRP-94,MRP-21,PD,2025-06-07,2025-09-23,Have,38,2025-03-27,2024-07-03,262747085,MRP-44,MRP-125,Receive Patch,10,Artist,2025-01-27,2025-02-05,13,13,4,2025-01-25,5,Yes,V6810433,38,2024-01-24,686610861,2025-04-22,784917826,V7699416,10,2026-03-12,VB,MRP-110,21,"Dunn, Smith and Guzman Pharma",2025-05-08,No,Yes,CT-9831-IEW
162,157,2025-05-18,FO,MAT-49651,3702336324,15,AP03,PG16,2,V534019,841158437,MRP-26,MRP-30,VV,2024-01-23,2024-12-12,Feeling,45,2025-07-28,2024-02-21,323791246,MRP-83,MRP-112,High Injection,-3,Leave,2025-05-18,2025-06-17,162,161,-1,2025-05-16,30,No,V3821030,24,2025-07-05,443382026,2024-01-31,694430648,V8825428,5,2024-01-06,PD,MRP-117,2,Oneill-Doyle Pharma,2025-11-10,Yes,No,CT-9831-IEW
40,52,2024-12-16,FO,MAT-54713,1792039584,82,AP03,PG68,3,V135876,743118062,MRP-72,MRP-95,PD,2024-06-26,2026-07-09,Decade,37,2024-03-14,2025-08-20,830320960,MRP-11,MRP-134,Free Solution,6,Bed,2024-12-16,2025-01-01,40,39,3,2024-12-14,19,Yes,V2737110,42,2026-10-16,535607616,2024-08-09,995533895,V6831022,43,2024-02-23,PD,MRP-134,23,Simon-Leblanc Pharma,2025-11-02,No,Yes,CT-3230-HFO
234,231,2025-07-31,FO,MAT-23246,5729819375,11,US01,PG99,5,V804937,571062400,MRP-19,MRP-77,PD,2025-07-16,2025-06-21,Customer,45,2024-07-14,2026-06-17,446801194,MRP-43,MRP-119,Type Injection,7,Prevent,2025-07-31,2025-08-25,234,231,2,2025-07-29,23,Yes,V8187306,7,2025-11-09,612847039,2024-09-29,608117211,V3958028,30,2025-08-27,VV,MRP-122,29,Mack-Cabrera Pharma,2024-04-19,No,No,CT-8872-GKR
172,179,2025-02-11,FO,MAT-16078,6703593055,44,LAT04,PG23,2,V652687,179249057,MRP-18,MRP-69,PD,2026-02-10,2025-06-07,Determine,24,2024-01-09,2024-05-11,213754085,MRP-41,MRP-139,Stock Patch,12,Live,2025-02-11,2025-02-26,172,168,5,2025-02-09,17,No,V9404299,10,2025-07-09,342506670,2024-04-02,473155903,V8922509,28,2024-10-21,VV,MRP-139,15,Alexander-Murphy Pharma,2025-07-14,Yes,Yes,CT-9831-IEW
70,64,2025-06-10,NB,MAT-16848,8306173462,21,LAT04,PG58,3,V854357,424634634,MRP-77,MRP-42,PD,2026-10-30,2024-01-29,Few,30,2023-11-22,2026-09-25,743226802,MRP-35,MRP-106,Blue Patch,6,Wide,2025-06-10,2025-07-02,70,69,5,2025-06-08,13,Yes,V7899738,40,2026-06-29,167600039,2024-03-11,549719030,V3128468,11,2023-11-16,VV,MRP-102,6,Hogan-Wood Pharma,2025-05-27,No,No,CT-8742-ECD
124,120,2025-09-26,NB,MAT-47986,5892460198,56,AP03,PG15,1,V317097,495605646,MRP-76,MRP-74,VV,2025-08-02,2025-07-09,Western,18,2025-12-06,2025-02-26,543735867,MRP-65,MRP-130,Experience Tablet,-1,Agency,2025-09-26,2025-10-21,124,122,4,2025-09-24,29,Yes,V5987117,44,2026-03-15,129401048,2024-07-25,409113583,V9336040,29,2025-06-02,VB,MRP-136,21,Hill-Kelly Pharma,2026-10-18,No,Yes,CT-4229-AWU
102,121,2025-04-08,FO,MAT-81584,3383328520,52,US01,PG26,2,V127495,577275736,MRP-48,MRP-22,VV,2024-09-02,2024-06-25,Now,15,2025-03-31,2026-10-05,474516628,MRP-48,MRP-136,Set Solution,5,Certain,2025-04-08,2025-05-02,102,99,5,2025-04-06,6,Yes,V7022761,28,2024-11-30,303401987,2024-03-25,676465961,V2484435,15,2024-03-25,VV,MRP-111,27,"Farley, Smith and Johnson Pharma",2026-10-27,Yes,Yes,CT-5806-JWO
208,216,2025-04-25,FO,MAT-47254,9556012667,67,EU02,PG31,4,V981699,785443581,MRP-70,MRP-35,VV,2025-09-16,2026-01-03,Phone,14,2023-12-31,2026-11-07,166041097,MRP-28,MRP-136,Article Tablet,5,Type,2025-04-25,2025-05-04,208,206,-1,2025-04-23,13,No,V9686371,23,2024-10-25,628872252,2026-03-01,891475339,V6449411,20,2025-06-23,PD,MRP-130,21,"Hester, Mayer and Johnston Pharma",2024-06-22,No,No,CT-8742-ECD
197,200,2025-03-29,FO,MAT-97442,2813673707,65,EU02,PG59,1,V801229,536854249,MRP-27,MRP-74,VV,2024-06-22,2024-07-08,Thus,43,2026-05-24,2026-01-28,230918227,MRP-92,MRP-101,Common Patch,13,Investment,2025-03-29,2025-04-26,197,197,-3,2025-03-27,24,No,V9341950,4,2025-04-06,930209918,2025-01-26,586579463,V6774163,38,2025-09-05,VV,MRP-103,13,Griffin LLC Pharma,2024-04-23,Yes,Yes,CT-2004-PSX
247,246,2025-10-07,FO,MAT-84153,4629325913,67,US01,PG87,3,V666880,928922493,MRP-48,MRP-93,VV,2023-11-19,2024-07-21,Lawyer,34,2025-10-10,2024-05-27,269550733,MRP-61,MRP-118,Floor Patch,3,Impact,2025-10-07,2025-10-14,247,246,2,2025-10-05,20,Yes,V8354103,41,2025-10-13,620734616,2024-04-01,952967883,V5523998,11,2024-10-30,PD,MRP-115,26,"Johnson, Collins and Moran Pharma",2025-01-03,Yes,Yes,CT-3472-PNG
104,118,2025-07-29,NB,MAT-86920,3199646859,84,US01,PG18,2,V833320,488517735,MRP-49,MRP-67,VV,2024-08-27,2025-08-06,Economic,16,2025-08-06,2026-08-31,662067740,MRP-93,MRP-105,Various Solution,1,Break,2025-07-29,2025-08-12,104,99,1,2025-07-27,26,No,V5249031,11,2024-04-14,459255181,2026-08-07,995718794,V5041369,10,2026-02-07,PD,MRP-127,12,Shaw-Lopez Pharma,2025-01-29,No,Yes,CT-8970-PLO
34,45,2025-10-21,NB,MAT-33775,7571123534,40,LAT04,PG34,1,V164258,439562757,MRP-63,MRP-43,VB,2024-02-02,2025-12-27,Down,25,2024-05-28,2025-11-08,678774435,MRP-23,MRP-113,Something Patch,8,Responsibility,2025-10-21,2025-11-08,34,30,0,2025-10-19,19,Yes,V5367155,43,2023-11-14,199566671,2024-10-09,650358833,V9799983,18,2025-08-24,VV,MRP-115,17,Webb Ltd Pharma,2025-07-18,Yes,Yes,CT-9831-IEW
141,158,2025-09-08,FO,MAT-18409,5828766349,19,AP03,PG74,4,V193028,954701674,MRP-93,MRP-25,VV,2024-02-09,2026-03-18,Later,4,2025-04-23,2025-12-21,452821932,MRP-49,MRP-137,Commercial Tablet,4,Discussion,2025-09-08,2025-09-25,141,141,-5,2025-09-06,11,Yes,V8340495,34,2026-03-18,679397974,2025-01-18,480571790,V5809229,21,2024-02-10,VV,MRP-125,28,"Garza, Henderson and Lewis Pharma",2025-01-06,Yes,Yes,CT-3228-ZKT
49,58,2025-03-15,NB,MAT-91309,1596466213,15,LAT04,PG12,3,V461538,131058749,MRP-16,MRP-86,VV,2025-02-18,2024-07-02,Loss,4,2025-01-14,2026-06-21,327626647,MRP-83,MRP-118,Simply Injection,12,Training,2025-03-15,2025-04-09,49,45,2,2025-03-13,6,Yes,V8704104,8,2024-10-16,402405836,2025-05-25,357321927,V3662959,4,2023-12-01,VV,MRP-102,11,Jackson Group Pharma,2025-09-05,Yes,No,CT-8015-GMQ
277,292,2025-01-01,NB,MAT-73628,4686479150,43,US01,PG21,4,V842432,858476810,MRP-66,MRP-60,PD,2025-09-19,2025-03-05,Human,40,2025-02-13,2025-05-07,607586924,MRP-71,MRP-138,Health Solution,3,Former,2025-01-01,2025-01-14,277,273,-3,2024-12-30,15,No,V5411924,38,2025-06-17,487105082,2025-01-15,878265339,V5059253,32,2023-11-15,VV,MRP-139,24,Brown and Sons Pharma,2025-04-06,No,No,CT-3230-HFO
130,144,2025-01-04,FO,MAT-82814,6885590722,52,LAT04,PG57,3,V430964,758281677,MRP-76,MRP-98,VB,2026-09-28,2026-08-11,Again,40,2025-07-18,2025-03-04,170072351,MRP-37,MRP-110,Reduce Solution,10,Anyone,2025-01-04,2025-02-01,130,128,4,2025-01-02,10,No,V7565108,23,2026-01-06,630151253,2026-07-29,299750552,V2819385,13,2024-05-16,VV,MRP-138,29,"Austin, Sampson and Ray Pharma",2025-06-16,Yes,Yes,CT-3395-UCM
275,270,2025-01-25,FO,MAT-53554,7385139004,59,LAT04,PG23,4,V881045,794516237,MRP-58,MRP-12,VB,2025-08-22,2025-01-20,Question,14,2026-10-23,2025-06-03,954208475,MRP-30,MRP-103,They Capsule,-1,Impact,2025-01-25,2025-02-21,275,270,5,2025-01-23,21,Yes,V1124469,35,2025-02-03,738437032,2025-09-29,133053851,V9289801,42,2024-10-06,PD,MRP-135,26,Torres and Sons Pharma,2024-05-06,No,Yes,CT-5014-EEP
64,83,2025-06-17,NB,MAT-81584,7305452654,64,US01,PG45,1,V597143,518547399,MRP-49,MRP-36,VV,2024-06-26,2026-05-13,Bill,14,2024-09-02,2024-02-01,510784616,MRP-53,MRP-136,Set Solution,-3,Give,2025-06-17,2025-07-14,64,64,4,2025-06-15,28,Yes,V5127060,9,2023-12-24,279161926,2025-02-05,126215396,V4246620,9,2025-03-25,VV,MRP-133,21,Holland-Cabrera Pharma,2025-12-28,Yes,No,CT-5806-JWO
201,211,2025-08-22,NB,MAT-78401,8563005187,50,US01,PG55,4,V249491,962918861,MRP-84,MRP-38,PD,2026-05-07,2026-09-14,Though,3,2025-05-17,2026-05-04,263248919,MRP-23,MRP-103,Expect Tablet,12,Necessary,2025-08-22,2025-09-13,201,196,5,2025-08-20,17,No,V3460263,33,2024-01-16,557502000,2025-01-14,645386980,V6147317,7,2024-06-22,PD,MRP-120,28,Johnson LLC Pharma,2026-10-20,No,No,CT-1696-SCY
177,177,2024-12-19,NB,MAT-18458,7775156426,66,EU02,PG96,2,V248140,941260256,MRP-72,MRP-82,VB,2023-11-30,2025-03-09,List,41,2026-01-20,2025-10-31,768433925,MRP-41,MRP-102,Reason Tablet,3,Bill,2024-12-19,2024-12-26,177,173,-2,2024-12-17,28,No,V2053767,43,2026-05-05,116532633,2025-07-08,756564438,V9968932,38,2024-10-16,VV,MRP-135,18,Wilson-Mahoney Pharma,2026-01-10,No,Yes,CT-7487-KNX
